,Number_of_Children,Number_of_Children_Spouse,Sex,Age,Age_at_Marriage,Age_of_Spouse,Age_at_Marriage_Spouse,Age_Difference,Number_of_Roles,Spouse_is_Celebrity,Distance,Divorced
15343,2.0,,0,54.0,27.0,,,,2,0,,1
15344,,,0,85.0,18.0,,,,2,0,,1
15345,,,0,,,,,,2,0,,1
15346,,,0,44.0,39.0,,,,2,0,,0
15347,2.0,2.0,0,,,,,,2,0,,0
15348,,,0,56.0,32.0,,,,2,0,,0
15349,,,0,64.0,38.0,,,,2,0,,0
15350,,,0,76.0,19.0,,,,2,0,,1
15351,1.0,,0,82.0,21.0,,,,2,0,,0
15352,1.0,1.0,0,76.0,23.0,73.0,27.0,4.0,2,0,1247.776660982328,1
15353,2.0,4.0,0,60.0,32.0,72.0,44.0,12.0,2,0,0.0,0
15354,,,0,60.0,27.0,59.0,26.0,1.0,2,0,,0
15355,,,0,,,,,,2,0,,0
15356,,,0,55.0,29.0,,,,2,0,,1
15357,2.0,,0,82.0,21.0,,,,2,0,,0
15358,1.0,,0,44.0,39.0,,,,2,0,,0
15359,4.0,,0,33.0,19.0,,,,2,0,,0
15360,,,0,100.0,38.0,74.0,34.0,4.0,2,0,1743.8121121000977,0
15361,3.0,,0,32.0,25.0,,,,2,0,,0
15362,1.0,2.0,0,83.0,28.0,84.0,29.0,1.0,3,0,6248.188554546478,1
15363,,,0,58.0,29.0,,,,2,0,,0
15364,,,0,,,47.0,39.0,,3,1,1159.9636561783154,1
15365,2.0,,0,,,,,,2,0,,0
15366,,,0,58.0,29.0,,,,2,0,,0
15367,,,0,35.0,31.0,,,,2,0,,0
15368,2.0,,0,77.0,23.0,,,,2,0,,1
15369,,,0,34.0,32.0,,,,3,0,,0
15370,2.0,2.0,0,55.0,28.0,57.0,30.0,2.0,2,0,5525.274592683133,1
15371,,,0,69.0,49.0,,,,2,0,,0
15372,,,0,75.0,24.0,,,,2,0,,0
15373,,,0,62.0,29.0,,,,2,0,,1
15374,2.0,2.0,0,68.0,22.0,67.0,21.0,1.0,2,0,1960.201635434292,1
15375,3.0,,0,57.0,36.0,,,,2,0,,0
15376,2.0,2.0,0,56.0,20.0,65.0,23.0,3.0,2,0,198.36825831039303,1
15377,2.0,,0,31.0,25.0,,,,2,0,,0
15378,3.0,3.0,0,,,45.0,28.0,,3,1,,1
15379,2.0,,0,57.0,31.0,,,,2,0,,0
15380,,,0,63.0,30.0,,,,2,0,,0
15381,,,0,80.0,41.0,,,,2,0,,1
15382,,,0,86.0,21.0,,,,2,0,,0
15383,,,0,55.0,42.0,,,,2,0,,0
15384,1.0,,0,76.0,32.0,,,,2,0,,0
15385,,,0,71.0,38.0,,,,2,0,,0
15386,,,0,79.0,22.0,,,,2,0,,1
15387,3.0,3.0,0,43.0,30.0,46.0,33.0,3.0,2,0,1617.2982456533166,0
15388,3.0,,0,45.0,26.0,,,,2,0,,1
15389,,,0,86.0,18.0,,,,2,0,,1
15390,1.0,,0,75.0,29.0,,,,2,0,,0
15391,,,0,55.0,45.0,,,,2,0,,0
15392,2.0,2.0,0,,,70.0,40.0,,2,1,,0
15393,2.0,,0,74.0,39.0,,,,2,0,,0
15394,2.0,,0,66.0,32.0,,,,2,0,,0
15395,,,0,51.0,39.0,,,,2,0,,1
15396,1.0,,0,90.0,25.0,,,,2,0,,0
15397,3.0,,0,88.0,23.0,,,,3,0,,1
15398,1.0,,0,44.0,34.0,,,,2,0,,0
15399,3.0,,0,34.0,22.0,,,,2,0,,0
15400,1.0,,0,45.0,30.0,,,,2,0,,0
15401,1.0,,0,70.0,38.0,,,,2,0,,0
15402,2.0,3.0,0,81.0,33.0,83.0,44.0,11.0,2,1,1387.779856488708,1
15403,,,0,79.0,36.0,,,,2,0,,1
15404,,,0,71.0,32.0,65.0,26.0,6.0,2,0,,1
15405,,,0,93.0,22.0,,,,2,0,,1
15406,3.0,,0,49.0,31.0,,,,2,0,,0
15407,2.0,,0,67.0,22.0,,,,2,0,,0
15408,3.0,,0,32.0,23.0,,,,2,0,,0
15409,1.0,,0,71.0,39.0,,,,2,0,,0
15410,,,0,40.0,27.0,,,,2,0,,0
15411,,,0,,,,,,2,0,,0
15412,3.0,,0,47.0,40.0,,,,2,0,,1
15413,1.0,,0,38.0,28.0,,,,2,0,,0
15414,,,0,59.0,23.0,,,,2,0,,1
15415,,,0,73.0,67.0,,,,2,0,,0
15416,1.0,,0,,,,,,2,0,,1
15417,4.0,,0,61.0,28.0,,,,2,0,,1
15418,3.0,3.0,0,75.0,20.0,75.0,20.0,0.0,2,0,380.5749441736318,0
15419,,,0,57.0,43.0,,,,2,0,,0
15420,,,0,75.0,29.0,,,,3,0,,1
15421,2.0,,0,71.0,26.0,,,,3,0,,1
15422,1.0,1.0,0,49.0,30.0,52.0,33.0,3.0,2,0,3621.129700274436,0
15423,1.0,1.0,0,79.0,24.0,81.0,26.0,2.0,2,0,955.1866612478092,1
15424,,,0,46.0,36.0,42.0,32.0,4.0,3,0,3915.131089697256,0
15425,,,0,64.0,40.0,,,,2,0,,0
15426,1.0,,0,62.0,41.0,,,,2,0,,1
15427,,,0,38.0,32.0,46.0,40.0,8.0,3,0,440.2832354390522,0
15428,,,0,69.0,27.0,72.0,29.0,2.0,2,0,1915.8360651037008,1
15429,2.0,,0,69.0,31.0,,,,2,0,,0
15430,3.0,,0,49.0,29.0,,,,2,0,,1
15431,2.0,2.0,0,40.0,30.0,52.0,42.0,12.0,2,1,570.7631314431471,0
15432,,,0,,,,,,2,0,,0
15433,2.0,,0,75.0,31.0,,,,2,0,,0
15434,2.0,,0,80.0,21.0,,,,2,0,,1
15435,2.0,,0,48.0,25.0,,,,2,0,,1
15436,,,0,,,,,,2,0,,1
15437,1.0,,0,77.0,23.0,,,,2,0,,1
15438,,,0,44.0,26.0,,,,2,0,,0
15439,,,0,90.0,25.0,,,,2,0,,0
15440,,,0,39.0,31.0,,,,2,0,,0
15441,,,0,71.0,35.0,,,,2,0,,0
15442,,,0,75.0,20.0,77.0,22.0,2.0,3,0,,0
15443,4.0,,0,83.0,36.0,79.0,41.0,5.0,2,0,,0
15444,1.0,1.0,0,60.0,38.0,54.0,32.0,6.0,2,0,5236.990486715259,0
15445,,1.0,0,91.0,20.0,90.0,22.0,2.0,3,0,8.344816920798507,0
15446,,3.0,0,87.0,,89.0,,3.0,2,0,158.00596402596474,1
15447,2.0,,0,,,,,,2,0,,0
15448,2.0,2.0,0,51.0,29.0,50.0,28.0,1.0,2,1,411.069527696796,1
15449,1.0,,0,51.0,41.0,,,,3,0,,1
15450,,,0,73.0,19.0,,,,2,0,,1
15451,3.0,3.0,0,80.0,32.0,87.0,44.0,12.0,2,0,306.10855053323627,0
15452,3.0,,0,68.0,20.0,,,,2,0,,1
15453,,,0,44.0,28.0,45.0,29.0,1.0,2,1,12414.270086674574,0
15454,2.0,,0,46.0,28.0,,,,2,0,,1
15455,2.0,,0,64.0,48.0,,,,2,0,,0
15456,1.0,,0,73.0,,,,,2,0,,1
15457,5.0,,0,87.0,23.0,,,,2,0,,0
15458,,,0,45.0,43.0,,,,2,0,,0
15459,,,0,44.0,31.0,,,,2,0,,0
15460,3.0,,0,50.0,30.0,,,,2,0,,0
15461,3.0,,0,42.0,27.0,,,,2,0,,0
15462,5.0,,0,55.0,21.0,,,,3,0,,1
15463,,,0,63.0,38.0,,,,2,0,,0
15464,,,0,93.0,20.0,,,,2,0,,1
15465,,,0,80.0,29.0,,,,2,0,,1
15466,1.0,,0,53.0,49.0,,,,2,0,,0
15467,4.0,,0,33.0,23.0,,,,2,0,,0
15468,1.0,,0,,,,,,2,0,,0
15469,1.0,,0,56.0,31.0,,,,2,0,,0
15470,1.0,2.0,0,65.0,27.0,68.0,30.0,3.0,2,0,,0
15471,2.0,,0,83.0,25.0,,,,2,0,,1
15472,,,0,,,,,,2,0,,0
15473,,,0,62.0,28.0,,,,2,0,,1
15474,2.0,5.0,0,54.0,42.0,59.0,47.0,5.0,2,0,7432.777816284725,0
15475,2.0,,0,38.0,30.0,,,,2,0,,1
15476,2.0,,0,63.0,33.0,,,,3,0,,1
15477,3.0,,0,,,,,,2,0,,1
15478,2.0,,0,73.0,36.0,,,,2,0,,1
15479,,,0,63.0,19.0,,,,2,0,,1
15480,2.0,,0,49.0,38.0,,,,2,0,,0
15481,3.0,,0,49.0,22.0,58.0,31.0,9.0,3,0,3134.437611129447,1
15482,,,0,74.0,23.0,,,,2,0,,1
15483,2.0,4.0,0,40.0,21.0,41.0,22.0,1.0,2,0,0.0,1
15484,2.0,,0,88.0,25.0,,,,2,0,,1
15485,3.0,,0,45.0,25.0,,,,2,0,,0
15486,2.0,2.0,0,53.0,31.0,49.0,27.0,4.0,3,1,1577.1734904173911,1
15487,3.0,,0,53.0,31.0,,,,2,0,,1
15488,,,0,75.0,23.0,28.0,26.0,3.0,2,1,1528.1581744019377,0
15489,,,0,69.0,45.0,,,,2,0,,0
15490,1.0,1.0,0,65.0,29.0,64.0,28.0,1.0,2,0,,0
15491,4.0,,0,64.0,23.0,,,,2,0,,1
15492,,,0,54.0,28.0,55.0,29.0,1.0,2,1,0.0,1
15493,2.0,,0,,,,,,3,0,,0
15494,2.0,,0,59.0,41.0,,,,2,0,,1
15495,2.0,,0,49.0,28.0,,,,2,0,,0
15496,2.0,,0,44.0,29.0,,,,3,0,,0
15497,2.0,,0,45.0,41.0,,,,2,0,,0
15498,2.0,2.0,0,84.0,23.0,92.0,31.0,8.0,2,0,1403.1833244090246,0
15499,2.0,,0,69.0,21.0,,,,2,0,,0
15500,,,0,,,,,,3,0,,1
15501,,3.0,0,57.0,35.0,78.0,56.0,21.0,2,0,2825.928366179954,1
15502,2.0,,0,71.0,24.0,,,,2,0,,1
15503,,,0,79.0,21.0,,,,2,0,,0
15504,3.0,3.0,0,76.0,20.0,74.0,24.0,4.0,2,0,157.1681813531901,0
15505,2.0,4.0,0,60.0,34.0,72.0,46.0,12.0,2,0,0.0,1
15506,4.0,,0,75.0,34.0,,,,2,0,,0
15507,,,0,94.0,26.0,,,,2,0,,0
15508,2.0,,0,50.0,34.0,,,,2,0,,0
15509,3.0,,0,75.0,18.0,,,,2,0,,0
15510,4.0,,0,31.0,23.0,,,,2,0,,0
15511,2.0,3.0,0,56.0,27.0,53.0,24.0,3.0,2,1,7.574060539950145,1
15512,4.0,,0,105.0,29.0,,,,2,0,,1
15513,,,0,,,,,,2,0,,1
15514,2.0,,0,53.0,23.0,,,,2,0,,0
15515,2.0,2.0,0,,,,,,2,0,,0
15516,2.0,5.0,0,65.0,33.0,81.0,41.0,8.0,2,0,2803.7479217041505,1
15517,2.0,2.0,0,39.0,33.0,41.0,35.0,2.0,2,0,2044.444261096253,0
15518,,,0,93.0,38.0,,,,2,0,,1
15519,1.0,1.0,0,46.0,35.0,54.0,36.0,1.0,2,0,1134.5558300485598,0
15520,2.0,,0,35.0,24.0,,,,2,0,,0
15521,2.0,,0,49.0,48.0,,,,2,0,,1
15522,,,0,61.0,58.0,,,,2,0,,0
15523,,,0,32.0,29.0,41.0,38.0,9.0,2,0,8563.57512561053,0
15524,,,0,77.0,51.0,,,,2,0,,0
15525,,,0,44.0,39.0,,,,2,0,,0
15526,4.0,,0,51.0,32.0,,,,2,0,,0
15527,1.0,,0,,,,,,2,0,,1
15528,1.0,,0,82.0,21.0,,,,2,0,,1
15529,2.0,,0,59.0,36.0,,,,2,0,,1
15530,,,0,76.0,22.0,,,,2,0,,1
15531,2.0,,0,68.0,27.0,,,,2,0,,0
15532,,,0,46.0,41.0,,,,2,0,,0
15533,,3.0,0,,,,,,2,0,,0
15534,2.0,,0,101.0,31.0,,,,2,0,,0
15535,1.0,,0,54.0,46.0,,,,2,0,,0
15536,1.0,,0,47.0,28.0,,,,2,0,3046.640960936727,1
15537,3.0,,0,60.0,27.0,,,,2,0,,0
15538,1.0,,0,30.0,26.0,,,,2,0,,0
15539,,,0,87.0,46.0,,,,2,0,,0
15540,7.0,,0,98.0,49.0,,,,2,0,,1
15541,,,0,,,,,,2,0,,0
15542,2.0,,0,36.0,23.0,,,,2,0,,0
15543,5.0,,0,83.0,22.0,,,,2,0,,0
15544,2.0,,0,54.0,29.0,58.0,33.0,4.0,3,0,1153.273400867816,0
15545,3.0,,0,91.0,22.0,,,,2,0,,1
15546,1.0,3.0,0,90.0,34.0,65.0,33.0,1.0,2,0,1035.9526508598426,1
15547,2.0,,0,51.0,36.0,,,,2,0,,0
15548,2.0,,0,62.0,26.0,,,,2,0,,1
15549,1.0,4.0,0,82.0,37.0,93.0,57.0,20.0,2,0,1445.343749717921,0
15550,3.0,,0,55.0,29.0,,,,2,0,,0
15551,,,0,,,,,,2,0,,0
15552,,,0,61.0,31.0,72.0,31.0,0.0,2,0,2113.3202272583044,1
15553,1.0,,0,78.0,22.0,,,,3,0,,1
15554,2.0,,0,26.0,22.0,,,,2,0,,0
15555,2.0,,0,84.0,23.0,,,,2,0,,1
15556,4.0,,0,,,,,,2,0,,0
15557,,,0,53.0,34.0,,,,2,0,,0
15558,,,0,86.0,21.0,,,,2,0,,0
15559,,,0,44.0,31.0,,,,3,0,,0
15560,3.0,,0,49.0,31.0,,,,3,0,,0
15561,1.0,,0,,,,,,2,0,,0
15562,2.0,,0,54.0,24.0,,,,2,0,,1
15563,2.0,,0,62.0,29.0,,,,2,0,,0
15564,3.0,3.0,0,,,52.0,33.0,,2,0,,0
15565,6.0,,0,92.0,25.0,,,,2,0,,0
15566,2.0,3.0,0,34.0,30.0,44.0,40.0,10.0,2,1,,0
15567,4.0,4.0,0,53.0,23.0,59.0,29.0,6.0,2,0,1440.2831292482397,1
15568,2.0,,0,,,,,,2,0,,1
15569,1.0,,0,,,,,,2,0,,0
15570,2.0,,0,66.0,23.0,,,,2,0,,1
15571,5.0,,0,81.0,22.0,,,,2,0,,1
15572,2.0,2.0,0,51.0,33.0,54.0,36.0,3.0,2,0,628.7716586985343,0
15573,,3.0,0,75.0,26.0,57.0,35.0,9.0,2,0,3935.536977390735,1
15574,3.0,,0,,,66.0,31.0,,2,0,,0
15575,1.0,,0,71.0,17.0,,,,2,0,,1
15576,,3.0,0,68.0,21.0,71.0,24.0,3.0,2,0,23.292448921992104,1
15577,,,0,,,68.0,32.0,,2,0,,0
15578,,,0,78.0,18.0,,,,2,0,,1
15579,,,0,87.0,64.0,,,,2,0,,0
15580,2.0,,0,54.0,31.0,,,,2,0,,1
15581,,,0,48.0,40.0,53.0,45.0,5.0,3,0,,1
15582,,,0,55.0,24.0,59.0,28.0,4.0,2,1,0.0,1
15583,,,0,61.0,47.0,,,,2,0,,0
15584,1.0,,0,71.0,32.0,78.0,39.0,7.0,3,0,970.3576030096827,0
15585,4.0,,0,61.0,37.0,,,,2,0,,1
15586,,,0,,,,,,2,0,,1
15587,,,0,72.0,31.0,,,,2,0,,0
15588,3.0,6.0,0,85.0,25.0,82.0,28.0,3.0,2,0,,1
15589,3.0,,0,60.0,28.0,60.0,30.0,2.0,2,0,,0
15590,1.0,,0,81.0,21.0,,,,2,0,,0
15591,,,0,86.0,35.0,,,,2,0,,1
15592,1.0,,0,34.0,18.0,,,,2,0,,0
15593,2.0,2.0,0,75.0,24.0,94.0,37.0,13.0,2,0,0.0,0
15594,2.0,2.0,0,42.0,35.0,44.0,37.0,2.0,2,0,765.4824587590385,0
15595,,,0,42.0,29.0,,,,2,0,,0
15596,,,0,38.0,28.0,42.0,32.0,4.0,2,0,,0
15597,1.0,,0,45.0,31.0,,,,2,0,,0
15598,4.0,4.0,0,85.0,20.0,87.0,22.0,2.0,2,1,918.3117486627588,1
15599,1.0,,0,64.0,29.0,,,,2,0,,0
15600,4.0,,0,95.0,17.0,69.0,32.0,15.0,2,0,0.0,1
15601,2.0,2.0,0,30.0,23.0,36.0,29.0,6.0,2,0,,0
15602,,,0,58.0,28.0,,,,3,0,,1
15603,,,0,39.0,35.0,39.0,35.0,0.0,2,0,1144.293950028263,1
15604,,4.0,0,62.0,53.0,62.0,53.0,0.0,2,1,623.333051308372,0
15605,1.0,2.0,0,,,80.0,46.0,,2,1,,0
15606,1.0,,0,93.0,26.0,,,,2,0,,1
15607,,,0,36.0,32.0,,,,2,0,,0
15608,1.0,,0,49.0,34.0,,,,2,0,,0
15609,,,0,54.0,49.0,,,,2,0,,0
15610,1.0,,0,83.0,21.0,,,,2,0,,1
15611,,,0,39.0,29.0,,,,2,0,,1
15612,,2.0,0,62.0,24.0,63.0,25.0,1.0,2,0,521.8925321348347,1
15613,1.0,,0,34.0,28.0,,,,2,0,,0
15614,,,0,44.0,31.0,,,,2,0,,1
15615,2.0,,0,40.0,33.0,,,,2,0,,0
15616,5.0,5.0,0,89.0,21.0,83.0,24.0,3.0,2,0,827.0934491409353,1
15617,3.0,,0,91.0,24.0,,,,2,0,,0
15618,,,0,64.0,35.0,,,,2,0,,0
15619,1.0,,0,,,,,,2,0,,0
15620,2.0,,0,74.0,35.0,,,,2,0,,1
15621,,3.0,0,64.0,29.0,64.0,29.0,0.0,2,0,1144.293950028263,0
15622,2.0,,0,34.0,25.0,,,,2,0,,0
15623,,,0,76.0,40.0,,,,2,0,,1
15624,,,0,,,,,,2,0,,0
15625,,,0,64.0,29.0,,,,2,0,,1
15626,3.0,,0,98.0,27.0,,,,2,0,,0
15627,2.0,2.0,0,87.0,25.0,83.0,28.0,3.0,2,0,539.0376928632438,0
15628,2.0,,0,56.0,,,,,2,0,,1
15629,2.0,2.0,0,43.0,22.0,45.0,24.0,2.0,2,0,0.0,0
15630,,,0,93.0,25.0,,,,2,0,,1
15631,3.0,,0,94.0,23.0,,,,2,0,,0
15632,,,0,61.0,20.0,35.0,26.0,6.0,2,0,2165.658852453823,1
15633,,1.0,0,99.0,36.0,88.0,70.0,34.0,2,0,942.4651876724964,0
15634,,,0,79.0,19.0,49.0,23.0,4.0,2,0,231.8516984045384,0
15635,3.0,,0,92.0,20.0,,,,2,0,,1
15636,,,0,75.0,21.0,,,,2,0,,1
15637,3.0,,0,80.0,23.0,,,,2,0,,0
15638,2.0,2.0,0,51.0,35.0,59.0,43.0,8.0,2,0,223.42825830081503,0
15639,,,0,61.0,53.0,52.0,44.0,9.0,2,0,61.024484540422094,0
15640,2.0,,0,82.0,22.0,,,,2,0,,1
15641,2.0,2.0,0,72.0,26.0,58.0,24.0,2.0,2,0,918.5741798768978,1
15642,2.0,2.0,0,45.0,36.0,62.0,53.0,17.0,2,1,9901.068466529186,0
15643,1.0,,0,74.0,33.0,,,,2,0,,1
15644,1.0,,0,77.0,31.0,,,,2,0,,1
15645,3.0,3.0,0,60.0,43.0,59.0,42.0,1.0,2,0,286.91443207545984,1
15646,1.0,1.0,0,62.0,24.0,73.0,35.0,11.0,2,0,4893.084090526341,1
15647,1.0,,0,78.0,43.0,,,,2,0,,0
15648,2.0,,0,86.0,28.0,,,,2,0,,0
15649,,,0,,,53.0,47.0,,2,0,652.1466838258455,1
15650,,,0,71.0,25.0,,,,2,0,,1
15651,2.0,2.0,0,63.0,32.0,48.0,39.0,7.0,2,0,13.252648748253687,1
15652,2.0,,0,65.0,25.0,71.0,31.0,6.0,2,0,0.0,1
15653,2.0,,0,64.0,38.0,,,,3,0,,1
15654,2.0,2.0,0,78.0,24.0,84.0,24.0,0.0,2,0,1.6669775602827177,0
15655,3.0,,0,88.0,23.0,,,,2,0,,1
15656,2.0,,0,88.0,28.0,,,,2,0,,1
15657,2.0,,0,56.0,34.0,,,,2,0,,1
15658,,,0,74.0,22.0,70.0,27.0,5.0,2,0,484.9808849159952,0
15659,2.0,,0,,,,,,2,0,,0
15660,3.0,,0,49.0,23.0,,,,2,0,,1
15661,,,0,69.0,32.0,,,,2,0,,1
15662,,,0,52.0,29.0,,,,2,0,,1
15663,,,0,,,,,,2,0,,1
15664,,,0,75.0,21.0,,,,2,0,,1
15665,,,0,93.0,24.0,,,,2,0,,0
15666,,,0,50.0,28.0,,,,2,0,,0
15667,4.0,,0,,,,,,2,0,,0
15668,1.0,,0,,,,,,2,0,,0
15669,,,0,73.0,23.0,,,,3,0,,1
15670,,,0,,,,,,3,0,,0
15671,2.0,,0,87.0,26.0,,,,2,0,,0
15672,2.0,,0,65.0,28.0,,,,2,0,,1
15673,1.0,3.0,0,75.0,23.0,69.0,27.0,4.0,2,0,,1
15674,,1.0,0,62.0,35.0,62.0,41.0,6.0,2,0,856.2815133503889,0
15675,2.0,1.0,0,105.0,24.0,88.0,25.0,1.0,3,0,999.4670248452428,0
15676,,,0,84.0,28.0,,,,2,0,,0
15677,,,0,41.0,34.0,,,,2,0,,1
15678,2.0,,0,88.0,29.0,,,,2,0,,0
15679,2.0,,0,76.0,30.0,,,,2,0,,1
15680,2.0,,0,90.0,24.0,,,,2,0,,1
15681,5.0,,0,56.0,21.0,,,,3,0,,1
15682,,,0,46.0,32.0,,,,3,0,,0
15683,3.0,,0,79.0,22.0,,,,2,0,,0
15684,2.0,,0,76.0,28.0,,,,2,0,,0
15685,1.0,,0,90.0,30.0,66.0,32.0,2.0,4,1,0.0,1
15686,,,0,75.0,23.0,,,,2,0,,0
15687,2.0,,0,45.0,26.0,64.0,45.0,19.0,4,1,1582.7286437902906,1
15688,2.0,,0,74.0,20.0,,,,2,0,,1
15689,,,0,98.0,20.0,,,,2,0,,0
15690,2.0,,0,95.0,33.0,,,,2,0,,0
15691,3.0,3.0,0,81.0,19.0,63.0,27.0,8.0,2,0,0.0,1
15692,2.0,,0,58.0,,60.0,,2.0,3,0,0.0,1
15693,2.0,3.0,0,56.0,23.0,71.0,38.0,15.0,2,0,1840.8128162476744,0
15694,,2.0,0,59.0,30.0,58.0,29.0,1.0,2,0,775.7162221713423,0
15695,2.0,,0,58.0,29.0,65.0,36.0,7.0,2,0,8308.54794352528,1
15696,,,0,,,69.0,25.0,,2,0,,0
15697,,,0,48.0,24.0,,,,2,0,,0
15698,2.0,2.0,0,,,56.0,34.0,,2,1,1153.240092995641,0
15699,,,0,46.0,28.0,,,,2,0,,1
15700,,,0,32.0,31.0,,,,2,0,,0
15701,2.0,,0,,,,,,2,0,,0
15702,1.0,1.0,0,47.0,20.0,65.0,24.0,4.0,2,0,746.5614392902532,1
15703,2.0,2.0,0,53.0,29.0,55.0,31.0,2.0,2,0,0.0,0
15704,,,0,72.0,58.0,,,,2,0,,0
15705,1.0,,0,,,,,,2,0,,0
15706,,,0,61.0,35.0,,,,2,0,,0
15707,,,0,84.0,42.0,88.0,46.0,4.0,2,0,685.839736979252,0
15708,,,0,41.0,30.0,,,,2,0,,0
15709,,,0,43.0,39.0,,,,2,0,,0
15710,,,0,59.0,48.0,59.0,48.0,0.0,3,0,470.28332586448846,0
15711,1.0,,0,81.0,32.0,,,,2,0,,0
15712,3.0,,0,90.0,32.0,,,,2,0,,0
15713,3.0,,0,76.0,22.0,,,,2,0,,0
15714,2.0,,0,83.0,20.0,,,,2,0,,0
15715,2.0,,0,65.0,33.0,,,,2,0,,0
15716,1.0,,0,76.0,29.0,,,,2,0,,0
15717,,,0,91.0,24.0,,,,2,0,,0
15718,,,0,35.0,33.0,34.0,32.0,1.0,2,0,217.4781826499246,0
15719,2.0,,0,35.0,29.0,,,,2,0,,0
15720,,,0,37.0,34.0,,,,2,0,,0
15721,,,0,86.0,58.0,,,,2,0,,1
15722,,,0,78.0,21.0,78.0,21.0,0.0,2,0,0.0,1
15723,,,0,26.0,24.0,,,,2,0,,0
15724,3.0,,0,53.0,,,,,3,0,,1
15725,3.0,,0,37.0,28.0,,,,2,0,,1
15726,2.0,,0,31.0,24.0,,,,2,0,,0
15727,,,0,105.0,28.0,,,,2,0,,0
15728,2.0,,0,59.0,40.0,,,,2,0,,0
15729,1.0,,0,57.0,27.0,,,,2,0,,1
15730,3.0,,0,45.0,29.0,,,,2,0,,0
15731,2.0,,0,52.0,38.0,,,,2,0,,1
15732,3.0,3.0,0,53.0,24.0,54.0,25.0,1.0,2,0,,0
15733,1.0,,0,33.0,32.0,,,,2,0,,0
15734,,,0,73.0,22.0,,,,2,0,,0
15735,,,0,84.0,24.0,,,,2,0,,0
15736,,,0,41.0,23.0,,,,2,0,,1
15737,4.0,4.0,0,52.0,37.0,,,,1,0,,0
15738,,,0,71.0,55.0,,,,1,0,,0
15739,2.0,,0,60.0,19.0,,,,1,0,,1
15740,,,0,43.0,30.0,,,,1,0,,0
15741,,,0,75.0,24.0,,,,1,0,,1
15742,,,0,55.0,35.0,,,,1,0,,1
15743,,,0,58.0,48.0,51.0,41.0,7.0,1,0,1656.9829310670984,0
15744,,3.0,0,67.0,31.0,72.0,34.0,3.0,1,1,2585.672108683426,1
15745,,,0,42.0,34.0,,,,1,0,,1
15746,,2.0,0,37.0,33.0,61.0,57.0,24.0,1,0,8036.242818827067,0
15747,1.0,1.0,0,,,,,,1,0,,0
15748,,,0,69.0,38.0,,,,1,0,,0
15749,2.0,,0,67.0,24.0,,,,1,0,,1
15750,1.0,1.0,0,36.0,28.0,,,,1,0,,0
15751,1.0,,0,67.0,36.0,,,,1,0,,0
15752,,,0,85.0,22.0,62.0,33.0,11.0,1,1,4072.0629477690254,0
15753,,,0,,,66.0,48.0,,1,0,765.8753472686967,0
15754,1.0,1.0,0,78.0,22.0,80.0,33.0,11.0,1,1,2788.912808564119,0
15755,1.0,1.0,0,76.0,30.0,73.0,27.0,3.0,1,1,1126.0351078507106,0
15756,1.0,,0,45.0,36.0,,,,1,0,,0
15757,1.0,,0,40.0,31.0,,,,1,0,,0
15758,2.0,,0,,,,,,1,0,,0
15759,,,0,40.0,30.0,,,,1,0,,0
15760,,,0,45.0,,,,,1,0,,1
15761,1.0,,0,45.0,33.0,,,,1,0,,0
15762,,,0,39.0,36.0,,,,1,0,,1
15763,,,0,84.0,35.0,,,,1,0,,1
15764,1.0,,0,,,,,,1,0,,0
15765,,,0,31.0,26.0,,,,1,0,,0
15766,2.0,,0,52.0,34.0,,,,1,0,,1
15767,,,0,35.0,34.0,,,,1,0,,0
15768,2.0,3.0,0,55.0,26.0,57.0,28.0,2.0,1,1,3030.6966565836915,1
15769,,1.0,0,76.0,27.0,,,,1,0,1929.0118836835727,0
15770,1.0,1.0,0,,,,,,1,1,842.8866516019555,0
15771,3.0,,0,70.0,23.0,,,,1,0,,1
15772,,,0,57.0,51.0,,,,1,0,,1
15773,3.0,,0,52.0,26.0,,,,1,0,,0
15774,2.0,,0,61.0,27.0,,,,1,0,,0
15775,2.0,,0,47.0,,,,,1,0,,1
15776,,,0,42.0,29.0,42.0,29.0,0.0,1,1,356.376457844574,1
15777,2.0,,0,69.0,45.0,,,,1,0,,0
15778,,,0,39.0,28.0,,,,1,0,,1
15779,3.0,3.0,0,59.0,29.0,73.0,30.0,1.0,1,1,59.20113487561064,0
15780,,,0,77.0,23.0,,,,1,0,,1
15781,1.0,,0,36.0,27.0,,,,1,0,,0
15782,5.0,,0,65.0,43.0,,,,1,0,,0
15783,,,0,38.0,20.0,,,,1,0,,0
15784,4.0,,0,46.0,27.0,,,,1,0,,0
15785,3.0,,0,39.0,20.0,,,,1,0,,0
15786,1.0,,0,49.0,29.0,,,,1,0,,1
15787,2.0,,0,49.0,28.0,,,,1,0,,1
15788,,,0,60.0,41.0,,,,1,0,,0
15789,,,0,49.0,33.0,50.0,34.0,1.0,1,0,120.15756116639189,0
15790,,,0,40.0,36.0,,,,1,0,,0
15791,,,0,,,,,,1,0,,1
15792,2.0,2.0,0,36.0,25.0,38.0,27.0,2.0,1,0,12153.182648710665,0
15793,,,0,68.0,22.0,,,,1,0,,0
15794,1.0,1.0,0,34.0,20.0,40.0,26.0,6.0,1,0,135.81358444035308,0
15795,3.0,,0,74.0,29.0,77.0,32.0,3.0,1,0,18267.70658969185,1
15796,,,0,,,,,,1,0,,0
