Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
Mia Danielsson,,,,,,,,,,,,,,,,,,,,F,musician
Sara Maria Danius,1962-04-05,"Täby, Sweden",2019-10-12,"Stockholm, Sweden",Stefan Jonsson ​,1989-01-01,2010-01-01,1.0,1.0,1,0.0,,,,,,,,,F,musician
Lena Einhorn,1954-05-19,"Spånga, Sweden",,,,,,,,,,,,,,,,,,F,musician
Johanna Ulrika Ekström,1970-05-09,,2022-04-13,,,,,,,1,,,,,,,,,,F,musician
Christina Erikson,,,,,,,,,,,,,,,,,,,,F,musician
Helena Eriksson,,,,,,,,,,,,,,,,,,,,F,musician
Maria Ernestam,,,,,,,,,,,,,,,,,,,,F,musician
Linda Eleonora Söderberg,1978-06-09,"Täby, Stockholm County, Sweden",,,Christian von Essen ​,2007-01-01,,1.0,0.0,3,0.0,,,,,,,,,F,musician
Farnaz Arbabi,,,,,,,,,,,,,,,,,,,,F,musician
Athena Farrokhzad,1983-08-23,"Teheran, Iran",,,,,,,,,,,,,,,,,,F,musician
Christina Garsten,1962-01-28,"Mora, Sweden",,,,,,,,,,,,,,,,,,F,musician
Elsa Caroline Giertz,1958-05-26,"Stockholm, Sweden",,,,,,,,Simone Giertz,,,,,,,,,,F,musician
Eva Gothlin,,,,,,,,,,,,,,,,,,,,F,musician
Madeleine Gustafsson ,,,,,,,,,,,,,,,,,,,,F,musician
Carolina Gynning,1978-10-06,"Helsingborg, Sweden",,,,,,,,3,,,,,,,,,,F,musician
Annika Hagström,1942-11-25,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,F,musician
Gabriella Håkansson,,,,,,,,,,,,,,,,,,,,F,musician
Carola Hansson,,,,,,,,,,,,,,,,,,,,F,musician
Britta Hasso,,,,,,,,,,,,,,,,,,,,F,musician
Ann Heberlein,,,,,,,,,,,,,,,,,,,,F,musician
Hanna Victoria Hellqvist,1980-07-24,"Karlstad, Sweden",,,,,,,,,,,,,,,,,,F,musician
Clara Susanna Henry,1994-04-09,"Landvetter, Sweden",,,,,,,,,,,,,,,,,,F,musician
Christina Herrström,,,,,,,,,,,,,,,,,,,,F,musician
Johanne Hildebrandt,,,,,,,,,,,,,,,,,,,,F,musician
Yvonne Hirdman,,,,,,,,,,,,,,,,,,,,F,musician
Karin Astrid Maria Hjulström,1963-08-31,"Örgryte, Sweden",,,Stefan Livh ​ ​,1990-01-01,2007-01-01,1.0,1.0,,0.0,,,,,,,,,F,musician
Anna Höglund,,,,,,,,,,,,,,,,,,,,F,musician
Birgitta Holm ,,,,,,,,,,,,,,,,,,,,F,musician
Ninni Holmqvist,,,,,,,,,,,,,,,,,,,,F,musician
Ann Jäderlund,1955-01-01,,,,,,,,,,,,,,,,,,,F,musician
Marit Kapla,1970-09-04,,,,,,,,,,,,,,,,,,,F,musician
Balsam Karam,,,,,,,,,,,,,,,,,,,,F,musician
Lo Kauppi,1970-04-19,"Skärholmen, Sweden",,,,,,,,,,,,,,,,,,F,musician
Elsa Caroline Borgström,1939-01-09,"Stockholm, Sweden",2021-01-28,"Cascais, Portugal",,,,,,,,,,,,,,,,F,musician
Gunhild Kyle,,,,,,,,,,,,,,,,,,,,F,musician
Camilla Läckberg,,,,,,,,,,,,,,,,,,,,F,musician
Anna Laestadius Larsson,,,,,,,,,,,,,,,,,,,,F,musician
Lisbeth Larsson,,,,,,,,,,,,,,,,,,,,F,musician
Birgitta Lillpers,1958-02-14,,,,,,,,,,,,,,,,,,,F,musician
Ingela Lind,1943-02-25,,2021-04-04,,,,,,,,,,,,,,,,,F,musician
Maria Lind,,,,,,,,,,,,,,,,,,,,F,musician
Elin Lindqvist,,,,,,,,,,,,,,,,,,,,F,musician
Eva Lindström,,,,,,,,,,,,,,,,,,,,F,musician
Beata Losman,1938-11-27,,,,,,,,,,,,,,,,,,,F,musician
Isabella Löwengrip,1990-10-21,"Stockholm, Sweden",,,Odd Spångberg,,,1.0,,"Gillis (b. 2013)
Sally (b. 2015)",,,,,,,,,,F,musician
Andrea Lundgren,,,,,,,,,,,,,,,,,,,,F,musician
Lotta Mari Bergqvist,1971-01-26,"Stockholm, Sweden",,,Martin Johansen​ ​,2009-01-01,2014-01-01,1.0,1.0,2 (with Johansen),0.0,,,,,,,,,F,musician
Bodil Malmsten,,,,,,,,,,,,,,,,,,,,F,musician
Sara Mannheimer,1967-05-26,"Lund, Sweden",,,,,,,,,,,,,,,,,,F,musician
Melanie Joanna Merkosky,1986-04-07,Canada,,,,,,,,,,,,,,,,,,F,musician
Hedvig Agnes Elisabeth (Coco) Moodysson,1970-01-01,,,,Lukas Moodysson ​,1994-01-01,,1.0,0.0,3,0.0,1969-01-17,"Lund, Scania, Sweden",,,1.0,0.0,3,Coco Moodysson ​,F,musician
Jila Mossaed,1948-04-04,"Tehran, Iran",,,,,,,,,,,,,,,,,,F,musician
Cilla Naumann,,,,,,,,,,,,,,,,,,,,F,musician
Anna Carolina Neurath,1985-11-17,"Segeltorp, Huddinge, Sweden",,,,,,,,,,,,,,,,,,F,musician
Johanna Nilsson ,,,,,,,,,,,,,,,,,,,,F,musician
Helena Norberg-Hodge,1946-01-01,Sweden,,,,,,,,,,,,,,,,,,F,musician
Kerstin Norborg,1961-01-01,,,,,,,,,,,,,,,,,,,F,musician
Amanda Francisca Ooms,1964-09-05,"Kalmar, Sweden",,,,,,,,2 (with Engström),,,,,,,,,,F,musician
Petra Östergren,,,,,,,,,,,,,,,,,,,,F,musician
Birgitta von Otter,1939-01-07,"Budapest, Hungary",,,Gunnar Hörstadius​ ​,1962-01-01,1970-01-01,2.0,1.0,,0.0,,,,,,,,,F,musician
Carita Paradis,,,,,,,,,,,,,,,,,,,,F,musician
Zinat Pirzadeh,1967-02-22,"Sari, Iran",,,,,,,,,,,,,,,,,,F,musician
Agneta Pleijel,1940-01-01,,,,,,,,,,,,,,,,,,,F,musician
Kerstin Birgitta Rasmusson,1939-09-04,"Ljungskile, Sweden",2021-03-05,"Stockholm, Sweden",,,,,,,,,,,,,,,,F,musician
Marimba Roney,,,,,,,,,,,,,,,,,,,,F,musician
Joanna Rubin Dranger,,,,,,,,,,,,,,,,,,,,F,musician
Eva Runefelt,1953-01-01,,,,,,,,,,,,,,,,,,,F,musician
Elisabeth Rynell,,,,,,,,,,,,,,,,,,,,F,musician
Linda Skugge,1973-10-09,"Bromma, Sweden",,,,,,,,,,,,,,,,,,F,musician
Viveca Sten,,,,,,,,,,,,,,,,,,,,F,musician
Ingela Strandberg,,,,,,,,,,,,,,,,,,,,F,musician
Sara Stridsberg,,,,,,,,,,,,,,,,,,,,F,musician
Eva Ström,,,,,,,,,,,,,,,,,,,,F,musician
Josefine Sundström,,,,,,,,,,,,,,,,,,,,F,musician
Lena Amalia Kyoung Ran Åkesson,1972-03-08,"Seoul, South Korea",,,Bo Sundström,,,1.0,,2,,,,,,,,,,F,musician
Ninna Tersman,,,,,,,,,,,,,,,,,,,,F,musician
Helena Thorfinn,,,,,,,,,,,,,,,,,,,,F,musician
Karin Tidbeck,,,,,,,,,,,,,,,,,,,,F,musician
Anna-Clara Tidholm,1946-01-07,"Stockholm, Sweden",,,Thomas Tidholm,,,1.0,,,,,,,,,,,,F,musician
Mia Törnblom,,,,,,,,,,,,,,,,,,,,F,musician
Bea Uusma,,,,,,,,,,,,,,,,,,,,F,musician
Anna Wahlgren,,,,,,,,,,,,,,,,,,,,F,musician
Elisabeth Wärnfeldt,,,,,,,,,,,,,,,,,,,,F,musician
Johanna Westman,,,,,,,,,,,,,,,,,,,,F,musician
Åsa Wikforss,1961-07-25,"Gothenburg, Sweden",,,,,,,,,,,,,,,,,,F,musician
Gunilla Wolde,,,,,,,,,,,,,,,,,,,,F,musician
Lina Maria Erika Wolff,1973-10-22,"Lund, Sweden",,,,,,,,,,,,,,,,,,F,musician
Inger Zachrisson,,,,,,,,,,,,,,,,,,,,F,musician
Alexandra Zazzi,1966-07-06,"Rapallo, Italy",,,,,,,,,,,,,,,,,,F,musician
Atossa Araxia Abrahamian,1986-07-19,"Vancouver, British Columbia, Canada",,,,,,,,,,,,,,,,,,F,musician
Gabrielle Alioth,1955-04-21,Basel,,,,,,,,,,,,,,,,,,F,musician
Laurence Boissier,1965-08-12,"Geneva, Switzerland",2022-01-07,,,,,,,,,,,,,,,,,F,musician
Susan Boos,1963-01-01,"Zürich, Switzerland",,,,,,,,,,,,,,,,,,F,musician
Rea Brändle,,,,,,,,,,,,,,,,,,,,F,musician
Christine Brand,1973-04-11,"Burgdorf, Switzerland",,,,,,,,,,,,,,,,,,F,musician
Christine Brodbeck,,,,,,,,,,,,,,,,,,,,F,musician
Martina Clavadetscher,,,,,,,,,,,,,,,,,,,,F,musician
Germaine Cousin-Zermatten,1925-04-22,Saint-Martin ,,,,,,,,,,,,,,,,,,F,musician
Caroline Dayer,1978-12-30,,,,,,,,,,,,,,,,,,,F,musician
Laurence Deonna,,,,,,,,,,,,,,,,,,,,F,musician
Aya Domenig,1972-01-01,"Kameoka, Kyoto,[1] Kyoto Prefecture, Japan",,,,,,,,,,,,,,,,,,F,musician
Dorothee Elmiger,,,,,,,,,,,,,,,,,,,,F,musician
Marthe Gosteli,1917-12-22,"Worblaufen, Switzerland",2017-04-07,"Muri bei Bern, Switzerland",,,,,,,,,,,,,,,,F,musician
Anne-Lise Grobéty,,,,,,,,,,,,,,,,,,,,F,musician
Eveline Hasler,,,,,,,,,,,,,,,,,,,,F,musician
Verena Hoehne,,,,,,,,,,,,,,,,,,,,F,musician
"Hutter, Gardi",1953-03-05,Altstätten,,,,,,,,,,,,,,,,,,F,musician
Mirjam Lydia Indermaur,1967-01-01,"Zug, Canton of ZugSwitzerland",,,,,,,,3,,,,,,,,,,F,musician
Yael Inokai,,,,,,,,,,,,,,,,,,,,F,musician
Zoë Jenny,,,,,,,,,,,,,,,,,,,,F,musician
Monique Laederach,,,,,,,,,,,,,,,,,,,,F,musician
Gertrud Leutenegger,,,,,,,,,,,,,,,,,,,,F,musician
Min Li Marti,,,,,,,,,,,,,,,,,,,,F,musician
Janine Massard,,,,,,,,,,,,,,,,,,,,F,musician
Mariella Mehr,,,,,,,,,,,,,,,,,,,,F,musician
Cristina Milani,1966-01-01,Switzerland,,,,,,,,,,,,,,,,,,F,musician
Amélie Plume,,,,,,,,,,,,,,,,,,,,F,musician
Barbara Polla,,,,,,,,,,,,,,,,,,,,F,musician
Grisélidis Réal,1929-08-11,"Lausanne, Switzerland",2005-05-31,"Geneva, Switzerland",,,,,,,,,,,,,,,,F,musician
Noëlle Revaz,,,,,,,,,,,,,,,,,,,,F,musician
Patricia Roux,,,,,,,,,,,,,,,,,,,,F,musician
Regula Rytz,,,,,,,,,,,,,,,,,,,,F,musician
Isabelle Sbrissa,,,,,,,,,,,,,,,,,,,,F,musician
Monique Schwitter,1972-01-01,"Zurich, Switzerland",,,,,,,,,,,,,,,,,,F,musician
"Sieger, Nadja",1968-05-22,Zürich,,,Christian Bossert,,,1.0,,,,,,,,,,,,F,musician
Silvia Spross,,"Dielsdorf, Zurich, Switzerland",,,,,,,,,,,,,,,,,,F,musician
Silja Walter,,,,,,,,,,,,,,,,,,,,F,musician
Felicitas Zürcher,,,,,,,,,,,,,,,,,,,,F,musician
Rana Ahmad,1985-01-01,"Riyadh, Saudi Arabia[2]: 0:06 ",,,,,,,,,,,,,,,,,,F,musician
Amal Arafa,1970-03-18,"Damascus, Syria",,,Abdulmonem Amairy​ ​,2001-01-01,2015-01-01,1.0,1.0,2,0.0,,,,,,,,,F,musician
Lujaina Al Aseel,1946-01-01,Damascus,,,,,,,,,,,,,,,,,,F,musician
Hayfa Baytar,,,,,,,,,,,,,,,,,,,,F,musician
Lina Chawaf,,,,,,,,,,,,,,,,,,,,F,musician
Samar Al Dayyoub,,,,,,,,,,,,,,,,,,,,F,musician
Lina Hawyani al-Hasan,,,,,,,,,,,,,,,,,,,,F,musician
Rosa Yaseen Hasan,,,,,,,,,,,,,,,,,,,,F,musician
Maha Hassan,,,,,,,,,,,,,,,,,,,,F,musician
Ulfat Idlibi,,,,,,,,,,,,,,,,,,,,F,musician
Colette Khoury,,,,,,,,,,,,,,,,,,,,F,musician
Hamida Nana,,,,,,,,,,,,,,,,,,,,F,musician
Ahlam al-Nasr,,,,,,,,,,,,,,,,,,,,F,musician
Salwa Al Neimi,,,,,,,,,,,,,,,,,,,,F,musician
Ghalia Qabbani,,,,,,,,,,,,,,,,,,,,F,musician
Ibtisam Ibrahim Teresa,,,,,,,,,,,,,,,,,,,,F,musician
Genan Wakil,,,,,,,,,,,,,,,,,,,,F,musician
Dima Wannous,,,,,,,,,,,,,,,,,,,,F,musician
Samar Yazbek,,,,,,,,,,,,,,,,,,,,F,musician
Zeina Yazigi,1975-04-02,"Latakia, Syria",,,Abed Fahed [ar]​ ​,2002-01-01,,1.0,0.0,2,0.0,,,,,,,,,F,musician
Liwaa Yazji,,,,,,,,,,,,,,,,,,,,F,musician
Chang Show-foong,,,,,,,,,,,,,,,,,,,,F,musician
Chen Ruoxi,,,,,,,,,,,,,,,,,,,,F,musician
Chiung Yao,,,,,,,,,,,,,,,,,,,,F,musician
Chou Kung-shin,,,,,,,,,,,,,,,,,,,,F,musician
Chuang Shu-chi,,,,,,,,,,,,,,,,,,,,F,musician
Josephine Ho,1951-06-16,Taiwan,,,Ning Yingbin 甯應斌,,,1.0,,,,,,,,,,,,F,musician
Hsing Chia-hui,,,,,,,,,,,,,,,,,,,,F,musician
Hsu Hsueh-chi,,,,,,,,,,,,,,,,,,,,F,musician
Huang Pi-twan,,,,,,,,,,,,,,,,,,,,F,musician
Li Kotomi,,,,,,,,,,,,,,,,,,,,F,musician
Lin Man-chiu,,,,,,,,,,,,,,,,,,,,F,musician
Sylvia Li-chun Lin,,"Shanhua, Tainan, Taiwan",,,Howard Goldblatt,,,1.0,,,,1939-01-01,"California, United States",,,1.0,,,Sylvia Li-chun Lin,F,musician
Lin Yi-han,,,,,,,,,,,,,,,,,,,,F,musician
Liu Hsia,,,,,,,,,,,,,,,,,,,,F,musician
Joyce C. H. Liu,,,,,,,,,,,,,,,,,,,,F,musician
Liu Ts'ui-jung,1941-12-05,,,,,,,,,,,,,,,,,,,F,musician
Kii-Ming Lo,,,,,,,,,,,,,,,,,,,,F,musician
Lu Ping,1953-01-01,"Kaohsiung, Taiwan",,,,,,,,,,,,,,,,,,F,musician
Chang Yi Wang,1951-12-19,Taipei; Taiwan,,,Nean Hu,,,1.0,,Mei Mei Hu,,,,,,,,,,F,musician
Gingle Wang,1998-02-07,"Beitou District, Taipei, Taiwan",,,,,,,,,,,,,,,,,,F,musician
Sandy Wu,1990-08-15,"Taipei, Taiwan",,,Wang Yang-kai,2022-01-01,,1.0,0.0,1,0.0,,,,,,,,,F,musician
Xi Murong,,,,,,,,,,,,,,,,,,,,F,musician
Yuan Chiung-chiung,,,,,,,,,,,,,,,,,,,,F,musician
Ozod Aminova,,,,,,,,,,,,,,,,,,,,F,musician
Muqadamma Ashrafi,1936-07-05,"Tashkent, Uzbek SSR, Soviet Union",2013-06-29,,,,,,,,,,,,,,,,,F,musician
Zulfiya Atoulloeva,1954-06-15,,,,,,,,,,,,,,,,,,,F,musician
Jonon Bobokalonova,,,,,,,,,,,,,,,,,,,,F,musician
Larisa Dodkhudoeva,,,,,,,,,,,,,,,,,,,,F,musician
Lola Dodkhudoeva,1951-01-01,,,,,,,,,,,,,,,,,,,F,musician
Farzaneh ,1964-11-03,"Khujand, Tajikistan",,,,,,,,,,,,,,,,,,F,musician
Latofat Kenjaeva,,,,,,,,,,,,,,,,,,,,F,musician
Guzel Maitdinova,,,,,,,,,,,,,,,,,,,,F,musician
Rohat Nabieva,,,,,,,,,,,,,,,,,,,,F,musician
Khursheda Otakhonova,,,,,,,,,,,,,,,,,,,,F,musician
Hadisa Qurbonova,,,,,,,,,,,,,,,,,,,,F,musician
Gulrukhsor Safieva,1947-12-17,"Nurobod District, Dushanbe, Tajik SSR, USSR",,,,,,,,,,,,,,,,,,F,musician
Gulchihra Sulaymonova,,,,,,,,,,,,,,,,,,,,F,musician
Anchan,,,,,,,,,,,,,,,,,,,,F,musician
Benjanun Sriduangkaew,,,,,,,,,,,,,,,,,,,,F,musician
Chiranan Pitpreecha,,,,,,,,,,,,,,,,,,,,F,musician
Duanwad Pimwana,,,,,,,,,,,,,,,,,,,,F,musician
Jidanun Lueangpiansamut,,,,,,,,,,,,,,,,,,,,F,musician
Ngarmpun Vejjajiva,,,,,,,,,,,,,,,,,,,,F,musician
Pieretta Dawn,,,,,,,,,,,,,,,,,,,,F,musician
Chanyawee Sompreeda,1977-01-01,"Sichon District, Nakhon Si Thammarat Province, Thailand",,,,,,,,,,,,,,,,,,F,musician
Sirindhorn,,,,,,,,,,,,,,,,,,,,F,musician
Siripan Techajindawong,,,,,,,,,,,,,,,,,,,,F,musician
Srifa Mahawan,,,,,,,,,,,,,,,,,,,,F,musician
Sujin Boriharnwanaket,,,,,,,,,,,,,,,,,,,,F,musician
Supa Luesiri (สุภา ลือศิริ),1945-08-13,"Thonburi, Bangkok, Thailand",,,,,,,,,,,,,,,,,,F,musician
Jeannette D. Ahonsou,,,,,,,,,,,,,,,,,,,,F,musician
Germaine Kouméalo Anaté,,,,,,,,,,,,,,,,,,,,F,musician
Angela Aquereburu,1977-01-11,Togo,,,,,,,,,,,,,,,,,,F,musician
Christiane Akoua Ekué,,,,,,,,,,,,,,,,,,,,F,musician
Marthe Fare,1985-01-01,"Lomé, Togo",,,,,,,,,,,,,,,,,,F,musician
Fauziya Kassindja,,,,,,,,,,,,,,,,,,,,F,musician
Pyabelo Chaold Kouly,,,,,,,,,,,,,,,,,,,,F,musician
Farida Nabourema,,,,,,,,,,,,,,,,,,,,F,musician
Ayanna Lloyd Banwo,,,,,,,,,,,,,,,,,,,,F,musician
Tracey Baptiste,1972-03-07,"San Fernando, Trinidad and Tobago",,,,,,,,,,,,,,,,,,F,musician
Carole Boyce Davies,,,,,,,,,,,,,,,,,,,,F,musician
Summer Edward,1986-03-10,"San Fernando, Trinidad",,,,,,,,,,,,,,,,,,F,musician
Ann Marie Ganness,,,,,,,,,,,,,,,,,,,,F,musician
Cynthia James,,,,,,,,,,,,,,,,,,,,F,musician
Rahanna Alicia Juman,,,,,,,,,,,,,,,,,,,,F,musician
Ines Abassi,,,,,,,,,,,,,,,,,,,,F,musician
Faouzia Aloui,1957-01-01," Kasserine, Tunisia",,,,,,,,,,,,,,,,,,F,musician
Hind Azouz,,,,,,,,,,,,,,,,,,,,F,musician
Jalila Baccar,,,,,,,,,,,,,,,,,,,,F,musician
Hélé Béji,,,,,,,,,,,,,,,,,,,,F,musician
Souhayr Belhassen,,,,,,,,,,,,,,,,,,,,F,musician
Néjia Ben Mabrouk,1949-07-01,"El Oudiane, Tunisia",,,,,,,,,,,,,,,,,,F,musician
Lina Ben Mhenni,1983-05-22,Tunisia,2020-01-27,Tunisia,,,,,,,,,,,,,,,,F,musician
Noura Bensaad,,Salammbo,,,,,,,,,,,,,,,,,,F,musician
Sihem Bensedrine,1950-10-28,"La Marsa, Tunisia",,,,,,,,,,,,,,,,,,F,musician
Sophie Bessis,1947-01-01,Tunis,,,,,,,,,,,,,,,,,,F,musician
Messaouda Boubaker,,,,,,,,,,,,,,,,,,,,F,musician
Amira Charfeddine,,,,,,,,,,,,,,,,,,,,F,musician
Rachida el-Charni,,,,,,,,,,,,,,,,,,,,F,musician
Mounira M. Charrad,1942-08-10,Tunisia,,,,,,,,,,,,,,,,,,F,musician
Fadela Echebbi,1946-01-23," Tozeur, Tunisia",,,,,,,,,,,,,,,,,,F,musician
Faten Fazaâ,,,,,,,,,,,,,,,,,,,,F,musician
Sophie el Goulli,,,,,,,,,,,,,,,,,,,,F,musician
Amel Grami,,,,,,,,,,,,,,,,,,,,F,musician
Nidhal Guiga,1975-03-11,,,,,,,,,,,,,,,,,,,F,musician
Fethia Hechmi,,,,,,,,,,,,,,,,,,,,F,musician
Sabiha Al Khemir,,,,,,,,,,,,,,,,,,,,F,musician
Meherzia Labidi Maïza,1963-12-17,"Hammamet, Tunisia",2021-01-22,"Paris, France",,,,,,3,,,,,,,,,,F,musician
Latifa Lakhdar,,,,,,,,,,,,,,,,,,,,F,musician
Lina Lazaar,,,,,,,,,,,,,,,,,,,,F,musician
Lamia Makaddam,,"Sousse, Tunisia",,,,,,,,,,,,,,,,,,F,musician
Boutheina Jabnoun Marai,,,,,,,,,,,,,,,,,,,,F,musician
Samar Samir Mezghanni,,,,,,,,,,,,,,,,,,,,F,musician
Amel Mokhtar,,,,,,,,,,,,,,,,,,,,F,musician
Amel Moussa,,,,,,,,,,,,,,,,,,,,F,musician
Naziha Réjiba,,,,,,,,,,,,,,,,,,,,F,musician
Amina Said,,,,,,,,,,,,,,,,,,,,F,musician
Rachida Triki,,,,,,,,,,,,,,,,,,,,F,musician
Fawzia Zouari,,,,,,,,,,,,,,,,,,,,F,musician
Yeşim Ağaoğlu,1966-01-21,"Istanbul, Turkey",,,,,,,,,,,,,,,,,,F,musician
Gülten Akın,,,,,,,,,,,,,,,,,,,,F,musician
Meta Akkus,,Turkey,,,,,,,,,,,,,,,,,,F,musician
Seza Kutlar Aksoy,,,,,,,,,,,,,,,,,,,,F,musician
Cihan Aktas,,,,,,,,,,,,,,,,,,,,F,musician
Alev Alatlı,,,,,,,,,,,,,,,,,,,,F,musician
Necmiye Alpay,,,,,,,,,,,,,,,,,,,,F,musician
Yeşim Arat,1955-09-05,,,,,,,,,,,,,,,,,,,F,musician
Duygu Asena,,,,,,,,,,,,,,,,,,,,F,musician
Zeynep Heyzen Ateş,,,,,,,,,,,,,,,,,,,,F,musician
Nermin Bezmen,,,,,,,,,,,,,,,,,,,,F,musician
Aslı Biçen,,,,,,,,,,,,,,,,,,,,F,musician
Ayse Birsel,1964-01-01,"Izmir, Turkey",,,,,,,,,,,,,,,,,,F,musician
Yasemin Özdemir,1966-01-01,,,,,,,,,,,,,,,,,,,F,musician
Mine Çetinkaya,1982-01-01,,,,,,,,,,,,,,,,,,,F,musician
Sine Ergün,,,,,,,,,,,,,,,,,,,,F,musician
Beki İkala Erikli,,,,,,,,,,,,,,,,,,,,F,musician
Oya Germen,1953-09-11,,,,,,,,,,,,,,,,,,,F,musician
Mutia Canan Erdem,1943-03-02,"Elazığ, Türkiye",,,Ali Başak Karatay,,,1.0,,1,,,,,,,,,,F,musician
Nihan Kaya,,,,,,,,,,,,,,,,,,,,F,musician
Sema Kaygusuz,,,,,,,,,,,,,,,,,,,,F,musician
Birhan Keskin,,,,,,,,,,,,,,,,,,,,F,musician
Pelin Kivrak,,,,,,,,,,,,,,,,,,,,F,musician
İsmet Kür,,,,,,,,,,,,,,,,,,,,F,musician
Lale Müldür,,,,,,,,,,,,,,,,,,,,F,musician
Birgül Oğuz,,,,,,,,,,,,,,,,,,,,F,musician
Nimet Dinçer,1916-03-15,"Adapazarı, Ottoman Empire",2015-12-23,"Ankara, Turkey",,,,,,,,,,,,,,,,F,musician
Zeynep Sevde Paksu,,,,,,,,,,,,,,,,,,,,F,musician
Cemalnur Sargut,1952-01-01,,,,,,,,,,,,,,,,,,,F,musician
Ayşegül Savaş,,,,,,,,,,,,,,,,,,,,F,musician
Pınar Selek,,,,,,,,,,,,,,,,,,,,F,musician
Nur Serter,,,,,,,,,,,,,,,,,,,,F,musician
Sevilay Çelenk Özen,,,,,,,,,,,,,,,,,,,,F,musician
Nükhet Sirman,1951-01-01,,,,,,,,,,,,,,,,,,,F,musician
Şirin Tekeli,1944-02-28,"Ankara, Turkey",2017-12-04,"Bodrum, Turkey",Ahmet Tekeli​ ​,1966-01-01,,1.0,0.0,,1.0,,,,,,,,,F,musician
Didem Ünsal,1966-04-11,"Ankara, Turkey",,,,,,,,,,,,,,,,,,F,musician
Dinah Grace Akello,1950-01-01,"near Soroti, Uganda Protectorate",,,,,,,,,,,,,,,,,,F,musician
Sophie Alal,,,,,,,,,,,,,,,,,,,,F,musician
Harriet Anena,,,,,,,,,,,,,,,,,,,,F,musician
Florence Akiiki Asiimwe,,,,,,,,,,,,,,,,,,,,F,musician
Lillian Aujo,,,,,,,,,,,,,,,,,,,,F,musician
Doreen Baingana,,,,,,,,,,,,,,,,,,,,F,musician
Evangeline Barongo,,,,,,,,,,,,,,,,,,,,F,musician
Violet Barungi,,,,,,,,,,,,,,,,,,,,F,musician
Mildred Barya,,,,,,,,,,,,,,,,,,,,F,musician
Christine Butegwa,,,,,,,,,,,,,,,,,,,,F,musician
Dominica Dipio,,"Adjumani, Uganda",,,,,,,,,,,,,,,,,,F,musician
Angella Emurwon,,,,,,,,,,,,,,,,,,,,F,musician
Asiimwe Deborah GKashugi,,,,,,,,,,,,,,,,,,,,F,musician
Jessica Horn,,,,,,,,,,,,,,,,,,,,F,musician
Nyana Kakoma,,"Kampala, Uganda",,,,,,,,,,,,,,,,,,F,musician
Deborah Hope Kasente,,Uganda,,,,,,,,,,,,,,,,,,F,musician
Susan Nalugwa Kiguli,,,,,,,,,,,,,,,,,,,,F,musician
Maria Goretti Kyomuhendo,1965-08-01,"Hoima, Uganda",,,,,,,,,,,,,,,,,,F,musician
Jennifer Nansubuga Makumbi,,,,,,,,,,,,,,,,,,,,F,musician
Beverley Nambozo,,,,,,,,,,,,,,,,,,,,F,musician
Philippa Namutebi Kabali-Kagwa,,,,,,,,,,,,,,,,,,,,F,musician
Monica Arac de Nyeko,,,,,,,,,,,,,,,,,,,,F,musician
Ife Piankhi,,,,,,,,,,,,,,,,,,,,F,musician
Rose Rwakasisi,,,,,,,,,,,,,,,,,,,,F,musician
Nakisanze Segawa,,,,,,,,,,,,,,,,,,,,F,musician
Lillian Tindyebwa,,,,,,,,,,,,,,,,,,,,F,musician
Hilda Twongyeirwe,,,,,,,,,,,,,,,,,,,,F,musician
Vira Pavlivna Ageyeva,1958-07-30,"Bakhmach, Chernihiv Oblast, Ukrainian Soviet Socialist Republic",,,,,,,,,,,,,,,,,,F,musician
Victoria Amelina,,,,,,,,,,,,,,,,,,,,F,musician
Emma Andijewska,,,,,,,,,,,,,,,,,,,,F,musician
Hanna Vasylivna Arsenych-Baran,1970-06-26,"Nyzhnii Bereziv [uk], Kosiv Raion, Ivano-Frankivsk Oblast",2021-04-01,,Myron Baran,,,1.0,,2,,,,,,,,,,F,musician
Kateryna Babkina,1985-07-22,"Ivano-Frankivsk, Ukraine",,,,,,,,,,,,,,,,,,F,musician
Nadiya Denisovna Babych,1943-12-29,"Chernivtsi, Chernivtsi Raion, Chernivtsi Oblast",2021-04-12,,,,,,,,,,,,,,,,,F,musician
Anna Bagriana,,,,,,,,,,,,,,,,,,,,F,musician
Oleksandra Mykhailivna Bandura,1917-01-01,"Hamivka [ce; ro; ru; uk; zh], Pryazovske Raion, Zaporizhzhia Oblast, Ukrainian People's Republic",2010-09-04,"Kyiv, Ukraine",Oleksandr Bandura [uk],,,1.0,,2,,,,,,,,,,F,musician
Yevgenia Belorusets,,,,,,,,,,,,,,,,,,,,F,musician
Nina Bichuya,,,,,,,,,,,,,,,,,,,,F,musician
Svitlana Biedarieva,,,,,,,,,,,,,,,,,,,,F,musician
Natalka Bilotserkivets,,,,,,,,,,,,,,,,,,,,F,musician
