Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
Carla Liesching,1985-01-01,"Cape Town, South Africa",,,,,,,,,,,,,,,,,,F,director
Anja Marais,1974-01-01,"Sabie, Mpumalanga, South Africa",,,,,,,,,,,,,,,,,,F,director
Nandipha Mntambo,1982-01-01,"Swaziland, Southern Africa",,,,,,,,,,,,,,,,,,F,director
Ruth Seopedi Motau,1968-03-08,Soweto,,,,,,,,,,,,,,,,,,F,director
Zanele Muholi,1972-07-19,"Umlazi, Durban",,,,,,,,,,,,,,,,,,F,director
Neo Ntsoma,1972-12-27,"Mafikeng, South Africa",,,,,,,,,,,,,,,,,,F,director
Jo Ractliffe,1961-03-09,"Cape Town, South Africa",,,,,,,,,,,,,,,,,,F,director
Lesley Rochat,,"Pretoria, South Africa",,,,,,,,,,,,,,,,,,F,director
Mary Sibande,1982-04-11,"Barberton, South Africa",,,,,,,,,,,,,,,,,,F,director
Colla Swart,,,,,,,,,,,,,,,,,,,,F,director
Jeannette Unite,,,,,,,,,,,,,,,,,,,,F,director
Marguerite van Eeden,,,,,,,,,,,,,,,,,,,,F,director
Nontsikelelo Veleko,1977-08-19,"Bodibe, South Africa",,,,,,,,,,,,,,,,,,F,director
Gisèle Wulfsohn,1957-03-18,"Rustenburg, South Africa",2011-12-27,"Johannesburg, South Africa",Mark Turpin,,,1.0,,JosephSamuel,,,,,,,,,,F,director
Jun Ahn,,,,,,,,,,,,,,,,,,,,F,director
Bae Doona,1979-10-11,"Seoul, South Korea",,,,,,,,,,,,,,,,,,F,director
Ina Jang,1982-01-01,South Korea,,,,,,,,,,,,,,,,,,F,director
Jungjin Lee,1961-01-01,South Korea,,,,,,,,,,,,,,,,,,F,director
Nikki S. Lee,1970-01-01,"Geochang, South Gyeongsang, South Korea",,,Kim Chi-Hun,2007-01-01,,1.0,0.0,,0.0,1981-04-11,"Cologne, West Germany",,,1.0,0.0,,Nikki S. Lee ​,F,director
Soi Park,,,,,,,,,,,,,,,,,,,,F,director
Ida Nappelbaum,,,,,,,,,,,,,,,,,,,,F,director
List of Spanish women photographers,,,,,,,,,,,,,,,,,,,,F,director
Maria Abellán,1993-03-27,,,,,,,,,,,,,,,,,,,F,director
Laia Abril,,,,,,,,,,,,,,,,,,,,F,director
Pilar Albarracín,1968-09-27,"Sevilla, España",,,,,,,,,,,,,,,,,,F,director
Eulalia Abaitua Allende-Salazar,1853-01-25,Bilbao,1943-09-16,Bilbao,,,,,,three,,,,,,,,,,F,director
Ana Arce,,Madrid,,,,,,,,,,,,,,,,,,F,director
Pilar Aymerich i Puig,,,,,,,,,,,,,,,,,,,,F,director
Elena Blasco,1950-01-01,"Madrid, Spain",,,,,,,,,,,,,,,,,,F,director
Carmen Calvo Sáenz de Tejada,1950-01-01,"Valencia, Spain",,,,,,,,,,,,,,,,,,F,director
Isabel Steva Hernández,1940-08-24,Barcelona,,,,,,,,,,,,,,,,,,F,director
Irene Cruz,1987-01-01,"Madrid, Spain",,,,,,,,,,,,,,,,,,F,director
Yolanda Domínguez,,,,,,,,,,,,,,,,,,,,F,director
Cristina García Rodero,,,,,,,,,,,,,,,,,,,,F,director
Carlota Guerrero,1989-01-01,"Barcelona, Spain",,,,,,,,,,,,,,,,,,F,director
Bárbara Allende Gil de Biedma,1957-06-29,"Madrid, Spain",2022-05-24,"Madrid, Spain",,,,,,,,,,,,,,,,F,director
Amalia López Cabrera,,,,,,,,,,,,,,,,,,,,F,director
Inka Martí,1964-01-06,"Beckum, West Germany",,,Jacobo Siruela [es],,,1.0,,,,,,,,,,,,F,director
Cristina Martín Lara,,,,,,,,,,,,,,,,,,,,F,director
Cristina de Middel,,,,,,,,,,,,,,,,,,,,F,director
Isabel Muñoz,,,,,,,,,,,,,,,,,,,,F,director
Nath-Sakura,1973-11-21,"Girona, CataloniaSpain",,,,,,,,,,,,,,,,,,F,director
Cristina Otero Pascual,1995-11-29,"Pontevedra, Spain",,,,,,,,,,,,,,,,,,F,director
Josefa Pla Marco,,,,,,,,,,,,,,,,,,,,F,director
Lua Ribeira,1986-01-01,Galicia,,,,,,,,,,,,,,,,,,F,director
Benedicta Sánchez Vila,1934-10-24,"San Fiz de Paradela, Spain",,,,,,,,,,,,,,,,,,F,director
Ola Alsheikh,,"Omdurman, Sudan",,,,,,,,,,,,,,,,,,F,director
Eythar Gubara,1988-01-01,"Khartoum, Sudan",,,,,,,,,,,,,,,,,,F,director
List of Swedish women photographers,,,,,,,,,,,,,,,,,,,,F,director
Sofia Ahlbom,1803-11-25,"Västerås, Sweden",1868-06-08,"Stockholm, Sweden",,,,,,,,,,,,,,,,F,director
Elise Arnberg,,,,,,,,,,,,,,,,,,,,F,director
Astrid Bergman Sucksdorff,,,,,,,,,,,,,,,,,,,,F,director
Beata Bergström,1921-08-13,"Uddevalla, Sweden",2016-10-12,,,,,,,,,,,,,,,,,F,director
Arvida Byström,1991-10-04,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,F,director
Anna Clarén,,,,,,,,,,,,,,,,,,,,F,director
Monika Kristina Larsen Dennis,1963-01-01,"Malmö, Sweden",,,,,,,,,,,,,,,,,,F,director
Carolina Charlotta Mariana von Bahr,1828-11-23,"Söderby, Uppland, Sweden",1915-12-25,"Södermanland, Sweden",Gustaf von Düben,,,1.0,,,,,,,,,,,,F,director
Hélène Edlund,,,,,,,,,,,,,,,,,,,,F,director
Hedda Ekman,,,,,,,,,,,,,,,,,,,,F,director
Ingrid Falk ,,,,,,,,,,,,,,,,,,,,F,director
Hanna Ferlin,,,,,,,,,,,,,,,,,,,,F,director
Lisa Birgitta Bernstone,1911-05-17,"Västra Götaland County, Sweden",1992-02-04,"New York City, U.S.",Fernand Fonssagrives​ ​,1935-01-01,1949-01-01,2.0,1.0,"2, including Mia Fonssagrives-Solow",0.0,,,,,,,,,F,director
Maria Friberg,,,,,,,,,,,,,,,,,,,,F,director
Marianne Hederström,1916-01-01,"Gällivare, Sweden",2006-01-01,"Antibes, France",,,,,,,,,,,,,,,,F,director
Johanna Hald,1945-07-20,,,,,,,,,,,,,,,,,,,F,director
Caroline Hebbe,,,,,,,,,,,,,,,,,,,,F,director
Julia Hede,,,,,,,,,,,,,,,,,,,,F,director
Brita Sofia Hesselius,,,,,,,,,,,,,,,,,,,,F,director
Selma Jacobsson,,,,,,,,,,,,,,,,,,,,F,director
Lina Jonn,,,,,,,,,,,,,,,,,,,,F,director
Edit Kindvall,1866-07-21,Varberg ,1951-12-26,Stockholm ,,,,,,,,,,,,,,,,F,director
Marie Kinnberg,,,,,,,,,,,,,,,,,,,,F,director
Caroline von Knorring,,,,,,,,,,,,,,,,,,,,F,director
Wilhelmina Lagerholm,1826-03-25,Örebro,1917-06-19,Stockholm,,,,,,,,,,,,,,,,F,director
Annika Larsson,,,,,,,,,,,,,,,,,,,,F,director
Lotta Losten,1981-11-07,"Jönköping, Sweden",,,David F. Sandberg ​,2013-01-01,,1.0,0.0,,0.0,1981-01-21,"Jönköping, Sweden",,,1.0,0.0,,Lotta Losten ​,F,director
Gunnie Moberg,,,,,,,,,,,,,,,,,,,,F,director
Elisabeth Ohlson Wallin,1961-05-28,"Skara, Sweden",,,,,,,,,,,,,,,,,,F,director
Katarina Pirak Sikku,,,,,,,,,,,,,,,,,,,,F,director
Mathilda Ranch,,,,,,,,,,,,,,,,,,,,F,director
Anna Riwkin-Brick,,,,,,,,,,,,,,,,,,,,F,director
Emma Schenson,,,,,,,,,,,,,,,,,,,,F,director
Kristina Schmid,1972-01-01,Sweden,,,,,,,,,,,,,,,,,,F,director
Helene Schmitz,,,,,,,,,,,,,,,,,,,,F,director
Olga Segerberg,,,,,,,,,,,,,,,,,,,,F,director
Hilda Sjölin,1835-01-01,Sweden,1915-01-01,Sweden,,,,,,,,,,,,,,,,F,director
Rosalie Sjöman,,,,,,,,,,,,,,,,,,,,F,director
Hedvig Söderström,,,,,,,,,,,,,,,,,,,,F,director
Hedvig Maria Tesch,1850-01-01,,1936-01-01,,,,,,,,,,,,,,,,,F,director
Ida Bertha Magnét,1865-09-06,Kalmar,1943-11-05,Stockholm,Herman Trotzig,,,1.0,,,,,,,,,,,,F,director
Bertha Valerius,1824-01-21,Stockholm ,1895-03-24,Stockholm ,,,,,,,,,,,,,,,,F,director
Anna Berit Wallenberg,1902-02-19,"Stockholm, Sweden",1995-09-04,"Ekerö, Sweden",,,,,,,,,,,,,,,,F,director
Hélène Binet,1959-01-01,"Sorengo, Switzerland",,,,,,,,,,,,,,,,,,F,director
Gertrude Blom,,,,,,,,,,,,,,,,,,,,F,director
Martha Burkhardt,1874-04-30,Aarau,1956-01-12,Rapperswil,,,,,,,,,,,,,,,,F,director
Claudia Christen,,,,,,,,,,,,,,,,,,,,F,director
Laurence Deonna,,,,,,,,,,,,,,,,,,,,F,director
Alwina Gossauer,1841-01-01,Rapperswil,1926-01-01,Rapperswil,,,,,,,,,,,,,,,,F,director
Henriette Grindat,,,,,,,,,,,,,,,,,,,,F,director
Beatrice Helg,1956-01-01,Geneve,,,,,,,,,,,,,,,,,,F,director
Olivia Heussler,1957-01-01,"Zurich, Switzerland",,,,,,,,,,,,,,,,,,F,director
Monique Jacot,,,,,,,,,,,,,,,,,,,,F,director
Rosa Lachenmeier,,,,,,,,,,,,,,,,,,,,F,director
Namsa Leuba,,,,,,,,,,,,,,,,,,,,F,director
Catherine Leutenegger,,,,,,,,,,,,,,,,,,,,F,director
Ella Maillart,,,,,,,,,,,,,,,,,,,,F,director
Franziska Möllinger,,,,,,,,,,,,,,,,,,,,F,director
Karin Muller,1965-06-08,,,,,,,,,,,,,,,,,,,F,director
Marguerite Naville,,,,,,,,,,,,,,,,,,,,F,director
Leta Peer,,,,,,,,,,,,,,,,,,,,F,director
Julieta Schildknecht,1960-04-07,"São Paulo, Brazil",,,,,,,,,,,,,,,,,,F,director
Marie Renée Wille,1883-09-04,"Thun, Canton of Bern, Switzerland",1959-04-26,"Konstanz, West Germany",,,,,,5,,,,,,,,,,F,director
Annemarie Minna Renée Schwarzenbach,1908-05-23,"Zurich, Switzerland",1942-11-15,Sils im Engadin/Segl,,,,,,,,,,,,,,,,F,director
Eva Sereny,,"Zurich, Switzerland",2021-05-25,,,,,,,,,,,,,,,,,F,director
Eva Sulzer,,,,,,,,,,,,,,,,,,,,F,director
Louise Witzig,1901-01-01,"Winterthur, Switzerland",1969-01-01,"Winterthur, Switzerland",,,,,,,,,,,,,,,,F,director
Yeşim Ağaoğlu,1966-01-21,"Istanbul, Turkey",,,,,,,,,,,,,,,,,,F,director
Eylül Aslan,,,,,,,,,,,,,,,,,,,,F,director
Nilüfer Demir,1986-01-01,,,,,,,,,,,,,,,,,,,F,director
Elvin Eksioglu,1966-09-13,"Istanbul, Turkey",,,Abdullah Eksioglu ​,1993-01-01,,1.0,0.0,"1, Ali Erdem Eksioglu",0.0,,,,,,,,,F,director
Semiha Es,1912-01-01,"Istanbul, Ottoman Empire",2012-12-11,"Istanbul, Turkey",Hikmet Feridun Es,,,1.0,,,,,,,,,,,,F,director
Yıldız Moran,,,,,,,,,,,,,,,,,,,,F,director
Aydan Murtezaoğlu,,,,,,,,,,,,,,,,,,,,F,director
Maryam Şahinyan,,,,,,,,,,,,,,,,,,,,F,director
Naciye Suman,1881-04-23,"Üsküp, Ottoman Empire",1973-07-23,"Ankara, Turkey",Ýsmail Hakký Bey,,,1.0,,,,,,,,,,,,F,director
Catherine Apalat,1981-08-28,Tororo,,,,,,,,,,,,,,,,,,F,director
Sarah Waiswa,,,,,,,,,,,,,,,,,,,,F,director
Yevgenia Belorusets,,,,,,,,,,,,,,,,,,,,F,director
Elena Filatova,,,,,,,,,,,,,,,,,,,,F,director
Lydia Grigorieva,,,,,,,,,,,,,,,,,,,,F,director
Dina Litovsky,,,,,,,,,,,,,,,,,,,,F,director
Rita Ostrovskaya,,,,,,,,,,,,,,,,,,,,F,director
Yelyzaveta Servatynska,1997-01-01,"Yuzhnoukrainsk, Mykolaiv Oblast, Ukraine",,,,,,,,,,,,,,,,,,F,director
Valeria Shashenok,2001-07-17,"Chernihiv, Chernihiv Oblast, Ukraine",,,,,,,,,,,,,,,,,,F,director
Iva Sidash,1995-06-30,"Lviv, Ukraine",,,,,,,,,,,,,,,,,,F,director
Alina Smutko,1992-01-01,,,,,,,,,,,,,,,,,,,F,director
Irina Tsvila,,,,,,,,,,,,,,,,,,,,F,director
Anastasia Vlasova ,,,,,,,,,,,,,,,,,,,,F,director
Yelena Yemchuk,1970-04-22,"Kyiv, Ukraine, Soviet Union",,,,,,,,2,,,,,,,,,,F,director
Nelbia Romero Cabrera,1938-12-08,"Durazno, Uruguay",2015-04-03,"Montevideo, Uruguay",,,,,,,,,,,,,,,,F,director
Andreína Mujica,1970-11-27,"Caracas, Venezuela",,,,,,,,,,,,,,,,,,F,director
Suwon Lee,1977-01-01,"Caracas, Venezuela",,,,,,,,,,,,,,,,,,F,director
Maika Elan,,,,,,,,,,,,,,,,,,,,F,director
List of photographers,,,,,,,,,,,,,,,,,,,,M,director
List of BDSM photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Jewish American photographers,,,,,,,,,,,,,,,,,,,,M,director
List of black photographers,,,,,,,,,,,,,,,,,,,,M,director
List of photographers of the civil rights movement,,,,,,,,,,,,,,,,,,,,M,director
List of street photographers,,,,,,,,,,,,,,,,,,,,M,director
List of photojournalists,,,,,,,,,,,,,,,,,,,,M,director
List of women photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Australian photojournalists,,,,,,,,,,,,,,,,,,,,M,director
List of Bangladeshi photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Chinese photographers,,,,,,,,,,,,,,,,,,,,M,director
List of French photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Greek photographers,,,,,,,,,,,,,,,,,,,,M,director
Photography in Greece,,,,,,,,,,,,,,,,,,,,M,director
List of Japanese photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Korean photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Norwegian photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Polish photographers,,,,,,,,,,,,,,,,,,,,M,director
List of Slovenian photographers,,,,,,,,,,,,,,,,,,,,M,director
Photography in Turkey,,,,,,,,,,,,,,,,,,,,M,director
Rada Akbar,1988-01-01,Afghanistan,,,,,,,,,,,,,,,,,,M,director
Massoud Hossaini,,,,,,,,,,,,,,,,,,,,M,director
Farzana Wahidy,1984-01-01,"Kandahar, Democratic Republic of Afghanistan",,,,,,,,,,,,,,,,,,M,director
Fadil Berisha,,,,,,,,,,,,,,,,,,,,M,director
Rifo Dobra,1952-04-14,"Prishtina, Kosovo",,,,,,,,,,,,,,,,,,M,director
Bajazid Doda,1888-01-01,"Štirovica, Ottoman Empire",1933-04-25,"Vienna, Austria",,,,,,,,,,,,,,,,M,director
Nikolla Kolë Idromeno,1860-08-15,"Shkodër, Ottoman Empire",1939-12-12,"Shkodër, Kingdom of Albania",,,,,,,,,,,,,,,,M,director
Jani Zengo,1832-01-01,"Dardhë, Ottoman Empire",1913-01-01,"Dardhë, Albania",,,,,,,,,,,,,,,,M,director
List of Albanian photographers,,,,,,,,,,,,,,,,,,,,M,director
Renuar Locaj,,Albania,,,,,,,,,,,,,,,,,,M,director
Geg Marubi,1907-05-09,"Shkodër, Ottoman Empire",1984-05-28,"Shkodër, Albania",,,,,,,,,,,,,,,,M,director
Kel Marubi,1870-01-01,"Shkodër, Ottoman Empire",1940-03-13,"Shkodër, Albania",,,,,,,,,,,,,,,,M,director
Pietro Marubbi,1834-01-01,"Piacenza, Duchy of Parma (now Italy)",1903-01-01,"Shkodër, Vilayet of Scutari, Ottoman Empire",,,,,,,,,,,,,,,,M,director
Mati Kodheli,1862-01-01,"Shkodër, Ottoman Empire",1881-01-01,"Shkodër, Ottoman Empire",,,,,,,,,,,,,,,,M,director
Gjon Mili,1904-11-28,"Korçë, Albania",1984-02-14,"Stamford, Connecticut, U.S.",,,,,,,,,,,,,,,,M,director
Burim Myftiu,1961-01-01,"Prizren, Kosovo",,,,,,,,,,,,,,,,,,M,director
Kristo Panajot Sulidhi,1858-01-01,"Marjan, Vilayet of Monastir, Ottoman Empire",1938-01-01,"Korçë, Albania",,,,,,,,,,,,,,,,M,director
Refik Veseli,1926-01-01,"Krujë, Albania",2000-01-01,"Tirana, Albania",,,,,,,,,,,,,,,,M,director
Zohra Bensemra,,,,,,,,,,,,,,,,,,,,M,director
Sabrina Draoui,1977-11-24,"Batna, Algeria",,,,,,,,,,,,,,,,,,M,director
Jimmy Abegg,,,,,,,,,,,,,,,,,,,,M,director
Aberjhani,,,,,,,,,,,,,,,,,,,,M,director
Billy Abernathy,1939-01-01,,2016-01-01,,Laini,2010-01-01,,1.0,0.0,,1.0,,,,,,,,,M,director
Oscar Abolafia,,,,,,,,,,,,,,,,,,,,M,director
Michael L. Abramson,1948-10-11,"Jersey City, New Jersey, United States",2011-03-21,"Chicago, Illinois, United States",,,,,,,,,,,,,,,,M,director
Harry Adams ,1918-01-01,"Arkansas, U.S.",1985-01-01,,,,,,,,,,,,,,,,,M,director
Bob Adelman,1930-10-30,,2016-03-19,,,,,,,,,,,,,,,,,M,director
Jack W. Aeby,1923-08-16,"Mound City, Missouri, U.S.",2015-06-19,"Española, New Mexico, U.S.",,,,,,,,,,,,,,,,M,director
Ibra Ake,,,,,,,,,,,,,,,,,,,,M,director
John Akehurst ,,,,,,,,,,,,,,,,,,,,M,director
Nick Albertson,1983-11-13,"Boston, Massachusetts, United States",,,,,,,,,,,,,,,,,,M,director
Jay Alders,,"Lakewood, New Jersey, U.S.",,,,,,,,,,,,,,,,,,M,director
Mauricio Alejo,,,,,,,,,,,,,,,,,,,,M,director
Alan Smith,1920-01-14,"Tulsa, Oklahoma, U.S.",2012-03-07,"Saratoga Springs, New York, U.S.",,,,,,,,,,,,,,,,M,director
Jesse Alexander ,,,,,,,,,,,,,,,,,,,,M,director
Kenneth Alexander ,1887-03-03,"London, England",1975-01-24,,,,,,,,,,,,,,,,,M,director
Nubar Alexanian,1950-01-01,Worcester,,,,,,,,,,,,,,,,,,M,director
Martha Joanne Alf,1930-08-13,"Berkeley, California, United States",2019-09-13,"Santa Monica, California, U.S.",Edward Franklin Alf Jr.​ ​,1951-01-01,,1.0,0.0,Richard Alf,0.0,,,,,,,,,M,director
David Allee,1969-01-01,,,,,,,,,,,,,,,,,,,M,director
Jules T. Allen,1947-09-13,"San Francisco, California, U.S.",,,,,,,,,,,,,,,,,,M,director
Nathan Allen ,,,,,,,,,,,,,,,,,,,,M,director
Sophia Nahli Allison,1987-01-01,"Los Angeles, California",,,,,,,,,,,,,,,,,,M,director
Kathryn Parker Almanas,,,,,,,,,,,,,,,,,,,,M,director
Kwaku Alston,,"Philadelphia, Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,M,director
Rob Amberg,,,,,,,,,,,,,,,,,,,,M,director
Ned Ambler,,,,,,,,,,,,,,,,,,,,M,director
Edith Dennison Darlington Ammon,,,,,,,,,,,,,,,,,,,,M,director
George Ancona,,,,,,,,,,,,,,,,,,,,M,director
Bob Anderson ,,,,,,,,,,,,,,,,,,,,M,director
Christopher Anderson ,,,,,,,,,,,,,,,,,,,,M,director
Deborah Anderson,,,,,,,,,,,,,,,,,,,,M,director
John Alvin Anderson,,,,,,,,,,,,,,,,,,,,M,director
Holly Andres,1977-01-01,"Missoula, Montana, US",,,,,,,,,,,,,,,,,,M,director
Bill Andrews ,,,,,,,,,,,,,,,,,,,,M,director
Yvette Huen Borup,1891-02-28,"Paris, France",1959-04-12,"Burgos, Spain",,,,,,,,,,,,,,,,M,director
Louis Antonelli,,,,,,,,,,,,,,,,,,,,M,director
Toshio Aoki,,,,,,,,,,,,,,,,,,,,M,director
Bill Apter,,,,,,,,,,,,,,,,,,,,M,director
Cam Archer,,,,,,,,,,,,,,,,,,,,M,director
Eugene Armbruster,,,,,,,,,,,,,,,,,,,,M,director
David Armstrong ,,,,,,,,,,,,,,,,,,,,M,director
Corey Arnold,,,,,,,,,,,,,,,,,,,,M,director
Bill Aron,,,,,,,,,,,,,,,,,,,,M,director
Daniel Arsenault,,,,,,,,,,,,,,,,,,,,M,director
Ransom Cade Ashley,1992-01-01,"Shreveport, LA, U.S.",,,,,,,,,,,,,,,,,,M,director
Bill Atkinson,1951-03-17,,,,,,,,,,,,,,,,,,,M,director
David Attie,,,,,,,,,,,,,,,,,,,,M,director
Paul Stuart Auerbach,1951-01-04,"Plainfield, New Jersey, U.S.",2021-06-23,"Los Altos, California, U.S.",,,,,,,,,,,,,,,,M,director
George Awde,,,,,,,,,,,,,,,,,,,,M,director
Josh Azzarella,1978-01-01,"Akron, Ohio, US",,,,,,,,,,,,,,,,,,M,director
Platt D. Babbitt,,,,,,,,,,,,,,,,,,,,M,director
Marc Erwin Babej,1970-01-01,"Frankfurt, West Germany",,,,,,,,,,,,,,,,,,M,director
S.A. Bachman,,,,,,,,,,,,,,,,,,,,M,director
Clint Baclawski,1981-01-01,,,,,,,,,,,,,,,,,,,M,director
Amos Badertscher,,,,,,,,,,,,,,,,,,,,M,director
Joseph Daniel Bagley,,,,,,,,,,,,,,,,,,,,M,director
Steven Baillie,,,,,,,,,,,,,,,,,,,,M,director
George Grantham Bain,1865-01-07,"Chicago, Illinois",1944-04-20,"New York City, New York",,,,,,,,,,,,,,,,M,director
Frederick C. Baldwin,1929-01-25,"Lausanne, Switzerland",2021-12-15,"Houston, Texas",Wendy Watriss,,,1.0,,,,1943-02-15,"San Francisco, California",,,1.0,,,Fred Baldwin,M,director
James Balog,1952-07-15,"Danville, Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,M,director
Lee Balterman,,,,,,,,,,,,,,,,,,,,M,director
Harold Baquet,,,,,,,,,,,,,,,,,,,,M,director
Joshua Barash,,United States,,,,,,,,,,,,,,,,,,M,director
Catharine Weed Barnes,1851-01-10,"Albany, New York, United States",1913-07-31,"Hadlow, England",,,,,,,,,,,,,,,,M,director
William A. Barnhill,,,,,,,,,,,,,,,,,,,,M,director
Michael Barone ,,,,,,,,,,,,,,,,,,,,M,director
Andy Barron,,,,,,,,,,,,,,,,,,,,M,director
Thomas Barrow ,,,,,,,,,,,,,,,,,,,,M,director
Robert Barry Horowitz,1943-03-17,"Suffern, New York, US",,,,,,,,,,,,,,,,,,M,director
Frank Barsotti,,,,,,,,,,,,,,,,,,,,M,director
Peter Bauer ,,,,,,,,,,,,,,,,,,,,M,director
Charles D. Beckwith ,,,,,,,,,,,,,,,,,,,,M,director
Hugh Bell ,,,,,,,,,,,,,,,,,,,,M,director
Daniel Beltrá,,,,,,,,,,,,,,,,,,,,M,director
H. H. Bennett,,,,,,,,,,,,,,,,,,,,M,director
Gilles Bensimon,,,,,,,,,,,,,,,,,,,,M,director
Wilson Alwyn Bentley,1865-02-09,"Jericho, Vermont, United States",1931-12-23,"Jericho, Vermont, United States",,,,,,,,,,,,,,,,M,director
Alan Bergman ,,,,,,,,,,,,,,,,,,,,M,director
Brigid Berlin,,,,,,,,,,,,,,,,,,,,M,director
Richard Bernabe,,,,,,,,,,,,,,,,,,,,M,director
John Bernhard,1957-05-17,"Geneva, Switzerland",,,,,,,,,,,,,,,,,,M,director
Gary Bernstein,,Washington DC,,,Lena Harris,,,1.0,,,,,,,,,,,,M,director
Joel Bernstein,1952-01-01,,,,,,,,,,,,,,,,,,,M,director
Walead Beshty,,,,,,,,,,,,,,,,,,,,M,director
Lynn Bianchi,,,,,,,,,,,,,,,,,,,,M,director
Geoffrey Biddle,,,,,,,,,,,,,,,,,,,,M,director
James Alan Bidgood,1933-03-28,"Stoughton, Wisconsin, U.S.",2022-01-31,"New York City, U.S.",,,,,,,,,,,,,,,,M,director
Vernon Biever,,,,,,,,,,,,,,,,,,,,M,director
Howard Bingham,,,,,,,,,,,,,,,,,,,,M,director
Jonathan Bird,1969-03-01,,,,Christine Bird,,,1.0,,"Elise Bird, Liam Bird",,,,,,,,,,M,director
Douglas Bizzaro and Elizabeth Moss,,,,,,,,,,,,,,,,,,,,M,director
Kevin Bjorke,,,,,,,,,,,,,,,,,,,,M,director
David Black ,1980-10-17,"Baltimore, Maryland",,,,,,,,,,,,,,,,,,M,director
Craig Blacklock,,,,,,,,,,,,,,,,,,,,M,director
James P. Blair,,,,,,,,,,,,,,,,,,,,M,director
Jonathan Blair,,,,,,,,,,,,,,,,,,,,M,director
Jay Blakesberg,1961-12-01,"Elizabeth, New Jersey, United States",,,,,,,,,,,,,,,,,,M,director
David O. Blanchard,,,,,,,,,,,,,,,,,,,,M,director
Derek Blanks,1977-11-05,"Jackson, Mississippi, United States",,,,,,,,,,,,,,,,,,M,director
Dick Blau,1943-01-01,,,,,,,,,,,,,,,,,,,M,director
Leland Bobbé,1948-12-25,"Manhattan, New York",,,,,,,,,,,,,,,,,,M,director
Christopher Boffoli,1969-01-01,"Worcester, Massachusetts",,,,,,,,,,,,,,,,,,M,director
Skip Bolen,,,,,,,,,,,,,,,,,,,,M,director
Brent Bolthouse,,United States,,,,,,,,,,,,,,,,,,M,director
Dominic Arizona Bonuccelli,,"Spokane, Washington",,,,,,,,,,,,,,,,,,M,director
Leon Borensztein,,,,,,,,,,,,,,,,,,,,M,director
Phil Borges,,,,,,,,,,,,,,,,,,,,M,director
David Tai Bornoff,,,,,,,,,,,,,,,,,,,,M,director
Adam Bouska,,,,,,,,,,,,,,,,,,,,M,director
Peter M. Bowers,1918-05-15,,2003-04-27,,,,,,,,,,,,,,,,,M,director
Derek Paul Jack Boyle,,,,,,,,,,,,,,,,,,,,M,director
Walter J. Boyne,,,,,,,,,,,,,,,,,,,,M,director
Hilary Brace,1956-01-01,"Seattle, WA",,,,,,,,,,,,,,,,,,M,director
Slater Bradley,1975-01-01,San Francisco,,,,,,,,,,,,,,,,,,M,director
Ian Bradshaw ,,,,,,,,,,,,,,,,,,,,M,director
Jacques Brautbar,,"Los Angeles, California",,,,,,,,,,,,,,,,,,M,director
Dorothy Braudy,,,,,,,,,,,,,,,,,,,,M,director
George Bretz ,,,,,,,,,,,,,,,,,,,,M,director
Charles F. Bretzman,1867-07-26,"Hanover, Germany",1934-01-19,"Indianapolis, Indiana, US",Catharine Bretzman,,,1.0,,Two sons and four daughters,,,,,,,,,,M,director
Rick Britton,,,,,,,,,,,,,,,,,,,,M,director
Mike Brodie,,,,,,,,,,,,,,,,,,,,M,director
Joe Brook,1972-01-01,"Detroit, MI",,,,,,,,,,,,,,,,,,M,director
Bob Brooks,1927-12-26,"Philadelphia, Pennsylvania",2012-01-01,"Berlin, Germany",,,,,,,,,,,,,,,,M,director
Dudley M. Brooks,1957-01-01,"Baltimore, Maryland",,,,,,,,,,,,,,,,,,M,director
Ken Brown ,,,,,,,,,,,,,,,,,,,,M,director
Kipleigh Brown,,,,,,,,,,,,,,,,,,,,M,director
Michael Christopher Brown,,United States,,,,,,,,,,,,,,,,,,M,director
P. R. Brown,,,,,,,,,,,,,,,,,,,,M,director
Turner Browne,,,,,,,,,,,,,,,,,,,,M,director
William F. Browne,,,,,,,,,,,,,,,,,,,,M,director
Marc Bryan-Brown,,,,,Florence Ranney Seery,,,1.0,,,,,,,,,,,,M,director
Howard Graham Buffett,,,,,,,,,,,,,,,,,,,,M,director
Chris Burkard,1986-03-12,"San Luis Obispo, California, U.S.",,,,,,,,,,,,,,,,,,M,director
