Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
John Lehr ,,,,,,,,,,,,,,,,,,,,M,director
Jacques Leiser,,,,,,,,,,,,,,,,,,,,M,director
Reiner Leist,,,,,,,,,,,,,,,,,,,,M,director
James Momel Lemmo,,"New York City, New York, United States",,,,,,,,,,,,,,,,,,M,director
Quil Lemons,,,,,,,,,,,,,,,,,,,,M,director
Joe Lengson,,,,,,,,,,,,,,,,,,,,M,director
Sze Tsung Leong,,,,,,,,,,,,,,,,,,,,M,director
Anthony Lepore,,,,,,,,,,,,,,,,,,,,M,director
Richard LeSesne,,,,,,,,,,,,,,,,,,,,M,director
Jared Joseph Leto,1971-12-26,"Bossier City, Louisiana, U.S.",,,,,,,,,,,,,,,,,,M,director
Shannon Leto,1970-03-09,"Bossier City, Louisiana, U.S.",,,,,,,,,,,,,,,,,,M,director
Marc Leverette,1978-01-01,"Florida, United States",,,,,,,,,,,,,,,,,,M,director
Gail Levin ,,,,,,,,,,,,,,,,,,,,M,director
Sherrie Levine,1947-04-17,"Hazleton, Pennsylvania, US",,,,,,,,,,,,,,,,,,M,director
Anna Frances Levins,,,,,,,,,,,,,,,,,,,,M,director
Bernard Salomon Lewinsky,1943-01-10,"San Salvador, El Salvador",,,Marcia Kaye Vilensky​ ​,1969-01-01,1987-01-01,2.0,1.0,"2, including Monica",0.0,,,,,,,,,M,director
Joseph S. Lewis III,1953-01-01,New York City,,,,,,,,,,,,,,,,,,M,director
Matthew Lewis ,,,,,,,,,,,,,,,,,,,,M,director
Ross Lewis ,1943-01-01,"Passaic, New Jersey, U.S.",,,,,,,,,,,,,,,,,,M,director
David Lienemann,,,,,Sydney,,,1.0,,1,,,,,,,,,,M,director
David Liittschwager,,,,,,,,,,,,,,,,,,,,M,director
Bob Lilly,,,,,,,,,,,,,,,,,,,,M,director
Leon Lim,,,,,,,,,,,,,,,,,,,,M,director
Miko Lim,1980-01-06,"Tawau, Malaysia",,,,,,,,,,,,,,,,,,M,director
J. Lindemann,,,,,,,,,,,,,,,,,,,,M,director
Arlington Nelson Lindenmuth,1856-01-01,"Hamburg, Pennsylvania, U.S.",1950-01-01,"Allentown, Pennsylvania, U.S.",,,,,,,,,,,,,,,,M,director
Robert M. Lindholm,,,,,,,,,,,,,,,,,,,,M,director
Charles Lindsay ,1961-04-22,"San Francisco, California",,,,,,,,,,,,,,,,,,M,director
Jules Lion,,,,,,,,,,,,,,,,,,,,M,director
Jawshing Arthur Liou,1968-06-13,"Zhongli City, Taoyuan County (now Zhongli District, Taoyuan City), Taiwan",,,,,,,,,,,,,,,,,,M,director
Irving Isadore Lippman,1906-11-08,"Edendale, California, U.S.",2006-11-15,"Woodland Hills, California, U.S.",,,,,,,,,,,,,,,,M,director
Jeff Lipsky ,,"Baltimore, Maryland United States",,,,,,,,,,,,,,,,,,M,director
Frank Lisciandro,,,,,,,,,,,,,,,,,,,,M,director
Carmelita Little Turtle,,,,,,,,,,,,,,,,,,,,M,director
Myles Little,,,,,,,,,,,,,,,,,,,,M,director
Henry Schifberg,1954-03-27,,,,,,,,,,,,,,,,,,,M,director
Carmen Llywelyn,,"Atlanta, Georgia, U.S.",,,Jason Michael Lee,1995-01-01,2001-01-01,1.0,1.0,,0.0,1970-04-25,"Santa Ana, California, U.S.",,,2.0,1.0,4,Carmen Llywelyn​ ​,M,director
H. R. Locke,,,,,,,,,,,,,,,,,,,,M,director
Damian Loeb,1970-05-09,"New Haven, Connecticut, United States",,,Zoya Todorovic Loeb,,,1.0,,,,,,,,,,,,M,director
Roman Loranc,,Poland,,,Linda Cruz,,,1.0,,,,,,,,,,,,M,director
Ming C. Lowe,1945-10-13,"Washington, D.C.",,,,,,,,,,,,,,,,,,M,director
Jonathan Scott Lowenstein,1970-01-16,"Boston, Massachusetts",,,,,,,,,,,,,,,,,,M,director
Jeremy Joseph Lucido,1977-12-11,"Florissant, Missouri, United States",,,John Constantine AKA The Hound,,,1.0,,,,,,,,,,,,M,director
John Edward Cuneo,1935-06-03,"Boston, MA",,,,,,,,,,,,,,,,,,M,director
Joshua Lutz,,,,,,,,,,,,,,,,,,,,M,director
"Frederick George Lyon, Jr.",1924-09-27,"San Francisco, California, U.S.",2022-08-22,"San Francisco, California, U.S.",Anne,,,1.0,,2,,,,,,,,,,M,director
Jeff Lyon,,,,,,,,,,,,,,,,,,,,M,director
Nathan Lyons,,,,,,,,,,,,,,,,,,,,M,director
Molly Macindoe,1979-01-01,Qatar,,,,,,,,,,,,,,,,,,M,director
John C. Mack,1976-01-01,"New York City, US",,,,,,,,,,,,,,,,,,M,director
Alex MacLean,,,,,,,,,,,,,,,,,,,,M,director
Robert W. Madden,,,,,,,,,,,,,,,,,,,,M,director
Matt Mahurin,1959-01-31,"Santa Cruz, California, USA",,,,,,,,,,,,,,,,,,M,director
Jay Maisel,,,,,,,,,,,,,,,,,,,,M,director
Gerard Joseph Malanga,1943-03-20,"New York City, U.S.",,,,,,,,,,,,,,,,,,M,director
Christopher Maleki,1964-02-26,"Glendale, California, U.S.",,,,,,,,,,,,,,,,,,M,director
Gray Malin,,"Dallas, TX",,,,,,,,,,,,,,,,,,M,director
Stan Malinowski,,,,,,,,,,,,,,,,,,,,M,director
Jena Laine Malone,1984-11-21,"Sparks, Nevada, U.S.",,,,,,,,1,,,,,,,,,,M,director
James M. Mannas,1941-09-15,"Newark, New Jersey, U.S.",,,,,,,,,,,,,,,,,,M,director
Terry Manning,,,,,,,,,,,,,,,,,,,,M,director
Jonathan Mannion,1970-12-03,"Cleveland, Ohio, U.S.",,,,,,,,,,,,,,,,,,M,director
Constantine Manos,1934-01-01,"South Carolina, USA",,,,,,,,,,,,,,,,,,M,director
Harmon Percy Marble,,,,,,,,,,,,,,,,,,,,M,director
Ari Marcopoulos,,,,,,,,,,,,,,,,,,,,M,director
Caleb Cain Marcus,,,,,,,,,,,,,,,,,,,,M,director
John Margolies,1940-05-16,"New Canaan, Connecticut, U.S.",2016-05-26,"New York City, U.S.",,,,,,,,,,,,,,,,M,director
Hiram Maristany,,,,,,,,,,,,,,,,,,,,M,director
Julie Markes,,,,,,,,,,,,,,,,,,,,M,director
Kurt Markus,,,,,,,,,,,,,,,,,,,,M,director
Amanda Marsalis,,United States,,,,,,,,,,,,,,,,,,M,director
"William H. ""Dad"" Martin",,,,,,,,,,,,,,,,,,,,M,director
Elizabeth Matheson ,1942-01-01,"Hillsborough, North Carolina",,,,,,,,,,,,,,,,,,M,director
Norman Mauskopf,,,,,,,,,,,,,,,,,,,,M,director
Deven May,1971-04-03,"Whittier, California",,,,,,,,,,,,,,,,,,M,director
Elaine Mayes,,,,,,,,,,,,,,,,,,,,M,director
Stephen Mayes,,,,,,,,,,,,,,,,,,,,M,director
Christine Elise,,,,,,,,,,,,,,,,,,,,M,director
Brian McCarty,,,,,,,,,,,,,,,,,,,,M,director
Dan McCormack ,,,,,,,,,,,,,,,,,,,,M,director
Jim McCrary,,,,,,,,,,,,,,,,,,,,M,director
Douglas McCulloh,,,,,,,,,,,,,,,,,,,,M,director
McDermott & McGough,,,,,,,,,,,,,,,,,,,,M,director
Joe McDonald ,,,,,,,,,,,,,,,,,,,,M,director
Robert R. McElroy,,,,,,,,,,,,,,,,,,,,M,director
Sean McGowan,,,,,,,,,,,,,,,,,,,,M,director
Burr McIntosh,1862-08-21,"Wellsville, Ohio, US",1942-04-28,"Hollywood, California, US",,,,,,,,,,,,,,,,M,director
Mark McKnight,1984-04-10,"Los Angeles, California",,,,,,,,,,,,,,,,,,M,director
Lamonte McLemore,,,,,,,,,,,,,,,,,,,,M,director
Josh McNey,,,,,,,,,,,,,,,,,,,,M,director
Jim McNitt,,,,,,,,,,,,,,,,,,,,M,director
Ed McTaggart,,,,,,,,,,,,,,,,,,,,M,director
David Mecey,,,,,,,,,,,,,,,,,,,,M,director
Harun Mehmedinović,,"Sarajevo, Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,M,director
Da-ka-xeen Mehner,,,,,,,,,,,,,,,,,,,,M,director
Wyman Meinzer,,,,,,,,,,,,,,,,,,,,M,director
Steven Meisel,1954-06-05,"New York City, U.S.",,,,,,,,,,,,,,,,,,M,director
Nan Melville,,,,,,,,,,,,,,,,,,,,M,director
Louis Mendes,,,,,,,,,,,,,,,,,,,,M,director
Tony Mendoza ,,,,,,,,,,,,,,,,,,,,M,director
Sam Menning,,,,,,,,,,,,,,,,,,,,M,director
Doug Menuez,,,,,,,,,,,,,,,,,,,,M,director
Eric Meola,,,,,,,,,,,,,,,,,,,,M,director
David Meredith ,1969-01-01,,,,,,,,,,,,,,,,,,,M,director
Jeff Mermelstein,1957-01-01,"New Brunswick, New Jersey, USA[1]",,,,,,,,,,,,,,,,,,M,director
Kimberly Metz,,"San Luis Obispo, California, US",,,,,,,,,,,,,,,,,,M,director
Ray Metzker,1931-09-10,Milwaukee,2014-10-09,Philadelphia,,,,,,,,,,,,,,,,M,director
Bernard C. Meyers,1955-01-01,United States,,,,,,,,,,,,,,,,,,M,director
Arthur Meyerson,1949-02-22,Houston,,,,,,,,,,,,,,,,,,M,director
Willie Middlebrook ,,,,,,,,,,,,,,,,,,,,M,director
Susan Middleton,1948-01-01,"Seattle, Washington",,,,,,,,,,,,,,,,,,M,director
Mike X,,"New York City, U.S.",,,,,,,,,,,,,,,,,,M,director
Mike Jackson ,,,,,,,,,,,,,,,,,,,,M,director
Chris Milk,,"Glen Cove, New York, U.S.[2]",,,,,,,,,,,,,,,,,,M,director
Fred E. Miller,,,,,,,,,,,,,,,,,,,,M,director
Greg Miller ,,,,,,,,,,,,,,,,,,,,M,director
John Miller ,1954-01-01,"Cleveland, Ohio",,,,,,,,,,,,,,,,,,M,director
Sandro Miller,1958-01-01,"Elgin, Illinois[1]",,,,,,,,,,,,,,,,,,M,director
Wayne F. Miller,1918-09-19,Chicago ,2013-05-22,Orinda ,,,,,,,,,,,,,,,,M,director
Allen Harris Miner,1917-10-18,"Philadelphia, Pennsylvania, U.S.",2004-01-04,"San Marcos, California, U.S.",,,,,,,,,,,,,,,,M,director
Charles W. Miner,,,,,,,,,,,,,,,,,,,,M,director
Roger Minick,1944-07-13,"Ramona, Oklahoma",,,,,,,,,,,,,,,,,,M,director
Daniel S. Mitchell,,,,,,,,,,,,,,,,,,,,M,director
Tyler Mitchell ,1995-04-12,"Atlanta, Georgia",,,,,,,,,,,,,,,,,,M,director
Kevin J. Miyazaki,,,,,,,,,,,,,,,,,,,,M,director
George F. Mobley,,,,,,,,,,,,,,,,,,,,M,director
Paul Mobley,,,,,,,,,,,,,,,,,,,,M,director
Lacy Irvine Moffett,,,,,,,,,,,,,,,,,,,,M,director
Akim Monet,,,,,,,,,,,,,,,,,,,,M,director
David Montgomery,1937-02-08,"Brooklyn, New York, U.S.[1]",,,,,,,,,,,,,,,,,,M,director
Louis Montrose,,,,,,,,,,,,,,,,,,,,M,director
Nathaniel Fish Moore,,,,,,,,,,,,,,,,,,,,M,director
Joseph Jacinto Mora,1876-10-22,"Montevideo, Uruguay",1947-10-10,"Monterey, California",Grace Needham,,,1.0,,2,,,,,,,,,,M,director
Elizabeth Moran ,1984-01-01,"Houston, Texas",,,,,,,,,,,,,,,,,,M,director
Abelardo Morell,,,,,,,,,,,,,,,,,,,,M,director
Viggo Peter Mortensen Jr.,1958-10-20,"New York City, U.S.",,,Exene Cervenka ​ ​,1987-01-01,1997-01-01,1.0,1.0,1,0.0,,,,,,,,,M,director
Ray Mortenson,,,,,,,,,,,,,,,,,,,,M,director
Stephen Mosher ,1964-07-08,"Dallas, Texas, U.S.",,,Pat Dwyer,,,1.0,,,,,,,,,,,,M,director
Michael George Moye,1954-08-11,"New Haven, Connecticut, U.S.",,,Rose Jackson ​,1996-01-01,,1.0,0.0,2,0.0,,,,,,,,,M,director
Robert Bruce Moser,1916-11-24,"Newark, Ohio, U.S.",2015-10-14,"Ocala, Florida, U.S.",,,,,,,,,,,,,,,,M,director
John Mraz,,,,,Ulla Franzen Mraz,,,1.0,,Isaac Mraz (1971); Anna Lee Mraz-Bartra (1986),,,,,,,,,,M,director
Marc Muench,,,,,,,,,,,,,,,,,,,,M,director
Ozier Muhammad,,United States,,,,,,,,Khalil Gibran Muhammad (son),,,,,,,,,,M,director
Carter Mull,,,,,,,,,,,,,,,,,,,,M,director
David Robert Mullen,,,,,,,,,,,,,,,,,,,,M,director
Peter Kelly Muller,1982-02-17,"Newton, Massachusetts, U.S.",,,,,,,,,,,,,,,,,,M,director
Michael Mulvey ,1968-01-01,"Austin, Texas ",,,,,,,,,,,,,,,,,,M,director
Sean Murphy ,,,,,,,,,,,,,,,,,,,,M,director
Greg Murray,1981-11-24,"Lakewood, Ohio",,,,,,,,,,,,,,,,,,M,director
James and Karla Murray,,,,,,,,,,,,,,,,,,,,M,director
Bill Muster,,,,,,,,,,,,,,,,,,,,M,director
Rusty Nails ,,,,,,,,,,,,,,,,,,,,M,director
Mia Nakano,,,,,,,,,,,,,,,,,,,,M,director
William George Linich,1940-02-22,"Poughkeepsie, New York, U.S.",2016-07-18,,,,,,,,,,,,,,,,,M,director
George Napolitano,,,,,,,,,,,,,,,,,,,,M,director
Naval Aviation Photographic Unit,,,,,,,,,,,,,,,,,,,,M,director
Doug and Mary Lou Nemanic,,,,,,,,,,,,,,,,,,,,M,director
Bea Nettles,1946-01-01,"Gainesville, Florida, U.S.",,,,,,,,,,,,,,,,,,M,director
Marvin Elliott Newman,1927-12-05,"The Bronx, New York, U.S.",2023-09-13,"Jersey City, New Jersey, U.S.",,,,,,,,,,,,,,,,M,director
Michael Nichols ,1952-01-01,"Muscle Shoals, Alabama, US[1]",,,Reba Peck,,,1.0,,,,,,,,,,,,M,director
Dewey Nicks,,,,,,,,,,,,,,,,,,,,M,director
Nic Nicosia,,,,,,,,,,,,,,,,,,,,M,director
Bryan Niven,1979-04-21,"Provo, Utah",,,,,,,,3,,,,,,,,,,M,director
Nicholas Nixon,1947-10-27,"Detroit, Michigan",,,Bebe Brown,,,1.0,,2,,,,,,,,,,M,director
John Noltner,,,,,,,,,,,,,,,,,,,,M,director
Tony Northup,1974-01-03,"Binghamton, New York",,,Chelsea Northrup,,,1.0,,,,,,,,,,,,M,director
Hugh and Carol Nourse,,,,,,,,,,,,,,,,,,,,M,director
Lorie Novak,1954-01-01,"Los Angeles, California",,,,,,,,,,,,,,,,,,M,director
Ira Nowinski,,,,,,,,,,,,,,,,,,,,M,director
Zakary Noyle,1985-06-26,,,,,,,,,,,,,,,,,,,M,director
Johnny Nuñez,,,,,,,,,,,,,,,,,,,,M,director
Alex Nyerges,,,,,,,,,,,,,,,,,,,,M,director
Justin A. Nylander,,,,,,,,,,,,,,,,,,,,M,director
Frank W. Ockenfels III,1960-01-01,,,,,,,,,,,,,,,,,,,M,director
Patrick O'Dell,,,,,,,,,,,,,,,,,,,,M,director
Eric Ogden,,"Flint, Michigan, U.S.",,,,,,,,,,,,,,,,,,M,director
Matthew Ogens,,United States,,,,,,,,,,,,,,,,,,M,director
Valery Oisteanu,1943-09-03,"Karaganda, Kazakh SSR, USSR",,,,,,,,,,,,,,,,,,M,director
William J. Oliphant,1845-09-30,"Lawrenceburg, Indiana, U.S.",1930-11-11,"Austin, Texas, U.S.",Lizzie J.,,,1.0,,,,,,,,,,,,M,director
Barret Spencer Oliver,1973-08-24,"Los Angeles, California, U.S.",,,,,,,,,,,,,,,,,,M,director
Richard Olsenius,,,,,,,,,,,,,,,,,,,,M,director
John Olson ,,,,,,,,,,,,,,,,,,,,M,director
"Harold L. O'Neal, Jr.",1940-06-05,"Kilgore, Texas, United States",,,,,,,,,,,,,,,,,,M,director
Edward Opp,1957-06-04,"Wichita Falls, Texas, USA",,,,,,,,,,,,,,,,,,M,director
Dennis Oppenheim,1938-09-06,"Electric City, Washington, U.S.",2011-01-21,"New York City, U.S.",,,,,,,,,,,,,,,,M,director
Jon Ortner,,,,,,,,,,,,,,,,,,,,M,director
Nicholas Orzio,,,,,,,,,,,,,,,,,,,,M,director
Lothar Osterburg,1961-01-01,"Braunschweig, West Germany",,,Elizabeth Brown,,,1.0,,,,1953-01-01,"Camden, Alabama, United States",,,1.0,,,Lothar Osterburg,M,director
Gina Osterloh,1973-01-01,"San Antonio, Texas, U.S.",,,,,,,,,,,,,,,,,,M,director
Kevin Christopher Ou,1979-03-04,Singapore,,,,,,,,,,,,,,,,,,M,director
John Andrew Overtoom,,,,,,,,,,,,,,,,,,,,M,director
Lyle Owerko,,"Calgary, Alberta, Canada",,,,,,,,,,,,,,,,,,M,director
Trevor Paglen,1974-01-01,,,,,,,,,,,,,,,,,,,M,director
Tom Palazzolo,,,,,,,,,,,,,,,,,,,,M,director
Tim Palen,,,,,,,,,,,,,,,,,,,,M,director
Stephen Paley,,,,,,,,,,,,,,,,,,,,M,director
Ernie Paniccioli,1947-02-26,"Brooklyn, New York, U.S.[1]",,,,,,,,,,,,,,,,,,M,director
Tod Papageorge,,,,,,,,,,,,,,,,,,,,M,director
Ann Parker ,,,,,,,,,,,,,,,,,,,,M,director
Laura Parker,,,,,,,,,,,,,,,,,,,,M,director
M. B. Parkinson,,,,,,,,,,,,,,,,,,,,M,director
George Parsons ,,,,,,,,,,,,,,,,,,,,M,director
Christian Patterson,1972-01-01,"Fond du Lac, Wisconsin, U.S.",,,,,,,,,,,,,,,,,,M,director
Frank Paulin,,,,,,,,,,,,,,,,,,,,M,director
Titian Peale,1799-11-17,,1885-03-13,,,,,,,,,,,,,,,,,M,director
Derek Pell,,,,,,,,,,,,,,,,,,,,M,director
Miro Fiore Peluce,1970-02-26,"Amsterdam, Netherlands",,,Ilse Ackermann,,,1.0,,2,,,,,,,,,,M,director
Anton Perich,,,,,,,,,,,,,,,,,,,,M,director
Philip Perkis,,,,,,,,,,,,,,,,,,,,M,director
Hirsch Perlman,,,,,,,,,,,,,,,,,,,,M,director
Rachel Perry ,,,,,,,,,,,,,,,,,,,,M,director
Louis James Pesha,1868-08-11,"Euphemia, Ontario, Canada",1912-10-01,,,,,,,,,,,,,,,,,M,director
Charles Peterson ,,,,,,,,,,,,,,,,,,,,M,director
Mark Peterson ,,,,,,,,,,,,,,,,,,,,M,director
Moose Peterson,,,,,,,,,,,,,,,,,,,,M,director
John Pfahl,,,,,,,,,,,,,,,,,,,,M,director
Paul Pfeiffer ,,,,,,,,,,,,,,,,,,,,M,director
Claude Pickens,,,,,,,,,,,,,,,,,,,,M,director
George Pickow,1922-02-11,"Los Angeles, United States",2010-12-10,,,,,,,,,,,,,,,,,M,director
Bill Pierce ,1935-01-01,Waterbury,,,,,,,,,,,,,,,,,,M,director
Jack Pierson,,,,,,,,,,,,,,,,,,,,M,director
Jason Piggie,,,,,,,,,,,,,,,,,,,,M,director
Matthew Pillsbury,,,,,,,,,,,,,,,,,,,,M,director
Jeff Pinilla,,,,,,,,,,,,,,,,,,,,M,director
Roy Pinney,,,,,,,,,,,,,,,,,,,,M,director
George Pitts ,,,,,,,,,,,,,,,,,,,,M,director
David Plowden,,,,,,,,,,,,,,,,,,,,M,director
Ted Polhemus,1947-01-01,"Neptune, New Jersey, United States[1][2][3]",,,,,,,,,,,,,,,,,,M,director
Mike Pont,,,,,,,,,,,,,,,,,,,,M,director
Pompeo Posar,,,,,,,,,,,,,,,,,,,,M,director
Austin Post ,1922-03-16,,2012-11-12,,,,,,,,,,,,,,,,,M,director
Mark Powell ,1968-01-01,United Kingdom,,,,,,,,,,,,,,,,,,M,director
Walter Clement Powell,,,,,,,,,,,,,,,,,,,,M,director
Longworth Powers,,,,,,,,,,,,,,,,,,,,M,director
Neal Preston,,,,,,,,,,,,,,,,,,,,M,director
Theodore Preuss,1962-01-01,"Aurora, Colorado, US",,,,,,,,,,,,,,,,,,M,director
Victor Prevost,,,,,,,,,,,,,,,,,,,,M,director
Nicholas A. Price,,,,,,,,,,,,,,,,,,,,M,director
Prince Nana,,,,,,,,,,,,,,,,,,,,M,director
Len Prince,,,,,,,,,,,,,,,,,,,,M,director
Louie Psihoyos,1957-04-15,"Dubuque, Iowa, U.S.",,,,,,,,,,,,,,,,,,M,director
Richard Quinney,,,,,,,,,,,,,,,,,,,,M,director
Norma I. Quintana,,,,,,,,,,,,,,,,,,,,M,director
Rachel Raab,,"Montreal, Quebec, Canada",,,,,,,,,,,,,,,,,,M,director
Susana Raab,,"Lima, Peru",,,,,,,,,,,,,,,,,,M,director
Sabrina Raaf,,,,,,,,,,,,,,,,,,,,M,director
Matt Rainey,,,,,,,,,,,,,,,,,,,,M,director
Robert Wayne Rainey,,,,,,,,,,,,,,,,,,,,M,director
Traver Rains,1977-03-04,"Fort Collins, Colorado",,,,,,,,,,,,,,,,,,M,director
Milena Rakocević,,,,,,,,,,,,,,,,,,,,M,director
Glenn Rand,,,,,,,,,,,,,,,,,,,,M,director
Randal Ford,2020-01-01,"Dallas, Texas[citation needed]",,,,,,,,,,,,,,,,,,M,director
Susan Rankaitis,1949-01-01,"Cambridge, Massachusetts",,,,,,,,,,,,,,,,,,M,director
Daniel J. Ransohoff,,,,,,,,,,,,,,,,,,,,M,director
Christopher Rapalo,,"Miami, Florida, U.S.",,,,,,,,,,,,,,,,,,M,director
William H. Rau,1855-01-19,"Philadelphia, Pennsylvania, U.S.[1]",1920-11-19,"Philadelphia, Pennsylvania, U.S.[1]",Louisa Bell,,,1.0,,,,,,,,,,,,M,director
Bill (Warren C.) Rauhauser,1918-08-14,Detroit,2017-07-29,Detroit,Doris L. Rauhauser,,,1.0,,2,,,,,,,,,,M,director
Denis Reggie,,,,,,,,,,,,,,,,,,,,M,director
Marcus Reichert,1948-06-19,"Bayshore, New York",2022-01-19,"Nimes, France",,,,,,,,,,,,,,,,M,director
Jake Reinhart,,,,,,,,,,,,,,,,,,,,M,director
Frank Relle,,,,,,,,,,,,,,,,,,,,M,director
Lorne Resnick,,,,,,,,,,,,,,,,,,,,M,director
Roger Ressmeyer,1954-01-01,"Malverne, New York, US",2018-01-01,,,,,,,,,,,,,,,,,M,director
Tamás Révész,,,,,,,,,,,,,,,,,,,,M,director
James Ricalton,1844-05-13,United States,1929-10-28,"Waddington, New York, United States",,,,,,,,,,,,,,,,M,director
Rick Ridgeway,,,,,,,,,,,,,,,,,,,,M,director
Andrea Robbins and Max Becher,,,,,,,,,,,,,,,,,,,,M,director
Cervin Robinson,1928-05-18,"Boston, Massachusetts, U.S.",2022-12-27,,,,,,,,,,,,,,,,,M,director
Charles Robinson ,,,,,,,,,,,,,,,,,,,,M,director
John V. Robinson,,,,,,,,,,,,,,,,,,,,M,director
Ron Rocco,1953-01-01,"Texas, U.S.",,,,,,,,,,,,,,,,,,M,director
Thomas C. Roche,,,,,,,,,,,,,,,,,,,,M,director
Terry Rodgers,1947-09-11,"Newark, New Jersey",,,,,,,,,,,,,,,,,,M,director
Howard Roffman,1953-04-18,"Philadelphia, Pennsylvania",,,,,,,,,,,,,,,,,,M,director
Christy Lee Rogers,,,,,,,,,,,,,,,,,,,,M,director
Fawn Rogers,,"Portland, Oregon",,,Robert Sheen,,,1.0,,,,,,,,,,,,M,director
Milton Rogovin,1909-12-30,"New York City, New York, United States",2011-01-18,"Buffalo, New York, United States",Anne Snetsky,1942-01-01,2003-01-01,1.0,1.0,,0.0,,,,,,,,,M,director
Matthew Russell Rolston,,"Los Angeles, California, United States",,,,,,,,,,,,,,,,,,M,director
"Umberto Roberto Romano, Jr.",,"New York City, U.S.",2013-11-01,"New York, U.S.",,,,,,,,,,,,,,,,M,director
Stuart Rome,,,,,,,,,,,,,,,,,,,,M,director
George Rose ,,,,,,,,,,,,,,,,,,,,M,director
Noah Hamilton Rose,,,,,,,,,,,,,,,,,,,,M,director
Arnold T. Rosenberg,1931-11-29,,2017-03-21,,,,,,,,,,,,,,,,,M,director
Bayeté Ross Smith,1976-01-01,"Greenfield, Massachusetts",,,,,,,,,,,,,,,,,,M,director
Harold J. Ross,1956-12-06,"Fort Riley, Kansas, United States",,,,,,,,,,,,,,,,,,M,director
Richard Ross ,,,,,,,,,,,,,,,,,,,,M,director
Paul Rusconi,1965-01-01,California,,,,,,,,,,,,,,,,,,M,director
Michael A. Russ,1945-01-01,Berlin Germany,2021-01-01,Berlin Germany,,,,,,,,,,,,,,,,M,director
Ethan Russell,1945-11-26,"Mt. Kisco, New York, U.S.",,,,,,,,,,,,,,,,,,M,director
Ward Russell,,,,,Mary Cay Hollander,,,1.0,,,,,,,,,,,,M,director
Mark Ruwedel,,,,,,,,,,,,,,,,,,,,M,director
Mark Sadan,,,,,,,,,,,,,,,,,,,,M,director
Nick Saglimbeni,,"Baltimore, Maryland, United States",,,,,,,,,,,,,,,,,,M,director
Louis Sahuc,,,,,,,,,,,,,,,,,,,,M,director
Matthew Salacuse,,,,,,,,,,,,,,,,,,,,M,director
Claude Salhani,1952-03-25,"Cairo, Egypt",2022-08-13,"Paris, France",,,,,,,,,,,,,,,,M,director
Lucien Samaha,1958-01-01,"Beirut, Lebanon",,,,,,,,,,,,,,,,,,M,director
Lucas Samaras,1936-01-01,"Kastoria, Greece",,,,,,,,,,,,,,,,,,M,director
Sam Samore,,,,,,,,,,,,,,,,,,,,M,director
E. R. Sanborn,,,,,,,,,,,,,,,,,,,,M,director
Dale Sanders ,,,,,,,,,,,,,,,,,,,,M,director
John Sanderson ,,New York City,,,,,,,,,,,,,,,,,,M,director
Kjell Bloch Sandved,1922-10-20,,2015-12-20,"Washington, DC",,,,,,,,,,,,,,,,M,director
John Santerineross,,,,,,,,,,,,,,,,,,,,M,director
J. David Sapir,,,,,,,,,,,,,,,,,,,,M,director
Otto Sarony,1850-01-01,Canada,1903-09-14,"New York City, US",,,,,,,,,,,,,,,,M,director
Joel Sartore,,,,,,,,,,,,,,,,,,,,M,director
Arthur Sasse,,,,,,,,,,,,,,,,,,,,M,director
Rahadyan Sastrowardoyo,,,,,,,,,,,,,,,,,,,,M,director
Thomas Vincent Savini,1946-11-03,"Pittsburgh, Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,M,director
Stephan Savoia,,,,,,,,,,,,,,,,,,,,M,director
Charles Henry Sawyer ,1868-03-24,"Norridgewock, Maine",1954-06-14,"Concord, New Hampshire",,,,,,,,,,,,,,,,M,director
Errol Stanley Sawyer,1943-08-08,"Miami, Florida, United States",2020-12-24,"Amsterdam, The Netherlands","Mathilde Fischer, architect",,,1.0,,Victor Leonard Sawyer,,,,,,,,,,M,director
John Scarpati,1960-06-29,"Great Bend, Kansas",,,,,,,,,,,,,,,,,,M,director
Keisha Scarville,,,,,,,,,,,,,,,,,,,,M,director
Kevin Schafer,,,,,,,,,,,,,,,,,,,,M,director
Jerrold Schatzberg,1927-06-26,"The Bronx, New York City, U.S.",,,,,,,,,,,,,,,,,,M,director
Rocky Schenck,1955-04-18,"Austin, Texas",,,,,,,,,,,,,,,,,,M,director
Rowland Scherman,,,,,,,,,,,,,,,,,,,,M,director
Irving Schild,,,,,,,,,,,,,,,,,,,,M,director
Nikolas Schiller,1980-10-10,"Ballwin, St. Louis, Missouri",,,,,,,,,,,,,,,,,,M,director
Ken Schles,,,,,,,,,,,,,,,,,,,,M,director
Peter Schlesinger,,,,,,,,,,,,,,,,,,,,M,director
Frank J. Schlueter,,,,,,,,,,,,,,,,,,,,M,director
Jason Schmidt ,,,,,,,,,,,,,,,,,,,,M,director
Kim Schoen,,,,,,,,,,,,,,,,,,,,M,director
