Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
List of Afghan women journalists,,,,,,,,,,,,,,,,,,,,F,journalist
Shakaiba Sanga Amaj,,,,,,,,,,,,,,,,,,,,F,journalist
Asma Rasmya,,,,,,,,,,,,,,,,,,,,F,journalist
Najiba Ayubi,,Afghanistan,,,,,,,,,,,,,,,,,,F,journalist
Zohra Daoud,,,,,,,,,,,,,,,,,,,,F,journalist
Maryam Durani,,,,,,,,,,,,,,,,,,,,F,journalist
Wahida Faizi,1994-05-17,"Kabul, Islamic State of Afghanistan",,,Tawfiq Waqef ​,2021-01-01,,1.0,0.0,,0.0,,,,,,,,,F,journalist
Farahnaz Forotan,1992-01-01,"Kabul, Afghanistan",,,,,,,,,,,,,,,,,,F,journalist
Basira Joya,1999-01-01,"Takhar Province, Afghanistan",,,,,,,,,,,,,,,,,,F,journalist
Saeeda Mahmood,,Afghanistan,,,,,,,,,,,,,,,,,,F,journalist
Mina Mangal,,,,,,,,,,,,,,,,,,,,F,journalist
Horia Mosadiq,,,,,,,,,,,,,,,,,,,,F,journalist
Fariba Nawa,1973-01-01,"Herat, Afghanistan",,,,,,,,,,,,,,,,,,F,journalist
Farida Nekzad,,,,,,,,,,,,,,,,,,,,F,journalist
Fatima Rahimi,,,,,,,,,,,,,,,,,,,,F,journalist
Anisa Shaheed,,,,,,,,,,,,,,,,,,,,F,journalist
Zakia Zaki,1972-01-01,Afghanistan,2007-06-04,"Jabal Saraj, Jabal Saraj District, Parwan, Afghanistan",Abdul Ahad Ranjabr,,,1.0,,Zaki and her husband Abdul had six children together.,,,,,,,,,,F,journalist
Valdete Antoni,,,,,,,,,,,,,,,,,,,,F,journalist
Diana Çuli,,,,,,,,,,,,,,,,,,,,F,journalist
Vera Isaku,1955-01-01,,,,Agim Isaku,,,1.0,,,,,,,,,,,,F,journalist
Irma Kurti,,,,,,,,,,,,,,,,,,,,F,journalist
Ludmilla Pajo,,,,,,,,,,,,,,,,,,,,F,journalist
Marigo Poçi,1882-02-02,"Korçë, Ottoman Empire",1932-02-23,"Vlorë, Albania",Jovan Posio,,,1.0,,,,,,,,,,,,F,journalist
Iliriana Sulkuqi,,,,,,,,,,,,,,,,,,,,F,journalist
Eni Vasili,,"Tirana, Albania",,,,,,,,,,,,,,,,,,F,journalist
Arbana Xharra,,,,,,,,,,,,,,,,,,,,F,journalist
Nassira Belloula,,,,,,,,,,,,,,,,,,,,F,journalist
Khadija Benguenna,,,,,,,,,,,,,,,,,,,,F,journalist
Djamila Debèche,,,,,,,,,,,,,,,,,,,,F,journalist
Salima Ghezali,1958-01-01,"Bouïra, French Algeria",,,,,,,,,,,,,,,,,,F,journalist
Baya El Hachemi,1966-01-01,"Algiers, Algeria",,,,,,,,,,,,,,,,,,F,journalist
Mimi Hafida,1965-08-26,"Batna, Algeria",,,,,,,,,,,,,,,,,,F,journalist
Aïcha Lemsine,,,,,,,,,,,,,,,,,,,,F,journalist
Leïla Marouane,,,,,,,,,,,,,,,,,,,,F,journalist
Elaine Klein,1928-01-01,"Hempstead, New York",,,Mokhtar Mokhtefi,,,1.0,,,,,,,,,,,,F,journalist
Nabila Ramdani,,France,,,,,,,,,,,,,,,,,,F,journalist
National Federation of Press Women,,,,,,,,,,,,,,,,,,,,F,journalist
American News Women's Club,,,,,,,,,,,,,,,,,,,,F,journalist
Hispanic and Latino American women in journalism,,,,,,,,,,,,,,,,,,,,F,journalist
Deena Aljuhani Abdulaziz,,,,,,,,,,,,,,,,,,,,F,journalist
Martha Ackmann,,,,,,,,,,,,,,,,,,,,F,journalist
Margarita Alcantara,,,,,,,,,,,,,,,,,,,,F,journalist
Kathleen Alcott,1988-10-17,,,,,,,,,,,,,,,,,,,F,journalist
Cynthia May Westover,1862-05-31,"Afton, Iowa",1931-01-08,"Brooklyn, New York (home)",John B. Alden ​,1896-01-01,,1.0,0.0,,0.0,,,,,,,,,F,journalist
Dorothy Keeley,1896-03-13,"Chicago, Illinois, United States",1966-07-04,"Lake Forest, Illinois, United States",Graham Aldis ​,1922-01-01,,1.0,0.0,"1 son, 3 daughters",0.0,,,,,,,,,F,journalist
Mildred Aldrich,,,,,,,,,,,,,,,,,,,,F,journalist
Jacqueline Michele Alemany,1989-02-24,"Scarsdale, New York, US",,,,,,,,,,,,,,,,,,F,journalist
Dolores Alexander,1931-08-10,"Newark, New Jersey, United States",2008-05-13,"Palm Harbor, Florida, United States",,,,,,,,,,,,,,,,F,journalist
Matilda Greathouse Alexander,1842-06-14,Mount Vernon ,1904-09-28,,,,,,,,,,,,,,,,,F,journalist
Kristin Kuhns Alexandre,,,,,,,,,,,,,,,,,,,,F,journalist
Maytha Alhassen,,,,,,,,,,,,,,,,,,,,F,journalist
Jodie Allen,,United States,,,,,,,,,,,,,,,,,,F,journalist
María Consolación Álvarez González,1957-01-01,"Logroño, Spain",,,,,,,,,,,,,,,,,,F,journalist
Carmen M. Amedori,,,,,,,,,,,,,,,,,,,,F,journalist
Freda Ameringer,1892-11-17,"Huntington, Arkansas, U.S.",1988-10-04,"Oklahoma City, Oklahoma, U.S.",Oscar Ameringer,,,1.0,,,,1870-08-04,"Achstetten, Kingdom of Württemberg",1943-11-05,"Oklahoma City, Oklahoma, U.S.",1.0,,,Freda Ameringer,F,journalist
Julia A. Ames,,,,,,,,,,,,,,,,,,,,F,journalist
Jane Amsterdam,1951-06-15,"Philadelphia, Pennsylvania, U.S.",,,Jonathan Larsen ​ ​,1985-01-01,2000-01-01,1.0,1.0,,0.0,,,,,,,,,F,journalist
Geeta Anand,,,,,,,,,,,,,,,,,,,,F,journalist
Marcia Evelyn Cunningham,,,,,,,,,,,,,,,,,,,,F,journalist
Anne Marie Jeffords,,,,,,,,,,,,,,,,,,,,F,journalist
Doris Smith,1897-11-14,"Chico, California, USA",1971-01-01,"Washington, District of Columbia, USA",Anthony Jowitt,,,1.0,,,,,,,,,,,,F,journalist
Edith Handelsman,1915-11-30,"New York, United States",1999-04-13,"Berlin, Germany","Victor Teich,Max Schröder",,,1.0,,Cornelia (born 1949),,,,,,,,,,F,journalist
Foster Anderson,1888-01-06,"Atlanta, Georgia, U.S.",1972-05-05,"Madrid, Spain",Deems Taylor ​,1910-01-01,1918-01-01,2.0,1.0,,0.0,,,,,,,,,F,journalist
Marie Willard Anderson,1916-04-19,"Pensacola, Florida",1996-07-02,"Altamonte Springs, Florida",,,,,,,,,,,,,,,,F,journalist
Mary Kay Andrews,,,,,,,,,,,,,,,,,,,,F,journalist
Natalie Angier,1958-02-16,"New York City, U.S.",,,Rick Weiss,,,1.0,,Katherine Weiss Angier,,,,,,,,,,F,journalist
Anne Barnard,,,,,,,,,,,,,,,,,,,,F,journalist
Christina Antolini,,"Maine, US",,,,,,,,,,,,,,,,,,F,journalist
Marie Arana,,,,,,,,,,,,,,,,,,,,F,journalist
Karen W. Arenson,1949-01-01,New York,,,,,,,,,,,,,,,,,,F,journalist
Laila Al-Arian,,,,,,,,,,,,,,,,,,,,F,journalist
Alice Reeve,1940-11-06,"Chicago, Illinois, U.S.",2016-02-29,"New York, New York, U.S.",James Hoge​ ​,1962-01-01,1971-01-01,2.0,1.0,3,0.0,,,,,,,,,F,journalist
Eve Cohen,1912-04-21,"Philadelphia, Pennsylvania, U.S.",2012-01-04,"London, England",Arnold Arnold ​,,,1.0,1.0,"1 son, Frank",0.0,,,,,,,,,F,journalist
Gina Arnold,,,,,,,,,,,,,,,,,,,,F,journalist
Amy Beth Aronson,1962-11-09,,,,,,,,,,,,,,,,,,,F,journalist
Meredith Artley,,,,,,,,,,,,,,,,,,,,F,journalist
Kristen Ashburn,,,,,,,,,,,,,,,,,,,,F,journalist
Dore Ashton,,,,,,,,,,,,,,,,,,,,F,journalist
Emily Atkin,,,,,,,,,,,,,,,,,,,,F,journalist
Dawn Atkins ,,,,,,,,,,,,,,,,,,,,F,journalist
Eleanor Stackhouse,1863-01-01,"Rensselaer, Indiana, United States",1942-11-04,,Francis Blake Atkinson​ ​,1890-01-01,,1.0,0.0,"two daughters: Dorothy, Frances",0.0,,,,,,,,,F,journalist
Karen Attiah,1986-08-12,"Desoto, Texas, United States",,,,,,,,,,,,,,,,,,F,journalist
Susan Audé,1952-10-31,,,,,,,,,,,,,,,,,,,F,journalist
Delia Austrian,1874-09-18,"Cleveland, Ohio",1928-11-26,"Manhattan, New York",,,,,,,,,,,,,,,,F,journalist
Myrta Lockett Avary,,,,,,,,,,,,,,,,,,,,F,journalist
Harriet Hubbard Ayer,,,,,,,,,,,,,,,,,,,,F,journalist
Eve Babitz,,,,,,,,,,,,,,,,,,,,F,journalist
Margaret Hartman Markoe Bache,,,,,,,,,,,,,,,,,,,,F,journalist
Sarah Pulliam Bailey,,,,,,,,,,,,,,,,,,,,F,journalist
Lailee Bakhtiar,,,,,,,,,,,,,,,,,,,,F,journalist
Eleanor Baldwin,,,,,,,,,,,,,,,,,,,,F,journalist
Ruth Ann Baldwin,1886-09-30,"West Suffield, Connecticut, USA",,,Leo Olof Pierson,,,1.0,,,,1888-12-25,"Abilene, Kansas, USA",1943-10-02,"Los Angeles, California, USA",1.0,0.0,,Ruth Ann Baldwin ​,F,journalist
Susan Ford Bales,,,,,,,,,,,,,,,,,,,,F,journalist
Krystal Marie Ball,1981-11-24,"King George County, Virginia, U.S.",,,Jonathan Dariyanani ​,,,2.0,1.0,,0.0,,,,,,,,,F,journalist
Isabel Worrell Ball,,,,,,,,,,,,,,,,,,,,F,journalist
Liz Balmaseda,,,,,,,,,,,,,,,,,,,,F,journalist
Jacqueline Marie Banaszynski,1952-04-17,"Pulaski, Wisconsin, United States",,,,,,,,,,,,,,,,,,F,journalist
Jen Banbury,,,,,,,,,,,,,,,,,,,,F,journalist
Elizabeth Brister Banks,1865-05-02,"Trenton, New Jersey, USA",1938-07-18,"London, England, UK",,,,,,,,,,,,,,,,F,journalist
Nancy Huston Banks,,,,,,,,,,,,,,,,,,,,F,journalist
Leila Barclay,,,,,,,,,,,,,,,,,,,,F,journalist
Kim Barker,1970-01-01,"Billings, Montana, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Nancy Barnes,1961-01-01,,,,,,,,,,,,,,,,,,,F,journalist
Amy DuBois Barnett,1969-01-01,"Hyde Park, Chicago, United States",,,,,,,,,,,,,,,,,,F,journalist
Martha Barnette,,,,,,,,,,,,,,,,,,,,F,journalist
Lori Barth,,,,,,,,,,,,,,,,,,,,F,journalist
Sarah Bartlett,,,,,,,,,,,,,,,,,,,,F,journalist
Ann Barzel,,,,,,,,,,,,,,,,,,,,F,journalist
Alison Bass,,,,,,,,,,,,,,,,,,,,F,journalist
Mary Bass,,,,,,,,,,,,,,,,,,,,F,journalist
Emily Verdery Battey,,,,,,,,,,,,,,,,,,,,F,journalist
Dawn-Michelle Baude,,,,,,,,,,,,,,,,,,,,F,journalist
Cat Bauer,,,,,,,,,,,,,,,,,,,,F,journalist
Jill Bauer,,,,,,,,,,,,,,,,,,,,F,journalist
Emily Bavar,1915-01-01,,2003-07-28,,,,,,,,,,,,,,,,,F,journalist
Betty Bayé,1946-04-12,"Brooklyn, New York City, New York, United States",,,,,,,,Three children (names not mentioned),,,,,,,,,,F,journalist
Marvella Bayh,1933-02-14,"Lahoma, Oklahoma",1979-04-24,"Bethesda, Maryland",Birch Bayh ​,1952-01-01,,1.0,0.0,Birch Evans Bayh III,0.0,,,,,,,,,F,journalist
Jessie Richmond Tarbox,1870-12-23,"Hamilton, Ontario, Canada",1942-05-30,New York City,Alfred Tennyson Beals​ ​,1897-01-01,,1.0,0.0,,0.0,,,,,,,,,F,journalist
Melba Joy Patillo,1941-12-07,"Little Rock, Arkansas, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Muriel Nikki Brink,1928-03-07,"Detroit, Michigan, U.S.",2014-11-10,"Tallahassee, Florida, U.S.",Richard A. Beare ​,1946-01-01,,1.0,0.0,1,0.0,,,,,,,,,F,journalist
Elizabeth Mary Beatty,1886-01-01,,1947-01-01,,,,,,,,,,,,,,,,,F,journalist
Jo Becker,,,,,,,,,,,,,,,,,,,,F,journalist
Bettina Bedwell,1889-01-13,"Broken Bow, NE",1947-04-29,"New York, NY",Abraham Rattner,,,1.0,,,,1895-07-08,"Poughkeepsie, New York",1978-02-14,"New York, New York[1]",2.0,0.0,,Bettina Bedwell​ ​,F,journalist
Jessica Beinecke,,,,,,,,,,,,,,,,,,,,F,journalist
Lisa Belkin,,,,,,,,,,,,,,,,,,,,F,journalist
Mona Bell,,,,,,,,,,,,,,,,,,,,F,journalist
Dodie Bellamy,,,,,,,,,,,,,,,,,,,,F,journalist
Pam Belluck,,,,,,,,,,,,,,,,,,,,F,journalist
Danielle Belton,,,,,,,,,,,,,,,,,,,,F,journalist
Chental-Song Bembry,1996-11-05,"Newark, New Jersey, United States",,,,,,,,,,,,,,,,,,F,journalist
Marylin Bender,1925-04-25,"Brooklyn, NY",2020-10-19,"Manhattan, NY",Selig Altschul,,,1.0,,James Sloan,,,,,,,,,,F,journalist
Jennifer Bendery,,,,,,,,,,,,,,,,,,,,F,journalist
Helen Benedict,,,,,,,,,,,,,,,,,,,,F,journalist
Helen Marie Bennett,1872-09-17,"Washington, Iowa, U.S.",1962-04-22,"Providence, Rhode Island[1]",,,,,,,,,,,,,,,,F,journalist
Kaitlin Marie Bennett,1995-10-15,"Zanesville, Ohio, U.S.",,,Justin Moldow ​,2020-01-01,,1.0,0.0,1,0.0,,,,,,,,,F,journalist
Mildred Jacqueline Bremler,1897-05-22,"San Francisco, California",1960-11-07,,,,,,,,,,,,,,,,,F,journalist
Phyllis Bennis,1951-01-19,,,,,,,,,,,,,,,,,,,F,journalist
Christine Benvenuto,,,,,,,,,,,,,,,,,,,,F,journalist
Helen Corinne Bergen,,,,,,,,,,,,,,,,,,,,F,journalist
Mélanie Berliet,,United States,,,,,,,,,,,,,,,,,,F,journalist
Claire Berlinski,1968-01-01,"California, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Lara Berman,1980-05-05,,,,,,,,,,,,,,,,,,,F,journalist
Caroline Suydam Berryman,1861-12-28,"New Haven, Connecticut",1948-04-06,"Blue Bird CottageNewport, Rhode Island",Lorillard Spencer Jr.​ ​,1882-01-01,,1.0,0.0,Lorillard Suydam SpencerLynette Suydam SpencerNina Gladys Spencer,1.0,,,,,,,,,F,journalist
Natasha Bertrand,1992-05-12,,,,,,,,,,,,,,,,,,,F,journalist
Alexandra Eve Berzon,1979-01-01,"Berkeley, California, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Alison Bethel-McKenzie,,,,,,,,,,,,,,,,,,,,F,journalist
Kate Betts,,,,,,,,,,,,,,,,,,,,F,journalist
Edyth Carter Beveridge,1862-01-01,,1927-08-29,,,,,,,,,,,,,,,,,F,journalist
Megan Beyer,,,,,,,,,,,,,,,,,,,,F,journalist
Sarah Elizabeth Holden,1838-01-01,"Sweden, Maine",1898-01-01,"Cleveland, OH",,,,,,,,,,,,,,,,F,journalist
Daisy Kessler Biermann,,,,,,,,,,,,,,,,,,,,F,journalist
Henrietta A. Bingham,,,,,,,,,,,,,,,,,,,,F,journalist
Sarah Bird,,,,,,,,,,,,,,,,,,,,F,journalist
Joan Biskupic,,,,,,,,,,,,,,,,,,,,F,journalist
Alice Stone Blackwell,1857-09-14,"Orange, New Jersey, US",1950-03-15,"Cambridge, Massachusetts, US",,,,,,,,,,,,,,,,F,journalist
Emma Helen Blair,,,,,,,,,,,,,,,,,,,,F,journalist
Stella Bloch,1897-12-18,"Tarnau, Austria-Hungary (now Tarnów, Poland)",1999-01-20,"Bethel, Connecticut, U.S.",Ananda CoomaraswamyEdward Eliscu,,,1.0,,2 sons,,,,,,,,,,F,journalist
Deborah Blum,1954-10-19,"Urbana, Illinois, U.S.",,,Peter Haugen[1],,,1.0,,2,,,,,,,,,,F,journalist
Ruthie Blum,,,,,,,,,,,,,,,,,,,,F,journalist
Mary Blume,,,,,,,,,,,,,,,,,,,,F,journalist
Karen Blumenthal,,,,,,,,,,,,,,,,,,,,F,journalist
Robyn Blumner,1961-05-14,"New York City, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Deborah Boliver Boehm,,,,,,,,,,,,,,,,,,,,F,journalist
Katherine Boehret,1980-01-01,"Allentown, Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Caren Bohan,,,,,,,,,,,,,,,,,,,,F,journalist
Kate Bohner,1967-04-14,"Wilmington, Delaware, US",,,,,,,,,,,,,,,,,,F,journalist
Cheryl Bolen,,,,,,,,,,,,,,,,,,,,F,journalist
Kate Bolick,,,,,,,,,,,,,,,,,,,,F,journalist
Alexia Tsotsis,1982-01-01,,,,Niko Bonatsos,,,1.0,,,,,,,,,,,,F,journalist
Thérèse Bonney,1894-07-15,"Syracuse, New York",1978-01-15,"Paris, France",,,,,,,,,,,,,,,,F,journalist
Niala Boodhoo,,"Miami, Florida, US",,,,,,,,,,,,,,,,,,F,journalist
Edna Lee Booker,,,,,John Potter,,,1.0,,Patricia Luce Chapman,,,,,,,,,,F,journalist
Thelma Berlack Boozer,,,,,,,,,,,,,,,,,,,,F,journalist
Karen T. Borchers,,,,,,,,,,,,,,,,,,,,F,journalist
Myram Borders,,,,,,,,,,,,,,,,,,,,F,journalist
Brooke Borel,,"Topeka, Kansas",,,,,,,,,,,,,,,,,,F,journalist
Patricia Bosworth,,,,,,,,,,,,,,,,,,,,F,journalist
Margaret White,1904-06-14,"New York City, U.S.",1971-08-27,"Stamford, Connecticut, U.S.",Everett Chapman​ ​,1924-01-01,1926-01-01,2.0,2.0,,0.0,,,,,,,,,F,journalist
Mary Angela Barnett,1949-09-25,"Ayios Dhometios, British Cyprus",,,David Robert Jones,1970-01-01,1980-01-01,1.0,1.0,"2, including Duncan Jones",0.0,1947-01-08,"London, England",2016-01-10,"New York City, US",2.0,1.0,"2, including Duncan Jones",Angie Barnett​ ​,F,journalist
Nellie Bowles,,,,,,,,,,,,,,,,,,,,F,journalist
Bettina Boxall,1952-01-01,,,,,,,,,,,,,,,,,,,F,journalist
Sarah Boxer,,,,,,,,,,,,,,,,,,,,F,journalist
Eleanor Hoyt Brainerd,,,,,,,,,,,,,,,,,,,,F,journalist
Jerilyn Lee Brandelius,,,,,,,,,,,,,,,,,,,,F,journalist
Susan Orr,1941-07-08,"Philadelphia, Pennsylvania, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Lilian Jackson Braun,,,,,,,,,,,,,,,,,,,,F,journalist
Blair Braverman,,,,,,,,,,,,,,,,,,,,F,journalist
Maeve Brennan,1917-01-06,Dublin ,1993-11-01,New York City ,St. Clair McKelway,,,1.0,,,,1905-02-13,Charlotte ,1980-01-10,New York City ,,,,,F,journalist
Marie Harriet Brenner,1949-12-15,"San Antonio, Texas",,,Jonathan Schwartz​ ​,1979-01-01,1984-01-01,2.0,1.0,1,0.0,,,,,,,,,F,journalist
Jennifer Brien,,,,,,,,,,,,,,,,,,,,F,journalist
Emily Briggs,1830-09-14,"Burton, Ohio",1910-07-03,"Washington, D.C.",John R. Briggs Jr.​ ​,1854-01-01,,1.0,0.0,,1.0,,,,,,,,,F,journalist
Juli Briskman,,,,,,,,,,,,,,,,,,,,F,journalist
Donna Marie Britt,1954-01-01,"Gary, Indiana, U.S.",,,Kevin Merida ​,1992-01-01,,1.0,0.0,"3, including Darrell Britt-Gibson",0.0,1957-01-17,"Wichita, Kansas, U.S.",,,1.0,0.0,"3, including Darrell Britt-Gibson",Donna Britt ​,F,journalist
Jamie Broadnax,,,,,,,,,,,,,,,,,,,,F,journalist
Dorothy Dunbar Bromley,,,,,,,,,,,,,,,,,,,,F,journalist
Geraldine Brooks ,,,,,,,,,,,,,,,,,,,,F,journalist
Sheila Brooks,,,,,,,,,,,,,,,,,,,,F,journalist
Bethany Brookshire,,,,,,,,,,,,,,,,,,,,F,journalist
Meredith Broussard,,United States,,,,,,,,,,,,,,,,,,F,journalist
Kristen Prata Browde,1950-01-01,,,,,,,,,2,,,,,,,,,,F,journalist
Kate Andersen Brower,,,,,,,,,,,,,,,,,,,,F,journalist
Carrie Budoff,,,,,,,,,,,,,,,,,,,,F,journalist
Harriet Chedie Connor,1872-09-11,"Burlington, Iowa, US",1962-07-09,"Ithaca, New York, US",,,,,,,,,,,,,,,,F,journalist
Julie K. Brown,1961-01-01,"Philadelphia, Pennsylvania, U.S.",,,,,,,,2,,,,,,,,,,F,journalist
Patricia Brown,1963-10-11,"Windsor, Ontario, Canada",,,,,,,,,,,,,,,,,,F,journalist
Rosalind Bengelsdorf,1916-04-30,"New York, N.Y.",1979-02-10,"New York, N.Y.",Byron Browne,,,1.0,,,,,,,,,,,,F,journalist
Jessica Bruder,,,,,,,,,,,,,,,,,,,,F,journalist
Liz Brunner,1959-01-01,"Hartford, Connecticut",,,,,,,,,,,,,,,,,,F,journalist
Joan Juliet Buck,,,,,,,,,,,,,,,,,,,,F,journalist
Caroline Orr Bueno,,,,,,,,,,,,,,,,,,,,F,journalist
Emma Bugbee,1888-05-19,"Shippensburg, Pennsylvania",1981-10-06,"Warwick, Rhode Island",,,,,,,,,,,,,,,,F,journalist
LaSharah Bunting,,,,,,,,,,,,,,,,,,,,F,journalist
Elinor Burkett,1946-10-09,"Philadelphia, United States",,,,,,,,,,,,,,,,,,F,journalist
Nina Burleigh,,"Chicago, Illinois",,,Erik Freeland,,,1.0,,2,,,,,,,,,,F,journalist
Olive Ann Burns,,,,,,,,,,,,,,,,,,,,F,journalist
Rebecca Burns ,,,,,,,,,,,,,,,,,,,,F,journalist
Susan Burnstine,,,,,,,,,,,,,,,,,,,,F,journalist
Olive Burt,,,,,,,,,,,,,,,,,,,,F,journalist
Bonnie Burton,1972-07-12,"Dodge City, Kansas, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Fanny Butcher,,,,,,,,,,,,,,,,,,,,F,journalist
Mary Edwards Bryan,1838-05-18,"Lloyd, Florida[1]",1913-06-15,"Clarkston, Georgia[2]",Iredell E. Bryan,,,1.0,,,,,,,,,,,,F,journalist
Lucretia Harvey,1881-09-04,"Iowa, U.S.",1968-12-22,"Upper Montclair, New Jersey, U.S.",,,,,,John Cage,,,,,,,,,,F,journalist
Susie Cagle,,,,,,,,,,,,,,,,,,,,F,journalist
Susannah Cahalan,1985-01-30,,,,Stephen Grywalski ​,2015-01-01,,1.0,0.0,2,0.0,,,,,,,,,F,journalist
Cathleen Calbert,,,,,,,,,,,,,,,,,,,,F,journalist
Gail Caldwell,,,,,,,,,,,,,,,,,,,,F,journalist
Maureen Callahan,,,,,,,,,,,,,,,,,,,,F,journalist
Patricia Callahan,,,,,,,,,,,,,,,,,,,,F,journalist
Rukmini Maria Sichitiu,1973-06-25,"Bucharest, Socialist Republic of Romania",,,,,,,,,,,,,,,,,,F,journalist
Kathleen Eaton Cannell,,,,,,,,,,,,,,,,,,,,F,journalist
Elaine A. Cannon,,,,,,,,,,,,,,,,,,,,F,journalist
Elizabeth Ann Wells,1859-12-07,"Salt Lake City, Utah",1942-09-02,"Salt Lake City, Utah",John Quayle Cannon​ ​,1879-01-01,1931-01-01,1.0,0.0,,1.0,,,,,,,,,F,journalist
Mary Cantwell,1930-05-10,"Providence, Rhode Island, U.S.",2000-02-01,"Manhattan, New York, U.S.",,,,,,,,,,,,,,,,F,journalist
Alice Carbone Tench,,,,,,,,,,,,,,,,,,,,F,journalist
Bridget Marie Carey,1984-01-01,"Miami Beach, Florida, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Irin Carmon,,,,,,,,,,,,,,,,,,,,F,journalist
Carole Carmichael,,,,,,,,,,,,,,,,,,,,F,journalist
Marion Carpenter,1920-03-06,,2002-10-29,"St. Paul, Minnesota, US",,,,,,1,,,,,,,,,,F,journalist
Marj Carpenter,1926-08-23,,2020-06-13,"Big Spring, Texas",,,,,,,,,,,,,,,,F,journalist
Siri Carpenter,,,,,,,,,,,,,,,,,,,,F,journalist
Cynthia Carr,,,,,,,,,,,,,,,,,,,,F,journalist
Elizabeth Jordan Carr,1981-12-28,"Norfolk, Virginia, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Kelly Carr,,,,,,,,,,,,,,,,,,,,F,journalist
Jennifer Lee Carrell,,,,,,,,,,,,,,,,,,,,F,journalist
Nicole Carroll ,1967-10-20,"Longview, Texas",,,Bradley P. Hartman,,,1.0,,,,,,,,,,,,F,journalist
Julie Cart,,Louisiana,,,,,,,,,,,,,,,,,,F,journalist
Ernestine Marie Fantl,1906-10-10,"Savannah, Georgia, US",1983-08-01,"Chelsea, London, UK",John Waynflete Carter,,,1.0,,,,,,,,,,,,F,journalist
Denise Caruso,1956-01-01,,,,,,,,,,,,,,,,,,,F,journalist
Elisabeth Luther Cary,1867-05-18,"Brooklyn, New York",1936-07-13,"Brooklyn, New York",,,,,,,,,,,,,,,,F,journalist
Estela Casas,,,,,,,,,,,,,,,,,,,,F,journalist
Kathryn Casey,,,,,,,,,,,,,,,,,,,,F,journalist
Maura J. Casey,,,,,,,,,,,,,,,,,,,,F,journalist
Vivian Castleberry,,,,,,,,,,,,,,,,,,,,F,journalist
Erika Celeste,,,,,,,,,,,,,,,,,,,,F,journalist
Debbie Cenziper,,,,,,,,,,,,,,,,,,,,F,journalist
Casey Cep,,"Eastern Shore of Maryland, U.S.",,,Kathryn Schulz,,,1.0,,1,,,,,,,,,,F,journalist
Raquel Cepeda,,,,,,,,,,,,,,,,,,,,F,journalist
Mimi Chakarova,,,,,,,,,,,,,,,,,,,,F,journalist
Meghna Chakrabarti,,"Boston, Massachusetts",,,,,,,,,,,,,,,,,,F,journalist
Judy Chamberlain,,,,,,,,,,,,,,,,,,,,F,journalist
Sharon Chan ,,,,,,,,,,,,,,,,,,,,F,journalist
Ailsa Chang,,,,,,,,,,,,,,,,,,,,F,journalist
Laura Chang,,"Seattle, Washington",,,,,,,,,,,,,,,,,,F,journalist
Lia Chang,1963-09-29,"San Francisco, California, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Kelu Chao,,,,,,,,,,,,,,,,,,,,F,journalist
Edith Chapin,,,,,,,,,,,,,,,,,,,,F,journalist
Jacqueline Charles,,"Grand Turk Island,Turks and Caicos Islands",,,,,,,,,,,,,,,,,,F,journalist
Barbara Charone,1952-01-01,,,,,,,,,,,,,,,,,,,F,journalist
Mary Chase ,,,,,,,,,,,,,,,,,,,,F,journalist
Maneet Chauhan,1976-10-27,"Ludhiana, Punjab, India[1]",,,Vivek Deora,,,1.0,,2,,,,,,,,,,F,journalist
Christine Chen,1968-01-01,"San Francisco, California, United States",,,,,,,,,,,,,,,,,,F,journalist
Te-Ping Chen,,,,,,,,,,,,,,,,,,,,F,journalist
Farai Chideya,1969-07-27,"Baltimore, Maryland, U.S.",,,,,,,,,,,,,,,,,,F,journalist
Young Choi,1976-02-07,"Seoul, South Korea",,,,,,,,,,,,,,,,,,F,journalist
Mary H.K. Choi,,"Seoul, South Korea",,,,,,,,,,,,,,,,,,F,journalist
Shirley Christian,,,,,,,,,,,,,,,,,,,,F,journalist
Jen Christiansen,,,,,,,,,,,,,,,,,,,,F,journalist
Kathy Chu,,,,,,,,,,,,,,,,,,,,F,journalist
Nancy Churnin,,,,,,,,,,,,,,,,,,,,F,journalist
Deena Clark,,,,,,,,,,,,,,,,,,,,F,journalist
Sue Cassidy Clark,,,,,,,,,,,,,,,,,,,,F,journalist
