Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
Berthe Bénichou-Aboulker,,,,,,,,,,,,,,,,,,,,F,playwrights
Fatima Bourega,1944-08-07,"El Harrouch, French Algeria",2020-09-15,"Paris, France",,,,,,,,,,,,,,,,F,playwrights
Colet Abedi,,,,,,,,,,,,,,,,,,,,F,playwrights
Liz Duffy Adams,,,,,,,,,,,,,,,,,,,,F,playwrights
Max D. Adams,,,,,,,,,,,,,,,,,,,,F,playwrights
Chimamanda Ngozi Adichie,,,,,,,,,,,,,,,,,,,,F,playwrights
Gerty Agoston,,,,,,,,,,,,,,,,,,,,F,playwrights
Ednah Robinson Aiken,,,,,,,,,,,,,,,,,,,,F,playwrights
Ulrika Akerstrom,1870-03-17,New York City,1941-08-10,"Willsboro, New York",Gus Bernard ​ ​,1899-01-01,,2.0,0.0,,1.0,,,,,,,,,F,playwrights
Zoe Akins,,,,,,,,,,,,,,,,,,,,F,playwrights
Katherine Albert,1902-10-06,"Louisville, Kentucky, U.S.",1970-07-26,"Santa Monica, California, U.S.",Dale Eunson,,,1.0,,Joan Evans,,,,,,,,,,F,playwrights
Eileen Albrizio,,,,,,,,,,,,,,,,,,,,F,playwrights
Mary Aldis ,1872-06-08,Chicago,1949-06-20,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Alexander ,,,,,,,,,,,,,,,,,,,,F,playwrights
Lucy Harrison,1983-01-01,"Florida, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Janet Allard,,,,,,,,,,,,,,,,,,,,F,playwrights
Claudia Allen,1954-10-02,,,,,,,,,,,,,,,,,,,F,playwrights
Jo Harvey Allen,,"Lubbock, Texas, United States",,,,,,,,,,,,,,,,,,F,playwrights
Christina Anderson ,,,,,,,,,,,,,,,,,,,,F,playwrights
Jane Anderson,1954-01-01,California,,,Tess Ayers,,,1.0,,1,,,,,,,,,,F,playwrights
Regina M. Anderson,1901-05-21,"Chicago, Illinois, US",1993-02-05,"Ossining, New York, US","William Trent Andrews, Jr.",,,1.0,,1,,,,,,,,,,F,playwrights
Grace Andreacchi,,,,,,,,,,,,,,,,,,,,F,playwrights
Yvonne L. Andrews,1951-04-23,"Chicago, Illinois, U.S.",,,Stephen Gaines,,,1.0,,,,,,,,,,,,F,playwrights
Maya Angelou,,,,,,,,,,,,,,,,,,,,F,playwrights
Victoria Ann Lewis,,,,,,,,,,,,,,,,,,,,F,playwrights
Annette Arkeketa,,,,,,,,,,,,,,,,,,,,F,playwrights
Inez Harriett Silverberg,1911-01-01,"Des Moines, Iowa, US",2006-05-08,"Yonkers, New York, US",Alvin Asher​ ​,1933-01-01,,2.0,0.0,1,1.0,,,,,,,,,F,playwrights
Alice Lawton,,,,,,,,,,,,,,,,,,,,F,playwrights
Rachel Axler,,"New York City, New York, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Annie Baker,,,,,,,,,,,,,,,,,,,,F,playwrights
Dorothy Baker ,,,,,,,,,,,,,,,,,,,,F,playwrights
Winnie Baldwin,1894-04-07,"Kentucky, U.S.",1969-10-07,"San Bernardino County, California, U.S.",,,,,,,,,,,,,,,,F,playwrights
Jen Banbury,,,,,,,,,,,,,,,,,,,,F,playwrights
Tanya Barfield,,,,,,,,,,,,,,,,,,,,F,playwrights
Charlotte Mary Sanford Barnes,1818-01-01,,1863-04-14,,,,,,,,,,,,,,,,,F,playwrights
Margaret Ayer,1886-04-08,"Chicago, Illinois",1967-10-25,"Cambridge, Massachusetts",Cecil Barnes ​,1910-01-01,,1.0,0.0,3 including Edward Larrabee Barnes,0.0,,,,,,,,,F,playwrights
Natalie Clifford Barney,1876-10-31,"Dayton, Ohio, US",1972-02-02,"Paris, France[1]",,,,,,,,,,,,,,,,F,playwrights
Jeannie Barroga,,,,,,,,,,,,,,,,,,,,F,playwrights
Clare Barron,,,,,,,,,,,,,,,,,,,,F,playwrights
Ada Lee Bascom,,,,,,,,,,,,,,,,,,,,F,playwrights
Sidney Frances Bateman,,,,,,,,,,,,,,,,,,,,F,playwrights
Jean Battlo,,"Kimball, West Virginia, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Cat Bauer,,,,,,,,,,,,,,,,,,,,F,playwrights
Terry Baum,,,,,,,,,,,,,,,,,,,,F,playwrights
Wanda Williams,,"Trenton, New Jersey, United States",,,,,,,,,,,,,,,,,,F,playwrights
Neena Beber,,,,,,,,,,,,,,,,,,,,F,playwrights
Ida M. Bowman,1880-03-28,"Armstrong, MO",,,H. W. Becks,,,1.0,,,,,,,,,,,,F,playwrights
Nikole Beckwith,,,,,,,,,,,,,,,,,,,,F,playwrights
Nell Benjamin,,,,,,,,,,,,,,,,,,,,F,playwrights
Cherie Bennett,,,,,,,,,,,,,,,,,,,,F,playwrights
Dorothy Bennett,1907-11-25,"DeKalb, Indiana, USA",1988-08-29,"San Diego, California, USA",Link Hannah,,,1.0,,,,,,,,,,,,F,playwrights
Eliza Bent,1982-05-30,"Brookline, Massachusetts",,,Dave Malloy,,,1.0,,,,1976-01-04,"Cleveland, Ohio, U.S.",,,1.0,,,Eliza Bent,F,playwrights
Aimée Daniell Beringer,,,,,,,,,,,,,,,,,,,,F,playwrights
Hilary Bettis,,,,,,,,,,,,,,,,,,,,F,playwrights
Sallie Bingham,,,,,,,,,,,,,,,,,,,,F,playwrights
Jocelyn Bioh,,"New York City, New York, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Pam Blackwell,,,,,,,,,,,,,,,,,,,,F,playwrights
Margaret Bland,1898-11-24,"Charlotte, North Carolina",1996-03-21,,,,,,,,,,,,,,,,,F,playwrights
Jessica Blank,,"New Haven, Connecticut, U.S.",,,Erik Jensen ​,2001-01-01,,1.0,0.0,,0.0,,"Detroit Lakes, Minnesota, U.S.",,,1.0,0.0,,Jessica Blank ​,F,playwrights
Radha Blank,1976-09-24,"New York City, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Martha Boesing,,,,,,,,,,,,,,,,,,,,F,playwrights
Marita Bonner,1899-06-16,"Boston, Massachusetts, U.S.",1971-12-06,"Chicago, Illinois, U.S.",,,,,,,,,,,,,,,,F,playwrights
Agnes Borinsky,,,,,,,,,,,,,,,,,,,,F,playwrights
Nancy Douglas Brush,1890-07-04,"Paris, France",1979-05-01,"Peterborough, New Hampshire",William Robert Pearmain,,,1.0,,,,,,,,,,,,F,playwrights
Jane Bowles,,,,,,,,,,,,,,,,,,,,F,playwrights
Nellie H. Bradley,,,1927-02-13,"Washington, D.C. ",,,,,,,,,,,,,,,,F,playwrights
Stephanie Braxton,1944-12-11,"Boston, Massachusetts, U.S.",,,Dan Hamilton,,,1.0,,,,,,,,,,,,F,playwrights
Deborah Brevoort,,,,,,,,,,,,,,,,,,,,F,playwrights
Ann Preston Bridgers,,,,,,,,,,,,,,,,,,,,F,playwrights
Sharon Bridgforth,,,,,,,,,,,,,,,,,,,,F,playwrights
Virginia Fox Brooks,1893-01-29,,1971-01-01,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Brown-Guillory,,,,,,,,,,,,,,,,,,,,F,playwrights
Alice Brown ,,,,,,,,,,,,,,,,,,,,F,playwrights
Maggie Brown,,,,,,,,,,,,,,,,,,,,F,playwrights
Mahogany L. Browne,,,,,,,,,,,,,,,,,,,,F,playwrights
Bekah Brunstetter,,,,,,,,,,,,,,,,,,,,F,playwrights
Dorothy Bryant,,,,,,,,,,,,,,,,,,,,F,playwrights
Nicole Maria Burdette,1963-12-24,"San Francisco, California, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Sarah Burgess ,,,,,,,,,,,,,,,,,,,,F,playwrights
Sophy Burnham,,,,,,,,,,,,,,,,,,,,F,playwrights
Mary P. Burrill,,,,,,,,,,,,,,,,,,,,F,playwrights
Beatrice Burton,1894-05-13,"Cleveland Ohio, U.S.A.",1983-04-13,"Naples, Florida, USA",,,,,,,,,,,,,,,,F,playwrights
Rachel Barton Butler,,,,,,,,,,,,,,,,,,,,F,playwrights
Anne Caldwell,,,,,,,,,,,,,,,,,,,,F,playwrights
Sheila Callaghan,,,,,,,,,,,,,,,,,,,,F,playwrights
Julia B. Cameron,1948-03-04,"Libertyville, Illinois, U.S.",,,Martin Charles Scorsese[1],1976-01-01,1977-01-01,1.0,1.0,1,0.0,1942-11-17,"New York City, U.S.",,,5.0,4.0,"3, including Domenica Cameron-Scorsese",Laraine Marie Brennan​ ​,F,playwrights
Margaret Cameron ,,,,,,,,,,,,,,,,,,,,F,playwrights
Katherine Cappiello,,"Brockton, Massachusetts",,,,,,,,,,,,,,,,,,F,playwrights
Elaine Sterne Carrington,,,,,,,,,,,,,,,,,,,,F,playwrights
Vera Caspary,,,,,,,,,,,,,,,,,,,,F,playwrights
Charise Castro Smith,,,,,,,,,,,,,,,,,,,,F,playwrights
Grace Cavalieri,,,,,,,,,,,,,,,,,,,,F,playwrights
Diana Cavallo,,,,,,,,,,,,,,,,,,,,F,playwrights
Audrey Cefaly,,,,,,,,,,,,,,,,,,,,F,playwrights
Laura Maria Censabella,,,,,,,,,,,,,,,,,,,,F,playwrights
Claire Chafee,,,,,,,,,,,,,,,,,,,,F,playwrights
Jane Chambers,,,,,,,,,,,,,,,,,,,,F,playwrights
Alice Chapin,1857-08-28,"Keene, New Hampshire, U.S.",1934-07-05,"Keene, New Hampshire, U.S.",Harvey Merrill Ferris,,,1.0,,2,,,,,,,,,,F,playwrights
Mary Anne Morrison,1892-01-05,"Shoals, Indiana, US",1967-04-07,"Hollywood, California, US",Newton Chapin,,,1.0,,,,,,,,,,,,F,playwrights
Susan Charlotte,,,,,,,,,,,,,,,,,,,,F,playwrights
E.E. Charlton-Trujillo,,,,,,,,,,,,,,,,,,,,F,playwrights
Mary Chase ,,,,,,,,,,,,,,,,,,,,F,playwrights
Vicki Caroline Cheatwood,,,,,,,,,,,,,,,,,,,,F,playwrights
Annie Moore Cherry,,,,,,,,,,,,,,,,,,,,F,playwrights
Alice Herndon,1916-10-12,"Charleston, South Carolina, U.S.",1994-08-14,"New York City, U.S.",,,,,,,,,,,,,,,,F,playwrights
Kirsten Childs,,,,,,,,,,,,,,,,,,,,F,playwrights
Carla Ching,,,,,,,,,,,,,,,,,,,,F,playwrights
Julia Cho,1975-07-05,"Los Angeles, California, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Charlotte Chorpenning,,,,,,,,,,,,,,,,,,,,F,playwrights
Paula Cizmar,,,,,,,,,,,,,,,,,,,,F,playwrights
Eliza Clark ,,"Darien, Connecticut, U.S.",,,Zack Whedon ​,2012-01-01,,1.0,0.0,,0.0,,,,,,,,,F,playwrights
Kathleen Clark,,,,,,,,,,,,,,,,,,,,F,playwrights
Cheril N. Clarke,1980-09-24,"Toronto, Ontario, Canada",,,,,,,,,,,,,,,,,,F,playwrights
Lenore Coffee,1896-07-13,"San Francisco, California, U.S.",1984-07-02,"Woodland Hills, Los Angeles, California, U.S.",William J. Cowen,,,1.0,,,,,,,,,,,,F,playwrights
Sarah Blacher Cohen,,,,,,,,,,,,,,,,,,,,F,playwrights
Eugenia Collier,,,,,,,,,,,,,,,,,,,,F,playwrights
Kathleen Collins,,,,,,,,,,,,,,,,,,,,F,playwrights
Kristiana Rae Colón,,,,,,,,,,,,,,,,,,,,F,playwrights
Basya Cohen,1917-05-03,"Brooklyn, New York",2006-11-23,"New York City, New York",Steven Kyle né Siegfried Schutzman  ​ ​,1942-01-01,,1.0,0.0,2,1.0,,,,,,,,,F,playwrights
Anne Commire,,,,,,,,,,,,,,,,,,,,F,playwrights
Constance Congdon,,,,,,,,,,,,,,,,,,,,F,playwrights
Martie Cook,,,,,,,,,,,,,,,,,,,,F,playwrights
Susana Cook,,,,,,,,,,,,,,,,,,,,F,playwrights
Marjorie Benton Cooke,,,,,,,,,,,,,,,,,,,,F,playwrights
J. California Cooper,,,,,,,,,,,,,,,,,,,,F,playwrights
Sara Cooper,,,,,,,,,,,,,,,,,,,,F,playwrights
Fernanda Coppel,,,,,,,,,,,,,,,,,,,,F,playwrights
Erin Courtney,,,,,,,,,,,,,,,,,,,,F,playwrights
Jane Bailey,1883-12-14,"Boston, Massachusetts, U.S.",1950-06-22,"Santa Monica, California, U.S.",Adolph Klauber​ ​,1906-01-01,1930-01-01,1.0,1.0,,0.0,,,,,,,,,F,playwrights
Cusi Cram,,,,,,,,,,,,,,,,,,,,F,playwrights
Juli Crockett,,"Enterprise, Alabama, US",,,,,,,,,,,,,,,,,,F,playwrights
Rachel Crothers,,,,,,,,,,,,,,,,,,,,F,playwrights
Migdalia Cruz,,,,,,,,,,,,,,,,,,,,F,playwrights
Gretchen Kiger,1935-10-17,"Dunreith, Indiana, U.S.",,,David Cryer​ ​,1958-01-01,1971-01-01,1.0,1.0,"3, including Jon Cryer",0.0,,,,,,,,,F,playwrights
Alexandra Cunningham,,,,,,,,,,,,,,,,,,,,F,playwrights
Catherine Chisholm Cushing,,,,,,,,,,,,,,,,,,,,F,playwrights
Eliza Lanesford Cushing,,,,,,,,,,,,,,,,,,,,F,playwrights
Joan Cushing,1946-08-18,"Evanston, IL U.S.",,,Paul J. Buchbinder,,,1.0,,2,,,,,,,,,,F,playwrights
Lisa D'Amour,,,,,,,,,,,,,,,,,,,,F,playwrights
Gwen Davis,,,,,,,,,,,,,,,,,,,,F,playwrights
Henrietta Vinton Davis,1860-08-25,"Baltimore, Maryland, United States",1941-11-23,"Washington, D.C., United States",Thomas T. Symmons,,,1.0,,,,,,,,,,,,F,playwrights
Thulani Davis,,,,,,,,,,,,,,,,,,,,F,playwrights
Cecil Dawkins,,,,,,,,,,,,,,,,,,,,F,playwrights
Mercedes de Acosta,,,,,,,,,,,,,,,,,,,,F,playwrights
Marian de Forest,,,,,,,,,,,,,,,,,,,,F,playwrights
Sophie Radford de Meissner,,,,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Mary Willis,1886-01-01,"Augusta, Georgia, US",1983-01-01,,John David DeHuff,,,1.0,,,,,,,,,,,,F,playwrights
Kathleen Delaney,,,,,Matthew Scott Guthrie,,,1.0,,2,,,,,,,,,,F,playwrights
Sarah DeLappe,,,,,,,,,,,,,,,,,,,,F,playwrights
Stefanie DeLeo,1982-04-22,"Portsmouth, Virginia, U.S.",,,Fred Hudson Christian IV,,,1.0,,,,,,,,,,,,F,playwrights
Sandra Delgado,,,,,,,,,,,,,,,,,,,,F,playwrights
Viña Delmar,,,,,,,,,,,,,,,,,,,,F,playwrights
Darcie Dennigan,1975-01-01,Rhode Island,,,,,,,,,,,,,,,,,,F,playwrights
Lydia R. Diamond,,,,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Diggs,,,,,,,,,,,,,,,,,,,,F,playwrights
Anna Laura Fish,1852-02-20,"Glens Falls, New York",1886-02-10,"Greenwich, New York",,,,,,,,,,,,,,,,F,playwrights
Alice Dougan Donovan,1880-08-16,"Saint Paul, Minnesota",1971-03-28,"Minneapolis, Minnesota",,,,,,"3, including Hedley Donovan",,,,,,,,,,F,playwrights
Viola Herms,1920-02-08,"Düsseldorf, Germany",2011-08-11,"Washington, D.C., United States",Francis S. Drath​ ​,1947-01-01,,2.0,0.0,2,1.0,,,,,,,,,F,playwrights
Jackie Sibblies Drury,,,,,,,,,,,,,,,,,,,,F,playwrights
Phyllis Duganne,,,,,,,,,,,,,,,,,,,,F,playwrights
Thelma Myrtle Duncan,1902-01-01,"St. Louis, Missouri",,,,,,,,,,,,,,,,,,F,playwrights
Héloïse Durant Rose,,,,,,,,,,,,,,,,,,,,F,playwrights
Laura Eason,,,,,,,,,,,,,,,,,,,,F,playwrights
Lisa Edelstein,1966-05-21,"Boston, Massachusetts, U.S.",,,Robert Russell ​,2014-01-01,,1.0,0.0,,0.0,,,,,,,,,F,playwrights
Zetta Elliott,,,,,,,,,,,,,,,,,,,,F,playwrights
Edith Ellis ,,,,,,,,,,,,,,,,,,,,F,playwrights
Crystal R. Emery,,,,,,,,,,,,,,,,,,,,F,playwrights
Eve Ensler,1953-05-25,"New York City, U.S.",,,Richard McDermott​ ​,1978-01-01,1988-01-01,1.0,1.0,,0.0,,,,,,,,,F,playwrights
Phoebe Wolkind,1914-01-26,"New York City, New York, U.S.",1971-10-13,New York City,Henry Ephron ​ ​,1934-01-01,,1.0,0.0,Nora EphronDelia EphronHallie EphronAmy Ephron,0.0,1911-05-26,"New York City, New York, U.S.",1992-09-06,"Los Angeles, California, U.S.",2.0,1.0,Nora EphronDelia EphronHallie EphronAmy Ephron,Phoebe Wolkind ​ ​,F,playwrights
Alice Henson Ernst,,,,,,,,,,,,,,,,,,,,F,playwrights
Georgina Escobar,,,,,,,,,,,,,,,,,,,,F,playwrights
Marion Neiswanger,1875-10-24,"Richmond, Virginia, U.S.",1970-10-02,"Los Angeles, California, U.S.",William Phillips,1899-01-01,,1.0,0.0,,1.0,1864-04-10,"Nevada City, California, U.S.",1943-03-10,"Encino, California, U.S.",1.0,0.0,,Marion Fairfax ​,F,playwrights
Larissa FastHorse,,,,,,,,,,,,,,,,,,,,F,playwrights
Margaretta Faugères,,,,,,,,,,,,,,,,,,,,F,playwrights
Halley Feiffer,1984-11-20,,,,,,,,,,,,,,,,,,,F,playwrights
Merle Feld,,,,,,,,,,,,,,,,,,,,F,playwrights
Terri Sue Feldshuh,1948-12-27,"Manhattan, New York City, U.S.",,,Andrew Harris Levy ​,1977-01-01,,1.0,0.0,2,0.0,,,,,,,,,F,playwrights
Edna Ferber,,,,,,,,,,,,,,,,,,,,F,playwrights
Lindsey Ferrentino,,,,,,,,,,,,,,,,,,,,F,playwrights
Lucine Finch,1875-01-01,,1947-04-26,"Greenwich, Connecticut, U.S.",,,,,,,,,,,,,,,,F,playwrights
Carrie Frances Fisher,1956-10-21,"Burbank, California, U.S.",2016-12-27,"Los Angeles, California, U.S.",Paul Simon​ ​,1983-01-01,1984-01-01,1.0,1.0,Billie Lourd,0.0,,,,,,,,,F,playwrights
Edith Fitzgerald,1889-01-23,"Burnside, Kentucky, US",1968-02-04,"Charlotte, North Carolina, US",,,,,,,,,,,,,,,,F,playwrights
Hallie Ferguson,1889-08-27,"Redfield, South Dakota",1969-06-23,"Old Tappan, New Jersey",,,,,,,,,,,,,,,,F,playwrights
Hildegarde Flanner,,,,,,,,,,,,,,,,,,,,F,playwrights
Lydia Coyne Fletcher,1853-01-01,"Dublin, Ireland",1904-03-02,"Washington, D.C.",,,,,,,,,,,,,,,,F,playwrights
Inglis Fletcher,,,,,,,,,,,,,,,,,,,,F,playwrights
Violet Lucille Fletcher,1912-03-28,"Brooklyn, New York",2000-08-31,"Langhorne, Pennsylvania",Maximillian Herman,,,1.0,,Dorothy Louise Herrmann  Wendy Elizabeth Herrmann,,1911-06-29,"New York City, U.S.",1975-12-24,"Los Angeles, California, U.S.",3.0,2.0,2,Lucille Fletcher​ ​,F,playwrights
Anne Laziere Crawford,1874-06-27,"Georgetown, Kentucky",1955-01-11,"Providence, Rhode Island",Abraham Flexner,,,1.0,,Eleanor FlexnerJean Flexner,,1866-11-13,"Louisville, Kentucky, U.S.",1959-09-21,"Falls Church, Virginia, U.S.",1.0,0.0,,Anne Laziere Crawford​ ​,F,playwrights
Hortense Flexner,,,,,,,,,,,,,,,,,,,,F,playwrights
Kamilah Forbes,,"Chicago, Illinois, USA",,,,,,,,,,,,,,,,,,F,playwrights
Margaret Ford-Taylor,,,,,,,,,,,,,,,,,,,,F,playwrights
María Irene Fornés,1930-05-14,"Havana, Cuba",2018-10-30,"New York City, United States",,,,,,,,,,,,,,,,F,playwrights
Amy Fox ,,,,,,,,,,,,,,,,,,,,F,playwrights
Nina Foxx,,,,,,,,,,,,,,,,,,,,F,playwrights
Rose Lewin,1895-12-28,"Gainesville, Texas",1988-06-22,"Tucson, Arizona",Sigmund W.A. Franken,,,1.0,,,,,,,,,,,,F,playwrights
Ada Crogman Franklin,1886-01-01,"Atlanta, Georgia",1983-12-24,"Kansas City, Missouri",,,,,,,,,,,,,,,,F,playwrights
J. E. Franklin,,,,,,,,,,,,,,,,,,,,F,playwrights
Gertrude Friedberg,,,,,,,,,,,,,,,,,,,,F,playwrights
Ketti Frings,,,,,,,,,,,,,,,,,,,,F,playwrights
Anne Froelick,,,,,,,,,,,,,,,,,,,,F,playwrights
Robin Frohardt,,,,,,,,,,,,,,,,,,,,F,playwrights
Rebecca Fromer,,,,,,,,,,,,,,,,,,,,F,playwrights
Polly Frost,,,,,,,,,,,,,,,,,,,,F,playwrights
Carolyn Gage,,,,,,,,,,,,,,,,,,,,F,playwrights
Gilda Galán,1917-01-16,"Guayama, Puerto Rico",2009-06-21,"Carolina, Puerto Rico",,,,,,,,,,,,,,,,F,playwrights
Zona Gale,,,,,,,,,,,,,,,,,,,,F,playwrights
Sarah Gancher,,,,,,,,,,,,,,,,,,,,F,playwrights
Anne García-Romero,,,,,,,,,,,,,,,,,,,,F,playwrights
Liliana C. Groag[1][2],1945-06-24,"Buenos Aires, Argentina",,,Perry W. Bullington​ ​,1972-01-01,1976-01-01,2.0,2.0,,0.0,,,,,,,,,F,playwrights
Barbara Garson,1941-07-07,"Brooklyn, New York",,,,,,,,,,,,,,,,,,F,playwrights
Eleanor Gates,1874-09-26,"Shakopee, Minnesota",1951-03-07,"Los Angeles, California, U.S.",Richard Walton Tully[1]1901–14,,,1.0,,,,1877-05-07,"Nevada City, California",1945-02-01,New York City,1.0,,,Eleanor Gates[1],F,playwrights
Judy GeBauer,,"Long Beach, California, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Barbara Stone,1926-02-06,"Manhattan, New York, U.S.",2017-02-09,"Manhattan, New York, U.S.",Arthur Gelb​ ​,1946-01-01,,1.0,0.0,Two (including Peter),1.0,1924-02-03,"New York City, U.S.",2014-05-20,"New York City, U.S.",1.0,,Peter,Barbara Gelb,F,playwrights
Jane Gennaro,1953-01-01,"The Bronx, New York City",,,,,,,,,,,,,,,,,,F,playwrights
Jeannette Clift,1925-06-01,"Houston, Texas, U.S.",2017-12-23,"Houston, Texas, U.S.",Lorraine George,,,1.0,,,,,,,,,,,,F,playwrights
Jennifer George ,,,,,,,,,,,,,,,,,,,,F,playwrights
Madeleine George,,,,,Lisa Kron,,,1.0,,,,1961-05-20,"Ann Arbor, Michigan",,,1.0,,,Madeleine George,F,playwrights
Alice Erya Gerstenberg,1885-08-02,"Chicago, Illinois",1972-07-28,"Chicago, Illinois",,,,,,,,,,,,,,,,F,playwrights
Frances Guignard Gibbes,,,,,,,,,,,,,,,,,,,,F,playwrights
Rebecca Gilman,,,,,,,,,,,,,,,,,,,,F,playwrights
Gina Gionfriddo,,"Washington, D.C., U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Helen Diane Hall,1941-01-01,"Kansas City, Missouri, U.S.",,,Dwane Glancy,,,1.0,,David Glancy and Jennifer Glancy,,,,,,,,,,F,playwrights
Susan Glaspell,,,,,,,,,,,,,,,,,,,,F,playwrights
Jessica Goldberg,,,,,,,,,,,,,,,,,,,,F,playwrights
Robin Goldwasser,,,,,,,,,,,,,,,,,,,,F,playwrights
Marga Gomez,,,,,,,,,,,,,,,,,,,,F,playwrights
Krysta Gonzales,,,,,,,,,,,,,,,,,,,,F,playwrights
Frances Goodrich,1890-12-21,"Belleville, New Jersey, U.S.",1984-01-29,"New York City, U.S.",Robert Downing Ames,1917-01-01,1923-01-01,3.0,2.0,,0.0,1889-03-23,"Hartford, Connecticut, U.S.",1931-11-27,"New York City, U.S.",4.0,4.0,2,Alice Gerry​ ​,F,playwrights
Ruth Gordon Jones,1896-10-30,"Quincy, Massachusetts, U.S.",1985-08-28,"Edgartown, Massachusetts, U.S.",Gregory Kelly​ ​,1921-01-01,,2.0,0.0,1,1.0,,,,,,,,,F,playwrights
Christina Gorman,,,,,,,,,,,,,,,,,,,,F,playwrights
Hattie Gossett,1942-04-11,"New Jersey, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Lincoln Gould,,,,,,,,,,,,,,,,,,,,F,playwrights
Frances Nimmo Greene,,,,,,,,,,,,,,,,,,,,F,playwrights
Kirsten Greenidge,,,,,,,,,,,,,,,,,,,,F,playwrights
Bonnie Greer,,,,,,,,,,,,,,,,,,,,F,playwrights
Rose Grieco,,,,,,,,,,,,,,,,,,,,F,playwrights
Annie Griffin,,,,,,,,,,,,,,,,,,,,F,playwrights
Susan Griffin,1943-01-26,"Los Angeles, California, US",,,,,,,,,,,,,,,,,,F,playwrights
Angelina Weld Grimké,1880-02-27,"Boston, Massachusetts, USA",1958-06-10,"New York City, USA",,,,,,,,,,,,,,,,F,playwrights
Virginia Grise,,,,,,,,,,,,,,,,,,,,F,playwrights
Lauren Gunderson,1982-02-02,"Atlanta, Georgia",,,,,,,,,,,,,,,,,,F,playwrights
Mary Frances Gunner,,,,,,,,,,,,,,,,,,,,F,playwrights
Danai Jekesai Gurira,1978-02-14,"Grinnell, Iowa, U.S.",,,,,,,,,,,,,,,,,,F,playwrights
Jessica Hagedorn,1949-05-29,"Manila, Philippines",,,,,,,,,,,,,,,,,,F,playwrights
Susan Hahn,,,,,,,,,,,,,,,,,,,,F,playwrights
Elizabeth Forsythe Hailey,,,,,,,,,,,,,,,,,,,,F,playwrights
Andrea Hairston,,,,,,,,,,,,,,,,,,,,F,playwrights
Louise Closser,1872-10-13,"Chicago, Illinois, U.S.",1933-07-26,"Los Angeles, California, U.S.",Walter Hale,,,1.0,,,,,,,,,,,,F,playwrights
Jennifer Haley,,,,,,,,,,,,,,,,,,,,F,playwrights
Irma Dolores Player Hall,1935-06-03,"Beaumont, Texas, U.S.",,,,,,,,2,,,,,,,,,,F,playwrights
Katori Hall,1981-05-10,"Memphis, Tennessee, U.S.",,,Alan Tumusiime,,,1.0,,2,,,,,,,,,,F,playwrights
Sands Hall,,,,,,,,,,,,,,,,,,,,F,playwrights
Kate Hamill,,,,,,,,,,,,,,,,,,,,F,playwrights
Nancy Hamilton,,,,,,,,,,,,,,,,,,,,F,playwrights
Dorothy Hamm,1919-01-01,"Caroline County, Virginia, U.S.",2004-05-14,"Richmond, Virginia, U.S.",,,,,,,,,,,,,,,,F,playwrights
Helene Hanff,,,,,,,,,,,,,,,,,,,,F,playwrights
Lorraine Vivian Hansberry,1930-05-19,"Chicago, Illinois, U.S.",1965-01-12,"New York City, U.S.",Robert B. Nemiroff​ ​,1953-01-01,1962-01-01,1.0,1.0,,0.0,,,,,,,,,F,playwrights
Olive Harper,,,,,,,,,,,,,,,,,,,,F,playwrights
Aleshea Harris,,,,,,,,,,,,,,,,,,,,F,playwrights
Christina Hart,1949-07-21,"Lock Haven, Pennsylvania, U.S.",,,Frank Doubleday,,,1.0,,Kaitlin DoubledayPortia Doubleday,,1945-01-28,"Norwich, Connecticut, U.S.",2018-03-03,"Los Angeles, California, U.S.",1.0,,Kaitlin DoubledayPortia Doubleday,Christina Hart,F,playwrights
Karen Hartman,,,,,,,,,,,,,,,,,,,,F,playwrights
Frances Cottinet Locke,1875-01-01,"Chicago, Illinois, USA",1939-11-27,"New York City, New York, USA",Frederic HattonJohn Kenneth Mackenzie,,,1.0,,,,,,,,,,,,F,playwrights
Joette Hayashigawa,,,,,,,,,,,,,,,,,,,,F,playwrights
Grace Hayward,,,,,,,,,,,,,,,,,,,,F,playwrights
Leslye Headland,,,,,,,,,,,,,,,,,,,,F,playwrights
