Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,Name_of_Spouse_Spouse,Sex,Profession
Emma Birdsall,,,,,,,,,,,,,,,,,,,,F,singer
Sarah Blasko,,,,,,,,,,,,,,,,,,,,F,singer
Blue MC,,,,,,,,,,,,,,,,,,,,F,singer
Vera Blue,,,,,,,,,,,,,,,,,,,,F,singer
Elena Louise Bennett,1976-05-13,"Sydney, Australia",,,,,,,,,,,,,,,,,,F,singer
Butterfly Boucher,,,,,,,,,,,,,,,,,,,,F,singer
Clare Bowditch,,,,,,,,,,,,,,,,,,,,F,singer
Catherine Britt,,,,,,,,,,,,,,,,,,,,F,singer
Sophia Brous,,,,,,,,,,,,,,,,,,,,F,singer
Havana Brown ,,,,,,,,,,,,,,,,,,,,F,singer
Emily Jane Browning,1988-12-07,"Melbourne, Victoria, Australia",,,Eddie O'Keefe ​,2023-01-01,,1.0,0.0,,0.0,,,,,,,,,F,singer
Monique Brumby,,,,,,,,,,,,,,,,,,,,F,singer
Casey Anne Burgess,1988-12-19,"Sydney, New South Wales, Australia",,,,,,,,,,,,,,,,,,F,singer
Sinead Burgess,,,,,,,,,,,,,,,,,,,,F,singer
Donna Burke,,"Melbourne, Victoria, Australia[1]",,,Bill Benfield,,,1.0,,,,,,,,,,,,F,singer
Bina Butta,,,,,,,,,,,,,,,,,,,,F,singer
Kate Ceberano,,,,,,,,,,,,,,,,,,,,F,singer
Kasey Chambers,,,,,,,,,,,,,,,,,,,,F,singer
Belinda Chapple,,,,,,,,,,,,,,,,,,,,F,singer
Chelsea Jane,,,,,,,,,,,,,,,,,,,,F,singer
Che'Nelle,,,,,,,,,,,,,,,,,,,,F,singer
Gabriella Cilmi,,,,,,,,,,,,,,,,,,,,F,singer
Justine Clarke,1971-11-16,"Sydney, Australia",,,John Finsterer,,,1.0,,3,,1968-01-01,"Canberra, Australian Capital Territory, Australia",,,1.0,,3,Justine Clarke,F,singer
Jane Clifton,1949-04-10,Gibraltar,,,,,,,,,,,,,,,,,,F,singer
Cloves ,,,,,,,,,,,,,,,,,,,,F,singer
Cheyne Coates,,,,,,,,,,,,,,,,,,,,F,singer
Beccy Cole,,,,,,,,,,,,,,,,,,,,F,singer
Chanel Cole,,,,,,,,,,,,,,,,,,,,F,singer
Katie Cole,,,,,,,,,,,,,,,,,,,,F,singer
Toni Collett,1972-11-01,"Sydney, New South Wales, Australia",,,Dave Galafassi​ ​,2003-01-01,2022-01-01,1.0,1.0,2,0.0,,,,,,,,,F,singer
Molly Contogeorge,,,,,,,,,,,,,,,,,,,,F,singer
Dianna Corcoran,,,,,,,,,,,,,,,,,,,,F,singer
Sarah Crane,,,,,,,,,,,,,,,,,,,,F,singer
Kellie Lynn Hoggart,1974-05-01,"Sydney, Australia",,,Addam Crawford​ ​,2008-01-01,,1.0,0.0,,1.0,,,,,,,,,F,singer
Chelsea Cullen,,,,,,,,,,,,,,,,,,,,F,singer
Cxloe,,,,,,,,,,,,,,,,,,,,F,singer
Natalie D-Napoleon,,,,,,,,,,,,,,,,,,,,F,singer
Amiel Daemion,,,,,,,,,,,,,,,,,,,,F,singer
Ashleigh Dallas,,,,,,,,,,,,,,,,,,,,F,singer
Bree Joanna Alice Robinson,1979-01-01,"Melbourne, Victoria, Australia",,,Tim Armstrong​ ​,1997-01-01,2003-01-01,2.0,2.0,3,0.0,,,,,,,,,F,singer
Anusha Dandekar,1982-01-09,"Khartoum, Sudan",,,,,,,,,,,,,,,,,,F,singer
Shibani Dandekar,1980-08-27,"Pune, Maharashtra, India",,,Farhan Akhtar ​,2022-01-01,,1.0,0.0,,0.0,1974-01-09,"Mumbai, Maharashtra, India",,,2.0,1.0,2,Adhuna Bhabani ​ ​,F,singer
Brielle Davis,,,,,,,,,,,,,,,,,,,,F,singer
Cassie Davis,1987-08-05,"Gnangara, Western Australia, Australia",,,,,,,,,,,,,,,,,,F,singer
Sarah De Bono,,,,,,,,,,,,,,,,,,,,F,singer
Kathleen de Leon,1977-09-01,"Manila, Philippines",,,Daniel Jones,2005-01-01,,1.0,0.0,2,0.0,1973-07-22,"Southend-on-Sea, Essex, England",,,1.0,0.0,2,Kathleen de Leon ​,F,singer
Cosima De Vito,,,,,,,,,,,,,,,,,,,,F,singer
Kate DeAraugo,,,,,,,,,,,,,,,,,,,,F,singer
Shanley Del,,,,,,,,,,,,,,,,,,,,F,singer
Suze DeMarchi,,,,,,,,,,,,,,,,,,,,F,singer
Lydia Denker,,,,,,,,,,,,,,,,,,,,F,singer
Reigan Derry,,,,,,,,,,,,,,,,,,,,F,singer
Beryl Hunt[1],1929-10-02,"Mittagong, New South Wales, Australia",2021-05-23,"Gold Coast, Queensland, Australia[3]",Alex Gorshenin ​,1963-01-01,1976-01-01,1.0,1.0,,0.0,,,,,,,,,F,singer
Dhee ,,,,,,,,,,,,,,,,,,,,F,singer
Helena Dix,,,,,,,,,,,,,,,,,,,,F,singer
Casey Donovan ,,,,,,,,,,,,,,,,,,,,F,singer
Emma Donovan,,,,,,,,,,,,,,,,,,,,F,singer
Ellie Drennan,,,,,,,,,,,,,,,,,,,,F,singer
Amity Dry,,,,,,,,,,,,,,,,,,,,F,singer
Lucy Durack,1982-11-17,"Perth, Western Australia, Australia",,,Christopher Horsey ​,2014-01-01,,1.0,0.0,2,0.0,1972-07-11,"Gold Coast, Queensland, Australia",,,1.0,0.0,2,Lucy Durack ​,F,singer
Mia Dyson,,,,,,,,,,,,,,,,,,,,F,singer
E^ST,,,,,,,,,,,,,,,,,,,,F,singer
Karise Eden,,,,,,,,,,,,,,,,,,,,F,singer
Gigi Edgley,1977-11-16,"Perth, Australia",,,Jamey Mossengren,,,1.0,,,,,,,,,,,,F,singer
Kate Elsworth,,,,,,,,,,,,,,,,,,,,F,singer
Fantine ,,,,,,,,,,,,,,,,,,,,F,singer
Fatai,,,,,,,,,,,,,,,,,,,,F,singer
Bella Ferraro,,,,,,,,,,,,,,,,,,,,F,singer
Ruby Fields,,,,,,,,,,,,,,,,,,,,F,singer
Shea Fisher,,,,,,,,,,,,,,,,,,,,F,singer
Penny Flanagan,,,,,,,,,,,,,,,,,,,,F,singer
Alexandra Fowler,1961-12-06,"Adelaide, South Australia, Australia",,,,,,,,,,,,,,,,,,F,singer
Kat Frankie,,,,,,,,,,,,,,,,,,,,F,singer
Ylona Jade Garcia[fn 1],2002-02-28,"Sydney, New South Wales, Australia",,,,,,,,,,,,,,,,,,F,singer
Natalie Gauci,,,,,,,,,,,,,,,,,,,,F,singer
Jordan Gavet,,,,,,,,,,,,,,,,,,,,F,singer
Carla Geneve,,,,,,,,,,,,,,,,,,,,F,singer
Lisa Gerrard,,,,,,,,,,,,,,,,,,,,F,singer
Renée Geyer,,,,,,,,,,,,,,,,,,,,F,singer
Nicki Gillis,,,,,,,,,,,,,,,,,,,,F,singer
Gina G,,,,,,,,,,,,,,,,,,,,F,singer
Giulietta ,,,,,,,,,,,,,,,,,,,,F,singer
Katja Glieson,,,,,,,,,,,,,,,,,,,,F,singer
Delta Lea Goodrem,1984-11-09,"Sydney, New South Wales, Australia",,,,,,,,,,,,,,,,,,F,singer
Gossling,,,,,,,,,,,,,,,,,,,,F,singer
Kara Grainger,,,,,,,,,,,,,,,,,,,,F,singer
Micky Green,,,,,,,,,,,,,,,,,,,,F,singer
Joelle Hadjia,,,,,,,,,,,,,,,,,,,,F,singer
Hannah ,,,,,,,,,,,,,,,,,,,,F,singer
Mary Hansen,,,,,,,,,,,,,,,,,,,,F,singer
Bev Harrell,,,,,,,,,,,,,,,,,,,,F,singer
Angie Hart,,,,,,,,,,,,,,,,,,,,F,singer
Becca Hatch,,,,,,,,,,,,,,,,,,,,F,singer
Hatchie,,,,,,,,,,,,,,,,,,,,F,singer
Hayley Mary,,,,,,,,,,,,,,,,,,,,F,singer
Leah Haywood,,,,,,,,,,,,,,,,,,,,F,singer
Natalie Henry,,,,,,,,,,,,,,,,,,,,F,singer
Constanza Herrero,,,,,,,,,,,,,,,,,,,,F,singer
Rebecca June Cartwright,1983-07-23,"Sydney, New South Wales, Australia",,,Lleyton Hewitt ​,2005-01-01,,1.0,0.0,3,0.0,,,,,,,,,F,singer
Missy Higgins,,,,,,,,,,,,,,,,,,,,F,singer
Deni Hines,,,,,,,,,,,,,,,,,,,,F,singer
Lucy Holmes,,,,,,,,,,,,,,,,,,,,F,singer
Mali-Koa Hood,,,,,,,,,,,,,,,,,,,,F,singer
Ella Hooper,,,,,,,,,,,,,,,,,,,,F,singer
Hope D,,,,,,,,,,,,,,,,,,,,F,singer
Aimée Rene Horne,1985-05-11,"Broken Hill, New South Wales Australia",,,,,,,,,,,,,,,,,,F,singer
Alex Hosking,,,,,,,,,,,,,,,,,,,,F,singer
Dami Im,,,,,,,,,,,,,,,,,,,,F,singer
Laura Imbruglia,,,,,,,,,,,,,,,,,,,,F,singer
Natalie Jane Imbruglia,1975-02-04,"Sydney, New South Wales, Australia",,,Daniel Paul Johns,2003-01-01,2008-01-01,1.0,1.0,1,0.0,1979-04-22,"Newcastle, New South Wales, Australia",,,1.0,1.0,,Natalie Imbruglia​ ​,F,singer
Evie Irie,,,,,,,,,,,,,,,,,,,,F,singer
Fely Irvine,,"Davao City, Philippines",,,Tai Hara ​,2017-01-01,,1.0,0.0,,0.0,1990-03-29,"Sydney, Australia",,,1.0,0.0,2,Fely Irvine ​,F,singer
Tamara Jaber,,,,,,,,,,,,,,,,,,,,F,singer
Julia Jacklin,,,,,,,,,,,,,,,,,,,,F,singer
Samantha Jade,,,,,,,,,,,,,,,,,,,,F,singer
Maddy Jane,,,,,,,,,,,,,,,,,,,,F,singer
Hayley Jensen,,,,,,,,,,,,,,,,,,,,F,singer
Jaguar Jonze,,,,,,,,,,,,,,,,,,,,F,singer
Rachael Kane,,,,,,,,,,,,,,,,,,,,F,singer
Ariel Erin Kaplan,1994-05-04,"Johannesburg, South Africa",,,,,,,,,,,,,,,,,,F,singer
Dena Kaplan,1989-01-20,"Johannesburg, Gauteng, South Africa",,,Jared Daperis,,,1.0,,,,1989-08-18,"Melbourne, Australia",,,1.0,,,Dena Kaplan,F,singer
Eves Karydas,,,,,,,,,,,,,,,,,,,,F,singer
Manika Kaur,,,,,,,,,,,,,,,,,,,,F,singer
Georgi Kay,,,,,,,,,,,,,,,,,,,,F,singer
Jess Kent,,,,,,,,,,,,,,,,,,,,F,singer
Nicole Mary Kidman,1967-06-20,"Honolulu, Hawaii, U.S.",,,Thomas Cruise Mapother IV,1990-01-01,2001-01-01,2.0,1.0,4,0.0,1962-07-03,"Syracuse, New York, U.S.",,,3.0,3.0,3,Mimi Rogers​ ​,F,singer
Phoebe Killdeer,,,,,,,,,,,,,,,,,,,,F,singer
KLP ,,,,,,,,,,,,,,,,,,,,F,singer
Kučka,,,,,,,,,,,,,,,,,,,,F,singer
Lanie Lane,,,,,,,,,,,,,,,,,,,,F,singer
Laura Jean,,,,,,,,,,,,,,,,,,,,F,singer
Rebecca Lavelle,,,,,,,,,,,,,,,,,,,,F,singer
Amber Lawrence,,,,,,,,,,,,,,,,,,,,F,singer
Rachael Leahcar,,,,,,,,,,,,,,,,,,,,F,singer
Roxane LeBrasse,,,,,,,,,,,,,,,,,,,,F,singer
Hayley Legg,,,,,,,,,,,,,,,,,,,,F,singer
Lenka,,,,,,,,,,,,,,,,,,,,F,singer
Elen Levon,,,,,,,,,,,,,,,,,,,,F,singer
Sshh Liguz,,,,,,,,,,,,,,,,,,,,F,singer
Carol Lloyd ,,,,,,,,,,,,,,,,,,,,F,singer
Robyn Loau,,,,,,,,,,,,,,,,,,,,F,singer
Emma Louise,,,,,,,,,,,,,,,,,,,,F,singer
Jade Louise,,,,,,,,,,,,,,,,,,,,F,singer
Mirusia Louwerse,,,,,,,,,,,,,,,,,,,,F,singer
Meg Mac,,,,,,,,,,,,,,,,,,,,F,singer
Jade MacRae,,,,,,,,,,,,,,,,,,,,F,singer
GG Magree,,,,,,,,,,,,,,,,,,,,F,singer
Mallrat,,,,,,,,,,,,,,,,,,,,F,singer
Maple Glider,,,,,,,,,,,,,,,,,,,,F,singer
George Maple,,,,,,,,,,,,,,,,,,,,F,singer
Rachel Marley,,,,,,,,,,,,,,,,,,,,F,singer
Martha Marlow,,Australia,,,,,,,,,,,,,,,,,,F,singer
Jodi Martin,,,,,,,,,,,,,,,,,,,,F,singer
Indiana Massara,,,,,,,,,,,,,,,,,,,,F,singer
Danielle Matthews,,,,,,,,,,,,,,,,,,,,F,singer
Jessica Hilda Mauboy,1989-08-04,"Darwin, Northern Territory, Australia",,,Themeli Magripilis ​,2022-01-01,,1.0,0.0,,0.0,,,,,,,,,F,singer
Lisa Maxwell ,,,,,,,,,,,,,,,,,,,,F,singer
May-a,,,,,,,,,,,,,,,,,,,,F,singer
Abbe May,,,,,,,,,,,,,,,,,,,,F,singer
Monica Mayhem,1978-03-14,"Brisbane, Queensland, Australia[1]",,,,,,,,,,,,,,,,,,F,singer
Elise McCann,1985-07-28,"Wodonga, Victoria, Australia",,,,,,,,,,,,,,,,,,F,singer
Brooke McClymont,,,,,,,,,,,,,,,,,,,,F,singer
Samantha McClymont,,,,,,,,,,,,,,,,,,,,F,singer
Andrea McEwan,,,,,,,,,,,,,,,,,,,,F,singer
Stephanie McIntosh,1985-07-05,"Sydney, New South Wales, Australia",,,,,,,,2,,,,,,,,,,F,singer
Sarah McLellan,,,,,,,,,,,,,,,,,,,,F,singer
Sarah McLeod ,,,,,,,,,,,,,,,,,,,,F,singer
Kat McSnatch,,,,,,,,,,,,,,,,,,,,F,singer
Natalie Jackson Mendoza,1976-08-12,British Hong Kong,,,Eliot Kennedy​ ​,2006-01-01,2010-01-01,1.0,1.0,,0.0,,,,,,,,,F,singer
Miiesha,,,,,,,,,,,,,,,,,,,,F,singer
Nicole Millar,,,,,,,,,,,,,,,,,,,,F,singer
Danielle Jane Minogue,1971-10-20,"Melbourne, Australia",,,Julian Dana William McMahon,1994-01-01,1995-01-01,1.0,1.0,1,0.0,1968-07-27,"Sydney, New South Wales, Australia",,,3.0,2.0,1,Dannii Minogue​ ​,F,singer
Kylie Ann Minogue,1968-05-28,"Melbourne, Australia",,,,,,,,,,,,,,,,,,F,singer
Lisa Mitchell,,,,,,,,,,,,,,,,,,,,F,singer
Sophie Charlene Akland Monk,1979-12-14,"London, England",,,Joshua Gross,,,1.0,,,,,,,,,,,,F,singer
Bianca Moon,,,,,,,,,,,,,,,,,,,,F,singer
Georgia Mooney,,,,,,,,,,,,,,,,,,,,F,singer
Nessa Morgan,,,,,,,,,,,,,,,,,,,,F,singer
Karen Lee Andrews,,,,,,,,,,,,,,,,,,,,F,singer
Nadéah,,,,,,,,,,,,,,,,,,,,F,singer
Neda ,,,,,,,,,,,,,,,,,,,,F,singer
Nervo ,,,,,,,,,,,,,,,,,,,,F,singer
Ngaiire,,,,,,,,,,,,,,,,,,,,F,singer
Anja Nissen,,,,,,,,,,,,,,,,,,,,F,singer
Katie Noonan,,,,,,,,,,,,,,,,,,,,F,singer
Oh Pep!,,,,,,,,,,,,,,,,,,,,F,singer
Okenyo,,,,,,,,,,,,,,,,,,,,F,singer
Siobhan Owen,,,,,,,,,,,,,,,,,,,,F,singer
Owl Eyes,,,,,,,,,,,,,,,,,,,,F,singer
Erica Packer,,,,,,,,,,,,,,,,,,,,F,singer
Pan Yaung Chel,,,,,,,,,,,,,,,,,,,,F,singer
Christina Parie,,,,,,,,,,,,,,,,,,,,F,singer
Sun Park,1981-01-03,"Suwon, South Korea",,,Nathan Pezzimenti ​,2009-01-01,,1.0,0.0,2,0.0,,,,,,,,,F,singer
Amy Parks,1982-06-10,"Melbourne, Australia",,,,,,,,,,,,,,,,,,F,singer
Nicki Parrott,,,,,,,,,,,,,,,,,,,,F,singer
Parvyn,,,,,,,,,,,,,,,,,,,,F,singer
Emma Pask,,,,,,,,,,,,,,,,,,,,F,singer
Pauline Curuenavuli[1][2],1982-10-15,"Suva, Fiji",,,,,,,,,,,,,,,,,,F,singer
Peach PRC,,,,,,,,,,,,,,,,,,,,F,singer
Thandi Phoenix,,,,,,,,,,,,,,,,,,,,F,singer
Bonnie Piesse,1983-08-10,"Melbourne, Australia",,,Mark Vicente,,,1.0,,,,,,,,,,,,F,singer
Marlisa Punzalan,,,,,,,,,,,,,,,,,,,,F,singer
Jasmine Rae,,,,,,,,,,,,,,,,,,,,F,singer
Jordan Raskopoulos,1982-01-25,"Sydney, Australia",,,,,,,,,,,,,,,,,,F,singer
Gretta Ray,,,,,,,,,,,,,,,,,,,,F,singer
Reyanna Maria,,,,,,,,,,,,,,,,,,,,F,singer
Rosie Ribbons,,,,,,,,,,,,,,,,,,,,F,singer
Jack River ,,,,,,,,,,,,,,,,,,,,F,singer
Sharlene Marie Zeta Robinson,1981-03-08,"Newcastle, New South Wales, Australia",,,Brent Delaney​ ​,2003-01-01,2009-01-01,1.0,1.0,2,0.0,,,,,,,,,F,singer
Aleesha Rome,,,,,,,,,,,,,,,,,,,,F,singer
Giselle Rosselli,,,,,,,,,,,,,,,,,,,,F,singer
Diana Rouvas,,,,,,,,,,,,,,,,,,,,F,singer
Emelia Rachel Rusciano,,"Greensborough, Victoria, Australia",,,Scott Barrow,,,1.0,,3,,,,,,,,,,F,singer
Aiysha Saagar,,,,,,,,,,,,,,,,,,,,F,singer
Sampa the Great,,,,,,,,,,,,,,,,,,,,F,singer
Samantha Sang,,,,,,,,,,,,,,,,,,,,F,singer
Jane Scali,1959-08-08,,,,,,,,,,,,,,,,,,,F,singer
Shelley Segal,1987-04-04,"Melbourne, Victoria, Australia",,,,,,,,,,,,,,,,,,F,singer
Sally Seltmann,,,,,,,,,,,,,,,,,,,,F,singer
Sophie Serafino,1980-10-19,United Kingdom,,,John Serafino​ ​,2001-01-01,2010-01-01,3.0,2.0,3,0.0,,,,,,,,,F,singer
Caitlyn Shadbolt,,,,,,,,,,,,,,,,,,,,F,singer
Amy Shark,,,,,,,,,,,,,,,,,,,,F,singer
Monique Charlotte Shippen,1993-01-03,"Sydney, Australia",,,,,,,,,,,,,,,,,,F,singer
Sia Kate Isobelle Furler,1975-12-18,"Adelaide, South Australia, Australia",,,Erik Anders Lang​ ​,2014-01-01,2016-01-01,2.0,1.0,2,0.0,,,,,,,,,F,singer
Holiday Sidewinder,,,,,,,,,,,,,,,,,,,,F,singer
Jemma Siles,,,,,,,,,,,,,,,,,,,,F,singer
Aleyce Simmonds,,,,,,,,,,,,,,,,,,,,F,singer
Tara Simmons,,,,,,,,,,,,,,,,,,,,F,singer
Donna Simpson ,,,,,,,,,,,,,,,,,,,,F,singer
Heli Simpson,1987-02-21,"Melbourne, Victoria, Australia",,,,,,,,,,,,,,,,,,F,singer
Carmen Smith,,,,,,,,,,,,,,,,,,,,F,singer
Spike Fuck,,,,,,,,,,,,,,,,,,,,F,singer
Adalita Srsen,,,,,,,,,,,,,,,,,,,,F,singer
Simone Stacey,,,,,,,,,,,,,,,,,,,,F,singer
Starley ,,,,,,,,,,,,,,,,,,,,F,singer
Caitlin Jean Stasey,1990-05-01,"Melbourne, Victoria, Australia",,,Lucas Neff​ ​,2016-01-01,2020-01-01,1.0,1.0,,0.0,1985-11-07,"Andersonville, Chicago, Illinois, U.S.",,,1.0,1.0,,Caitlin Stasey​ ​,F,singer
Katy Steele,,,,,,,,,,,,,,,,,,,,F,singer
Juanita Stein,,,,,,,,,,,,,,,,,,,,F,singer
Elana Stone,,,,,,,,,,,,,,,,,,,,F,singer
Sara Storer,,,,,,,,,,,,,,,,,,,,F,singer
Liz Stringer,,,,,,,,,,,,,,,,,,,,F,singer
Erinn Swan,,,,,,,,,,,,,,,,,,,,F,singer
Emma Swift,,,,,,,,,,,,,,,,,,,,F,singer
Sycco,,,,,,,,,,,,,,,,,,,,F,singer
Bella Taylor Smith,,,,,,,,,,,,,,,,,,,,F,singer
Joanne Rebecca Guilfoyle,1971-05-29,"Perth, Western Australia",,,Jamie Jardine,,,1.0,,1,,,,,,,,,,F,singer
Thando ,,,,,,,,,,,,,,,,,,,,F,singer
Holly Throsby,,,,,,,,,,,,,,,,,,,,F,singer
Tigerlily ,,,,,,,,,,,,,,,,,,,,F,singer
Melissa Tkautz,,,,,,,,,,,,,,,,,,,,F,singer
Tones and I,,,,,,,,,,,,,,,,,,,,F,singer
Cat Torres,,,,,,,,,,,,,,,,,,,,F,singer
Abigail Anne Tucker,1973-01-22,Australia,,,,,,,,2,,,,,,,,,,F,singer
Michelle Tumes,,,,,,,,,,,,,,,,,,,,F,singer
Katie Underwood,,,,,,,,,,,,,,,,,,,,F,singer
Holly Rachel Vukadinović,1983-05-11,"Fitzroy, Victoria, Australia",,,"Christian Peter Candy (1974-07-31) 31 July 1974 (age 49)
Nicholas Anthony Christopher Candy (1973-01-23) 23 January 1973 (age 50)",2012-01-01,,1.0,0.0,2,0.0,1974-07-31,,,,2.0,1.0,Christian: 2Nicholas: 2,Christian: Emily Crompton ​,F,singer
Vassy ,,,,,,,,,,,,,,,,,,,,F,singer
Jenine Vaughan,,,,,,,,,,,,,,,,,,,,F,singer
Nat Vazer,,,,,,,,,,,,,,,,,,,,F,singer
Wafia,,,,,,,,,,,,,,,,,,,,F,singer
Hayley Warner,,,,,,,,,,,,,,,,,,,,F,singer
Megan Washington,,,,,,,,,,,,,,,,,,,,F,singer
Nikki Webster,,,,,,,,,,,,,,,,,,,,F,singer
Kathy Wemyss,,,,,,,,,,,,,,,,,,,,F,singer
Naomi Wenitong,,,,,,,,,,,,,,,,,,,,F,singer
Elisabeth White,,,,,,,,,,,,,,,,,,,,F,singer
Betty Who,,,,,,,,,,,,,,,,,,,,F,singer
Katie Wighton,,,,,,,,,,,,,,,,,,,,F,singer
Freya Wilcox,,,,,,,,,,,,,,,,,,,,F,singer
Tal Wilkenfeld,,,,,,,,,,,,,,,,,,,,F,singer
Alana Wilkinson,,,,,,,,,,,,,,,,,,,,F,singer
Emily Williams,1984-10-08,"South Auckland, New Zealand",,,,,,,,1,,,,,,,,,,F,singer
Gina Williams,,,,,,,,,,,,,,,,,,,,F,singer
Ainslie Wills,,,,,,,,,,,,,,,,,,,,F,singer
Jamie Lee Wilson,,,,,,,,,,,,,,,,,,,,F,singer
Alison Wonderland,,,,,,,,,,,,,,,,,,,,F,singer
Tiffani Wood,,,,,,,,,,,,,,,,,,,,F,singer
Woodes,,,,,,,,,,,,,,,,,,,,F,singer
Mia Isobel Wray-McCann,1995-10-28,"Sunrise Beach, Noosa, Queensland, Australia",,,,,,,,,,,,,,,,,,F,singer
Xonia,,,,,,,,,,,,,,,,,,,,F,singer
Yorke ,,,,,,,,,,,,,,,,,,,,F,singer
Ursula Yovich,,"Darwin, Northern Territory, Australia",,,,,,,,,,,,,,,,,,F,singer
Shu-Cheen Yu,,,,,,,,,,,,,,,,,,,,F,singer
Darlene Zschech,,,,,,,,,,,,,,,,,,,,F,singer
Rose May Alaba,1994-05-26,"Vienna, Austria",,,,,,,,,,,,,,,,,,F,singer
Anna F.,,,,,,,,,,,,,,,,,,,,F,singer
Beate Baumgartner,,,,,,,,,,,,,,,,,,,,F,singer
Nadine Beiler,,,,,,,,,,,,,,,,,,,,F,singer
Timna Brauer,,,,,,,,,,,,,,,,,,,,F,singer
Dalal Bruchmann,,,,,,,,,,,,,,,,,,,,F,singer
Charlee,,,,,,,,,,,,,,,,,,,,F,singer
Petra Frey,,,,,,,,,,,,,,,,,,,,F,singer
Natascha Hagen,,,,,,,,,,,,,,,,,,,,F,singer
Hannah ,,,,,,,,,,,,,,,,,,,,F,singer
Tamee Harrison,,,,,,,,,,,,,,,,,,,,F,singer
Monika Ivkic,,,,,,,,,,,,,,,,,,,,F,singer
Joelle Mia Renee Joelle[2][3],,,,,,,,,,,,,,,,,,,,F,singer
Laura Kamhuber,,,,,,,,,,,,,,,,,,,,F,singer
Natália Kelly,,,,,,,,,,,,,,,,,,,,F,singer
Daria Kinzer,,,,,,,,,,,,,,,,,,,,F,singer
Lore Krainer,,,,,,,,,,,,,,,,,,,,F,singer
Edita Malovčić,1978-01-21,"Vienna, Austria",,,,,,,,,,,,,,,,,,F,singer
Nadja Maleh,1972-06-09,"Vienna, Austria",,,,,,,,,,,,,,,,,,F,singer
Pia Maria,,,,,,,,,,,,,,,,,,,,F,singer
Stefanie Mayer,,,,,,,,,,,,,,,,,,,,F,singer
Birgit Minichmayr,1977-04-03,"Linz, Austria",,,,,,,,,,,,,,,,,,F,singer
MisSiss,,,,,,,,,,,,,,,,,,,,F,singer
Melissa Naschenweng,,,,,,,,,,,,,,,,,,,,F,singer
Paenda,,,,,,,,,,,,,,,,,,,,F,singer
Violetta Parisini,,,,,,,,,,,,,,,,,,,,F,singer
Saint Lu,,,,,,,,,,,,,,,,,,,,F,singer
Valérie Sajdik,,,,,,,,,,,,,,,,,,,,F,singer
Salena ,,,,,,,,,,,,,,,,,,,,F,singer
Sandra Schleret,,,,,,,,,,,,,,,,,,,,F,singer
Sigrid & Marina,,,,,,,,,,,,,,,,,,,,F,singer
Bobbie Singer,,,,,,,,,,,,,,,,,,,,F,singer
Soap&Skin,,,,,,,,,,,,,,,,,,,,F,singer
Simone Stelzer,,,,,,,,,,,,,,,,,,,,F,singer
Christina Stürmer,,,,,,,,,,,,,,,,,,,,F,singer
Victoria Swarovski,,,,,,,,,,,,,,,,,,,,F,singer
Caroline Vasicek,,,,,,,,,,,,,,,,,,,,F,singer
Margot Werner,,,,,,,,,,,,,,,,,,,,F,singer
Zeebee,,,,,,,,,,,,,,,,,,,,F,singer
Zera ,,,,,,,,,,,,,,,,,,,,F,singer
Zoë ,,,,,,,,,,,,,,,,,,,,F,singer
Aisel ,,,,,,,,,,,,,,,,,,,,F,singer
Nushaba Alasgarly,,,,,,,,,,,,,,,,,,,,F,singer
Sevda Alekbarzadeh,,,,,,,,,,,,,,,,,,,,F,singer
Dinara Alieva,,,,,,,,,,,,,,,,,,,,F,singer
Safura Alizadeh,,,,,,,,,,,,,,,,,,,,F,singer
Almaxanım,,,,,,,,,,,,,,,,,,,,F,singer
Azerin,,,,,,,,,,,,,,,,,,,,F,singer
Sona Azizova,,,,,,,,,,,,,,,,,,,,F,singer
Sabina Babayeva,,,,,,,,,,,,,,,,,,,,F,singer
Brilliant Dadashova,,,,,,,,,,,,,,,,,,,,F,singer
Samira Efendi,,,,,,,,,,,,,,,,,,,,F,singer
Emilia Yagubova,,,,,,,,,,,,,,,,,,,,F,singer
Malakkhanim Eyubova,,,,,,,,,,,,,,,,,,,,F,singer
Ilhama Gasimova,,,,,,,,,,,,,,,,,,,,F,singer
Natavan Habibi,,,,,,,,,,,,,,,,,,,,F,singer
Diana Hajiyeva,,,,,,,,,,,,,,,,,,,,F,singer
Fidan Huseynova,,,,,,,,,,,,,,,,,,,,F,singer
Nigar Jamal,,,,,,,,,,,,,,,,,,,,F,singer
Manana Japaridze,,,,,,,,,,,,,,,,,,,,F,singer
Aygun Kazimova,,,,,,,,,,,,,,,,,,,,F,singer
Dilara Kazimova,,,,,,,,,,,,,,,,,,,,F,singer
Zulfiyya Khanbabayeva,,,,,,,,,,,,,,,,,,,,F,singer
Aziza Mustafa Zadeh,,,,,,,,,,,,,,,,,,,,F,singer
Farghana Qasimova,,,,,,,,,,,,,,,,,,,,F,singer
Aynishan Quliyeva,,,,,,,,,,,,,,,,,,,,F,singer
Samra Rahimli,,,,,,,,,,,,,,,,,,,,F,singer
